round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
50,1,54.90%,35.29%,0.6447,"[0.48049435019493103, 0.5195056796073914]"
51,0,53.85%,34.62%,0.7501,"[0.472811758518219, 0.527188241481781]"
52,1,54.72%,35.85%,0.6478,"[0.47654232382774353, 0.5234576463699341]"
53,0,53.70%,35.19%,0.7465,"[0.47086915373802185, 0.5291308760643005]"
54,1,54.55%,36.36%,0.6487,"[0.4786996841430664, 0.5213003754615784]"
55,1,55.36%,37.50%,0.6591,"[0.4928659200668335, 0.5071341395378113]"
56,1,56.14%,38.60%,0.6415,"[0.4747670292854309, 0.5252329707145691]"
57,1,56.90%,39.66%,0.6533,"[0.4748245179653168, 0.5251755714416504]"
58,1,57.63%,40.68%,0.6345,"[0.468768447637558, 0.5312315821647644]"
59,0,56.67%,40.00%,0.767,"[0.4653835892677307, 0.5346164703369141]"
60,0,55.74%,39.34%,0.7724,"[0.4613592028617859, 0.5386407971382141]"
61,0,54.84%,38.71%,0.774,"[0.46109816431999207, 0.5389018654823303]"
62,0,53.97%,38.10%,0.7616,"[0.46630263328552246, 0.5336974263191223]"
63,0,53.12%,37.50%,0.7628,"[0.46787384152412415, 0.5321261286735535]"
64,1,53.85%,38.46%,0.6363,"[0.4678526818752289, 0.5321472883224487]"
65,1,54.55%,39.39%,0.633,"[0.4699144959449768, 0.530085563659668]"
66,1,55.22%,40.30%,0.6356,"[0.4704420268535614, 0.5295579433441162]"
67,0,54.41%,39.71%,0.7623,"[0.46768689155578613, 0.5323131680488586]"
68,0,53.62%,39.13%,0.7545,"[0.4716028869152069, 0.5283971428871155]"
69,0,52.86%,38.57%,0.7512,"[0.4703107178211212, 0.5296893119812012]"
70,0,52.11%,38.03%,0.7442,"[0.47513967752456665, 0.5248603820800781]"
71,0,51.39%,37.50%,0.7459,"[0.4744837284088135, 0.5255162715911865]"
72,0,50.68%,36.99%,0.738,"[0.47766536474227905, 0.522334635257721]"
73,1,51.35%,37.84%,0.653,"[0.48268505930900574, 0.5173149704933167]"
74,0,50.67%,37.33%,0.7192,"[0.48619145154953003, 0.51380854845047]"
75,0,50.00%,36.84%,0.7204,"[0.4868577718734741, 0.5131422877311707]"
76,0,49.35%,36.36%,0.7158,"[0.4891093671321869, 0.5108906626701355]"
77,0,48.72%,35.90%,0.7049,"[0.49457481503486633, 0.5054251551628113]"
78,0,48.10%,35.44%,0.7011,"[0.49580106139183044, 0.5041989684104919]"
79,1,48.75%,35.00%,0.7059,"[0.5064967274665833, 0.4935033321380615]"
80,1,49.38%,34.57%,0.7129,"[0.5094543695449829, 0.49054571986198425]"
81,0,48.78%,35.37%,0.6782,"[0.50715571641922, 0.4928443133831024]"
82,1,49.40%,34.94%,0.724,"[0.5151488780975342, 0.4848511219024658]"
83,0,48.81%,35.71%,0.6674,"[0.5137802362442017, 0.48621970415115356]"
84,1,49.41%,35.29%,0.7301,"[0.5168619155883789, 0.48313814401626587]"
85,0,48.84%,36.05%,0.6593,"[0.5177940726280212, 0.482205867767334]"
86,0,48.28%,36.78%,0.6548,"[0.5200701355934143, 0.4799298644065857]"
87,1,48.86%,36.36%,0.7367,"[0.5226593017578125, 0.4773406982421875]"
88,1,49.44%,35.96%,0.7447,"[0.5252223610877991, 0.47477757930755615]"
89,0,48.89%,36.67%,0.6534,"[0.5237218141555786, 0.4762781858444214]"
90,0,48.35%,37.36%,0.6421,"[0.5236741304397583, 0.4763258099555969]"
91,1,48.91%,36.96%,0.7494,"[0.526585578918457, 0.47341445088386536]"
92,1,49.46%,36.56%,0.7445,"[0.5281546711921692, 0.4718453586101532]"
93,0,48.94%,37.23%,0.6371,"[0.5287675261497498, 0.47123247385025024]"
94,0,48.42%,37.89%,0.6361,"[0.5291768312454224, 0.47082316875457764]"
95,0,47.92%,38.54%,0.6342,"[0.5299240946769714, 0.47007593512535095]"
96,0,47.42%,39.18%,0.6292,"[0.5333912372589111, 0.4666087329387665]"
97,1,47.96%,38.78%,0.757,"[0.5308626294136047, 0.46913740038871765]"
98,1,48.48%,38.38%,0.7682,"[0.5358568429946899, 0.46414318680763245]"
99,0,48.00%,39.00%,0.6243,"[0.5371741056442261, 0.4628258943557739]"
100,0,47.52%,39.60%,0.6188,"[0.5397630929946899, 0.46023693680763245]"
101,1,48.04%,39.22%,0.7757,"[0.5369068384170532, 0.4630931615829468]"
102,0,47.57%,39.81%,0.6254,"[0.5386853814125061, 0.4613146483898163]"
103,0,47.12%,40.38%,0.6069,"[0.5440650582313538, 0.45593497157096863]"
104,0,46.67%,40.95%,0.6079,"[0.5424062609672546, 0.45759376883506775]"
105,1,47.17%,40.57%,0.7912,"[0.5468130111694336, 0.4531870186328888]"
106,0,46.73%,41.12%,0.6016,"[0.5467277765274048, 0.4532722532749176]"
107,1,47.22%,40.74%,0.8038,"[0.5504235625267029, 0.4495764374732971]"
108,0,46.79%,41.28%,0.6011,"[0.5460591912269592, 0.45394080877304077]"
109,1,47.27%,40.91%,0.8055,"[0.5528708100318909, 0.4471292495727539]"
110,0,46.85%,41.44%,0.5861,"[0.5568822622299194, 0.44311776757240295]"
111,1,47.32%,41.07%,0.8042,"[0.5530461668968201, 0.44695374369621277]"
112,0,46.90%,41.59%,0.5828,"[0.5587249994277954, 0.4412749409675598]"
113,0,46.49%,42.11%,0.5816,"[0.5587399005889893, 0.44126006960868835]"
114,1,46.96%,41.74%,0.7851,"[0.5444098114967346, 0.45559024810791016]"
115,1,47.41%,41.38%,0.8176,"[0.5580053925514221, 0.4419946074485779]"
116,0,47.01%,41.88%,0.5766,"[0.5608235001564026, 0.4391764998435974]"
117,1,47.46%,41.53%,0.7998,"[0.5474196076393127, 0.45258042216300964]"
118,1,47.90%,41.18%,0.8045,"[0.5529299974441528, 0.44707000255584717]"
119,0,47.50%,41.67%,0.5923,"[0.5534915924072266, 0.4465084373950958]"
120,1,47.93%,41.32%,0.7735,"[0.5412760376930237, 0.4587239921092987]"
121,0,47.54%,41.80%,0.5846,"[0.5566946864128113, 0.4433053433895111]"
122,1,47.97%,41.46%,0.7964,"[0.5491788983345032, 0.4508211016654968]"
123,1,48.39%,41.13%,0.7731,"[0.5353849530220032, 0.4646151065826416]"
124,1,48.80%,40.80%,0.7889,"[0.5449234247207642, 0.4550766348838806]"
125,1,49.21%,40.48%,0.7495,"[0.5292600393295288, 0.4707399010658264]"
126,1,49.61%,40.16%,0.7697,"[0.5368431210517883, 0.4631567895412445]"
127,0,49.22%,40.62%,0.6182,"[0.5386741757392883, 0.46132585406303406]"
128,1,49.61%,40.31%,0.7244,"[0.5142279267311096, 0.48577213287353516]"
129,1,50.00%,40.00%,0.7369,"[0.5217039585113525, 0.4782961308956146]"
130,1,50.38%,39.69%,0.7219,"[0.5139766931533813, 0.4860233664512634]"
131,0,50.00%,40.15%,0.6469,"[0.5235888361930847, 0.47641125321388245]"
132,1,50.38%,40.60%,0.6893,"[0.49934032559394836, 0.500659704208374]"
133,1,50.75%,40.30%,0.7047,"[0.5054660439491272, 0.4945340156555176]"
134,0,50.37%,40.74%,0.6671,"[0.5132927298545837, 0.48670724034309387]"
135,1,50.74%,40.44%,0.6985,"[0.5024318695068359, 0.4975680410861969]"
136,1,51.09%,40.88%,0.6717,"[0.48924222588539124, 0.5107576847076416]"
137,0,50.72%,40.58%,0.7151,"[0.48943936824798584, 0.5105606317520142]"
138,1,51.08%,41.01%,0.6399,"[0.4712275564670563, 0.5287724733352661]"
139,1,51.43%,41.43%,0.6451,"[0.47508516907691956, 0.5249148607254028]"
140,0,51.06%,41.13%,0.7176,"[0.4879032075405121, 0.5120968222618103]"
141,0,50.70%,40.85%,0.7588,"[0.4677547514438629, 0.5322452783584595]"
142,1,51.05%,41.26%,0.6447,"[0.47486257553100586, 0.5251374840736389]"
143,0,50.69%,40.97%,0.7107,"[0.491269052028656, 0.508730947971344]"
144,0,50.34%,40.69%,0.7221,"[0.4857717454433441, 0.5142282247543335]"
145,0,50.00%,40.41%,0.7312,"[0.48158499598503113, 0.5184150338172913]"
146,1,50.34%,40.82%,0.6077,"[0.4560926556587219, 0.5439073443412781]"
147,0,50.00%,40.54%,0.7126,"[0.49034741520881653, 0.5096526145935059]"
148,0,49.66%,40.27%,0.7113,"[0.4909476041793823, 0.5090524554252625]"
149,0,49.33%,40.00%,0.7189,"[0.4871614873409271, 0.5128384828567505]"
150,0,49.01%,39.74%,0.7169,"[0.4884094297885895, 0.5115906000137329]"
151,1,49.34%,40.13%,0.6595,"[0.48276692628860474, 0.5172330141067505]"
152,1,49.67%,40.52%,0.6142,"[0.4583926796913147, 0.5416073799133301]"
153,1,50.00%,40.91%,0.6658,"[0.4861190915107727, 0.5138809680938721]"
154,1,50.32%,41.29%,0.6412,"[0.47347551584243774, 0.5265244841575623]"
155,0,50.00%,41.67%,0.6734,"[0.5096672773361206, 0.49033263325691223]"
156,1,50.32%,42.04%,0.674,"[0.49032774567604065, 0.5096723437309265]"
157,0,50.00%,42.41%,0.6742,"[0.5094126462936401, 0.49058738350868225]"
158,0,49.69%,42.14%,0.7096,"[0.4910651743412018, 0.5089347958564758]"
159,0,49.38%,41.88%,0.7049,"[0.494771808385849, 0.5052281618118286]"
160,1,49.69%,42.24%,0.6254,"[0.4649098813533783, 0.5350900888442993]"
161,0,49.38%,42.59%,0.6755,"[0.5089226961135864, 0.49107739329338074]"
162,0,49.08%,42.94%,0.6688,"[0.5124942660331726, 0.4875056743621826]"
163,0,48.78%,42.68%,0.7018,"[0.4969833791255951, 0.5030167102813721]"
164,0,48.48%,43.03%,0.6752,"[0.5091362595558167, 0.49086377024650574]"
165,0,48.19%,43.37%,0.639,"[0.527924656867981, 0.47207528352737427]"
166,1,48.50%,43.11%,0.7213,"[0.5141339898109436, 0.4858660101890564]"
167,1,48.81%,42.86%,0.7234,"[0.5149504542350769, 0.4850495159626007]"
168,1,49.11%,42.60%,0.7055,"[0.5065554976463318, 0.4934445321559906]"
169,1,49.41%,42.35%,0.7397,"[0.5221410989761353, 0.47785893082618713]"
170,0,49.12%,42.69%,0.6276,"[0.5330037474632263, 0.4669962227344513]"
171,0,48.84%,43.02%,0.6234,"[0.536369264125824, 0.46363070607185364]"
172,0,48.55%,43.35%,0.5891,"[0.5549893379211426, 0.4450107216835022]"
173,1,48.85%,43.68%,0.6551,"[0.48011332750320435, 0.5198866724967957]"
174,0,48.57%,44.00%,0.5716,"[0.564603865146637, 0.43539610505104065]"
175,0,48.30%,44.32%,0.6014,"[0.5486953258514404, 0.4513046443462372]"
176,1,48.59%,44.07%,0.7512,"[0.5277456045150757, 0.4722543954849243]"
177,1,48.88%,44.38%,0.6696,"[0.4897249639034271, 0.5102750658988953]"
178,1,49.16%,44.69%,0.6589,"[0.48763978481292725, 0.5123602747917175]"
179,0,48.89%,45.00%,0.6094,"[0.5445553064346313, 0.4554446339607239]"
180,1,49.17%,44.75%,0.7593,"[0.5312483906745911, 0.46875154972076416]"
181,1,49.45%,44.51%,0.7708,"[0.5328240990638733, 0.46717584133148193]"
182,1,49.73%,44.81%,0.6332,"[0.4692455232143402, 0.5307544469833374]"
183,1,50.00%,44.57%,0.7346,"[0.5172518491744995, 0.4827481508255005]"
184,0,49.73%,44.86%,0.6349,"[0.533429741859436, 0.46657025814056396]"
185,0,49.46%,45.16%,0.6021,"[0.5469379425048828, 0.4530620276927948]"
186,1,49.73%,44.92%,0.7177,"[0.5113670229911804, 0.4886329770088196]"
187,1,50.00%,44.68%,0.7499,"[0.5262868404388428, 0.47371312975883484]"
188,0,49.74%,44.97%,0.6613,"[0.5125858187675476, 0.48741427063941956]"
189,1,50.00%,45.26%,0.5856,"[0.4435575306415558, 0.5564424991607666]"
190,1,50.26%,45.55%,0.6343,"[0.47054728865623474, 0.5294526815414429]"
191,1,50.52%,45.83%,0.6567,"[0.4823870062828064, 0.5176129937171936]"
192,1,50.78%,46.11%,0.6726,"[0.49017247557640076, 0.5098274946212769]"
193,0,50.52%,46.39%,0.6371,"[0.5280898809432983, 0.47191011905670166]"
194,0,50.26%,46.15%,0.7608,"[0.46685266494750977, 0.533147394657135]"
195,0,50.00%,46.43%,0.673,"[0.5110606551170349, 0.4889392852783203]"
196,0,49.75%,46.70%,0.679,"[0.5064241290092468, 0.49357590079307556]"
197,0,49.49%,46.97%,0.6568,"[0.5198817253112793, 0.4801182150840759]"
198,0,49.25%,46.73%,0.7581,"[0.4690024256706238, 0.5309975743293762]"
199,1,49.50%,47.00%,0.6555,"[0.4804692268371582, 0.5195307731628418]"
200,0,49.25%,47.26%,0.6459,"[0.5259581804275513, 0.47404181957244873]"
201,1,49.50%,47.03%,0.7223,"[0.516039252281189, 0.4839608073234558]"
202,1,49.75%,47.29%,0.5418,"[0.4170336425304413, 0.5829663872718811]"
203,1,50.00%,47.55%,0.6742,"[0.4886905252933502, 0.5113095045089722]"
204,1,50.24%,47.80%,0.6124,"[0.45651254057884216, 0.5434874296188354]"
205,0,50.00%,47.57%,0.7443,"[0.47342777252197266, 0.5265722870826721]"
206,1,50.24%,47.83%,0.6394,"[0.47250860929489136, 0.5274913907051086]"
207,0,50.00%,47.60%,0.6924,"[0.4994643032550812, 0.5005357265472412]"
208,0,49.76%,47.85%,0.6258,"[0.530175507068634, 0.4698244631290436]"
209,0,49.52%,48.10%,0.651,"[0.5283733606338501, 0.4716266691684723]"
210,0,49.29%,48.34%,0.6773,"[0.5126176476478577, 0.48738235235214233]"
211,0,49.06%,48.11%,0.7613,"[0.4657641649246216, 0.5342358350753784]"
212,1,49.30%,47.89%,0.7257,"[0.5156673789024353, 0.4843325912952423]"
213,0,49.07%,48.13%,0.5855,"[0.5541112422943115, 0.44588878750801086]"
214,0,48.84%,48.37%,0.6064,"[0.5427419543266296, 0.4572579860687256]"
215,0,48.61%,48.61%,0.5611,"[0.573555052280426, 0.426444947719574]"
216,1,48.85%,48.39%,0.7096,"[0.511469304561615, 0.488530695438385]"
217,0,48.62%,48.62%,0.5472,"[0.5786133408546448, 0.4213866889476776]"
218,0,48.40%,48.86%,0.5018,"[0.6060082316398621, 0.3939918577671051]"
219,1,48.64%,48.64%,0.826,"[0.5633458495140076, 0.43665412068367004]"
220,0,48.42%,48.87%,0.4924,"[0.611354649066925, 0.38864535093307495]"
221,1,48.65%,48.65%,0.8022,"[0.5418948531150818, 0.4581051170825958]"
222,0,48.43%,48.88%,0.4894,"[0.6130676865577698, 0.3869323134422302]"
223,1,48.66%,49.11%,0.5737,"[0.433123379945755, 0.5668765902519226]"
224,0,48.44%,49.33%,0.4963,"[0.608791172504425, 0.39120885729789734]"
225,1,48.67%,49.56%,0.5266,"[0.4137691259384155, 0.5862308144569397]"
226,0,48.46%,49.78%,0.5776,"[0.5580904483795166, 0.441909521818161]"
227,1,48.68%,50.00%,0.5069,"[0.3978162109851837, 0.6021837592124939]"
228,1,48.91%,49.78%,0.7127,"[0.5100293755531311, 0.4899705946445465]"
229,0,48.70%,50.00%,0.5954,"[0.546528160572052, 0.4534718096256256]"
230,1,48.92%,49.78%,0.8148,"[0.5424879789352417, 0.4575119614601135]"
231,0,48.71%,50.00%,0.4547,"[0.6355469226837158, 0.3644530773162842]"
232,0,48.50%,50.21%,0.451,"[0.6366763114929199, 0.36332371830940247]"
233,1,48.72%,50.43%,0.5333,"[0.41451364755630493, 0.5854864120483398]"
234,0,48.51%,50.64%,0.5861,"[0.5499733090400696, 0.45002666115760803]"
235,0,48.31%,50.85%,0.447,"[0.6394823789596558, 0.3605176508426666]"
236,1,48.52%,50.63%,0.882,"[0.5919390320777893, 0.4080609977245331]"
237,1,48.74%,50.84%,0.5077,"[0.3970441520214081, 0.6029558181762695]"
238,0,48.54%,51.05%,0.4328,"[0.648425817489624, 0.35157421231269836]"
239,0,48.33%,51.25%,0.5327,"[0.5769956707954407, 0.4230043590068817]"
240,0,48.13%,51.45%,0.4329,"[0.6484561562538147, 0.3515438735485077]"
241,1,48.35%,51.24%,0.6987,"[0.5078412294387817, 0.4921587407588959]"
242,1,48.56%,51.03%,0.7437,"[0.5153115391731262, 0.48468852043151855]"
243,0,48.36%,51.23%,0.4188,"[0.657212495803833, 0.342787504196167]"
244,1,48.57%,51.43%,0.4497,"[0.3618597388267517, 0.6381402611732483]"
245,0,48.37%,51.63%,0.4039,"[0.6663665175437927, 0.33363351225852966]"
246,0,48.18%,51.82%,0.4397,"[0.644816517829895, 0.355183482170105]"
247,1,48.39%,52.02%,0.6184,"[0.46356824040412903, 0.5364317297935486]"
248,0,48.19%,52.21%,0.4052,"[0.6671542525291443, 0.3328457474708557]"
249,0,48.00%,52.40%,0.4231,"[0.6563091278076172, 0.3436908721923828]"
250,1,48.21%,52.59%,0.4487,"[0.3594267666339874, 0.640573263168335]"
251,1,48.41%,52.78%,0.631,"[0.46757957339286804, 0.5324204564094543]"
252,0,48.22%,52.96%,0.4017,"[0.6708356142044067, 0.32916438579559326]"
253,1,48.43%,53.15%,0.3832,"[0.3218388855457306, 0.6781611442565918]"
254,1,48.63%,53.33%,0.4666,"[0.37212836742401123, 0.627871572971344]"
255,1,48.83%,53.52%,0.3899,"[0.3238494396209717, 0.6761505603790283]"
256,0,48.64%,53.70%,0.4652,"[0.6274029016494751, 0.3725970685482025]"
257,1,48.84%,53.88%,0.3962,"[0.3262678384780884, 0.6737321615219116]"
258,0,48.65%,54.05%,0.4869,"[0.6043993830680847, 0.3956005573272705]"
259,0,48.46%,54.23%,0.4152,"[0.6540550589561462, 0.34594491124153137]"
260,1,48.66%,54.41%,0.3551,"[0.2997269928455353, 0.7002729773521423]"
261,0,48.47%,54.58%,0.3682,"[0.693889319896698, 0.3061106503009796]"
262,1,48.67%,54.75%,0.3532,"[0.2945105731487274, 0.705489456653595]"
263,0,48.48%,54.55%,0.7584,"[0.4969293773174286, 0.5030705332756042]"
264,1,48.68%,54.72%,0.4564,"[0.3687077760696411, 0.6312922239303589]"
265,0,48.50%,54.51%,0.9031,"[0.38302531838417053, 0.6169747114181519]"
266,1,48.69%,54.68%,0.4117,"[0.33630943298339844, 0.6636905670166016]"
267,1,48.88%,54.85%,0.3438,"[0.29025280475616455, 0.7097471952438354]"
268,1,49.07%,55.02%,0.3578,"[0.3023548424243927, 0.6976451277732849]"
269,0,48.89%,55.19%,0.3434,"[0.7096315026283264, 0.2903684973716736]"
270,0,48.71%,55.35%,0.3747,"[0.6943390369415283, 0.3056609332561493]"
271,1,48.90%,55.51%,0.4262,"[0.33064040541648865, 0.6693596839904785]"
272,1,49.08%,55.68%,0.3312,"[0.2814213037490845, 0.7185786962509155]"
273,1,49.27%,55.84%,0.3705,"[0.3134208619594574, 0.686579167842865]"
274,1,49.45%,56.00%,0.4198,"[0.3391534984111786, 0.660846471786499]"
275,1,49.64%,55.80%,0.782,"[0.5401415824890137, 0.4598584771156311]"
276,1,49.82%,55.96%,0.321,"[0.2735741138458252, 0.7264258861541748]"
277,0,49.64%,56.12%,0.3345,"[0.7143998742103577, 0.2856001555919647]"
278,0,49.46%,56.27%,0.3315,"[0.715747594833374, 0.28425246477127075]"
279,1,49.64%,56.43%,0.3545,"[0.3005463480949402, 0.699453592300415]"
280,1,49.82%,56.58%,0.4939,"[0.3718169033527374, 0.628183126449585]"
281,1,50.00%,56.74%,0.3172,"[0.2692294716835022, 0.730770468711853]"
282,1,50.18%,56.89%,0.3103,"[0.2658010721206665, 0.7341989278793335]"
283,1,50.35%,57.04%,0.3051,"[0.2698111832141876, 0.7301888465881348]"
284,1,50.53%,57.19%,0.3001,"[0.25932735204696655, 0.7406726479530334]"
285,1,50.70%,57.34%,0.3154,"[0.26701322197914124, 0.7329868078231812]"
286,0,50.52%,57.49%,1.1286,"[0.5690745711326599, 0.4309253692626953]"
287,0,50.35%,57.64%,0.7717,"[0.6463042497634888, 0.35369569063186646]"
288,0,50.17%,57.44%,1.363,"[0.2551141381263733, 0.7448858618736267]"
289,0,50.00%,57.24%,1.3012,"[0.2707328796386719, 0.7292671203613281]"
290,0,49.83%,57.39%,0.5906,"[0.5698211789131165, 0.43017885088920593]"
291,1,50.00%,57.53%,0.2997,"[0.257764995098114, 0.742235004901886]"
292,0,49.83%,57.68%,0.3112,"[0.7315993309020996, 0.268400639295578]"
293,1,50.00%,57.82%,0.2937,"[0.25519460439682007, 0.7448054552078247]"
294,0,49.83%,57.97%,0.3166,"[0.7272313237190247, 0.2727687358856201]"
295,0,49.66%,58.11%,0.3105,"[0.7372334599494934, 0.262766569852829]"
296,1,49.83%,58.25%,0.2928,"[0.25413787364959717, 0.7458620667457581]"
297,0,49.66%,58.39%,0.3026,"[0.7389666438102722, 0.26103338599205017]"
298,0,49.50%,58.53%,0.3007,"[0.7400057315826416, 0.2599942684173584]"
299,1,49.67%,58.67%,0.2907,"[0.25281596183776855, 0.7471840977668762]"
300,0,49.50%,58.47%,1.3598,"[0.2573619484901428, 0.7426380515098572]"
301,1,49.67%,58.61%,0.4261,"[0.3365245461463928, 0.6634754538536072]"
302,1,49.83%,58.75%,0.3515,"[0.3005761504173279, 0.6994237899780273]"
303,1,50.00%,58.88%,0.3052,"[0.26364144682884216, 0.7363585233688354]"
304,0,49.84%,58.69%,1.1367,"[0.3373883068561554, 0.6626116633415222]"
305,0,49.67%,58.82%,0.2928,"[0.7471469640731812, 0.25285303592681885]"
306,1,49.84%,58.96%,0.3026,"[0.2588874399662018, 0.7411125898361206]"
307,1,50.00%,59.09%,0.298,"[0.26768583059310913, 0.7323141694068909]"
308,0,49.84%,59.22%,0.2843,"[0.7525330781936646, 0.24746692180633545]"
309,1,50.00%,59.35%,0.3518,"[0.2893499433994293, 0.7106500267982483]"
310,0,49.84%,59.49%,0.2827,"[0.7537516951560974, 0.24624834954738617]"
311,1,50.00%,59.62%,0.3119,"[0.26119306683540344, 0.7388069033622742]"
312,0,49.84%,59.74%,0.284,"[0.7532707452774048, 0.2467292994260788]"
313,0,49.68%,59.87%,0.2832,"[0.7532399892807007, 0.24675996601581573]"
314,0,49.52%,60.00%,0.2774,"[0.7574225664138794, 0.2425774186849594]"
315,0,49.37%,59.81%,1.3282,"[0.27337366342544556, 0.7266263365745544]"
316,1,49.53%,59.94%,0.2833,"[0.2465973198413849, 0.7534027099609375]"
317,0,49.37%,60.06%,0.279,"[0.7569382190704346, 0.24306176602840424]"
318,0,49.22%,60.19%,0.2722,"[0.7615047097206116, 0.23849530518054962]"
319,0,49.06%,60.31%,0.2733,"[0.7615740299224854, 0.23842595517635345]"
320,1,49.22%,60.44%,0.2917,"[0.2545311450958252, 0.7454689145088196]"
321,1,49.38%,60.56%,0.2991,"[0.2500790059566498, 0.7499209046363831]"
322,0,49.23%,60.68%,0.2679,"[0.7650367021560669, 0.2349633425474167]"
323,1,49.38%,60.80%,0.2862,"[0.2480086237192154, 0.751991331577301]"
324,1,49.54%,60.62%,0.6803,"[0.5351631045341492, 0.46483683586120605]"
325,0,49.39%,60.74%,0.2673,"[0.7665378451347351, 0.2334621101617813]"
326,1,49.54%,60.86%,0.2908,"[0.2539263665676117, 0.7460735440254211]"
327,0,49.39%,60.98%,0.2807,"[0.7550551295280457, 0.24494484066963196]"
328,0,49.24%,61.09%,0.265,"[0.7671728134155273, 0.23282715678215027]"
329,1,49.39%,61.21%,0.2952,"[0.24772071838378906, 0.7522793412208557]"
330,1,49.55%,61.33%,0.3399,"[0.2633902430534363, 0.7366097569465637]"
331,0,49.40%,61.45%,0.2617,"[0.7695112824440002, 0.23048870265483856]"
332,1,49.55%,61.56%,0.2705,"[0.24651044607162476, 0.7534895539283752]"
