round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
34,1,54.29%,34.29%,0.9102,"[0.5975756645202637, 0.40242430567741394]"
35,1,55.56%,33.33%,0.7653,"[0.5348013043403625, 0.4651986360549927]"
36,0,54.05%,32.43%,0.8801,"[0.4147574007511139, 0.5852425694465637]"
37,0,52.63%,34.21%,0.6765,"[0.5084035992622375, 0.4915963113307953]"
38,1,53.85%,33.33%,1.0219,"[0.6400855779647827, 0.35991448163986206]"
39,1,55.00%,32.50%,0.7845,"[0.5436418056488037, 0.4563581943511963]"
40,1,56.10%,31.71%,0.9762,"[0.623278796672821, 0.37672123312950134]"
41,1,57.14%,30.95%,0.8422,"[0.5692210793495178, 0.4307788908481598]"
42,1,58.14%,30.23%,0.7725,"[0.5381599068641663, 0.46184012293815613]"
43,0,56.82%,29.55%,0.8382,"[0.43247440457344055, 0.5675255656242371]"
44,0,55.56%,28.89%,0.8930,"[0.40941178798675537, 0.5905882120132446]"
45,1,56.52%,30.43%,0.5741,"[0.43679726123809814, 0.5632026791572571]"
46,0,55.32%,29.79%,0.8997,"[0.40669161081314087, 0.5933084487915039]"
47,1,56.25%,31.25%,0.5649,"[0.43159645795822144, 0.5684034824371338]"
48,0,55.10%,30.61%,0.8618,"[0.4224027395248413, 0.5775972604751587]"
49,0,54.00%,30.00%,0.9464,"[0.3881499171257019, 0.6118500232696533]"
50,1,54.90%,31.37%,0.5844,"[0.4425467550754547, 0.5574532747268677]"
51,0,53.85%,30.77%,0.8255,"[0.43801024556159973, 0.5619897246360779]"
52,1,54.72%,32.08%,0.6263,"[0.4654088616371155, 0.5345911383628845]"
53,0,53.70%,31.48%,0.7692,"[0.4633990526199341, 0.5366009473800659]"
54,1,54.55%,32.73%,0.6587,"[0.48247066140174866, 0.5175293684005737]"
55,1,55.36%,33.93%,0.6619,"[0.48411762714385986, 0.5158823132514954]"
56,1,56.14%,35.09%,0.6283,"[0.46652451157569885, 0.5334754586219788]"
57,1,56.90%,36.21%,0.6177,"[0.4608337879180908, 0.5391662120819092]"
58,1,57.63%,37.29%,0.5656,"[0.43197575211524963, 0.568024218082428]"
59,0,56.67%,36.67%,0.8701,"[0.4189305007457733, 0.5810694694519043]"
60,0,55.74%,36.07%,0.8772,"[0.4159395098686218, 0.584060549736023]"
61,0,54.84%,35.48%,0.8788,"[0.41528478264808655, 0.5847151875495911]"
62,0,53.97%,34.92%,0.9100,"[0.40253815054893494, 0.5974618196487427]"
63,0,53.12%,34.38%,0.8566,"[0.4246034324169159, 0.5753965377807617]"
64,1,53.85%,35.38%,0.5991,"[0.4507104158401489, 0.5492895841598511]"
65,1,54.55%,36.36%,0.6599,"[0.48311662673950195, 0.5168833136558533]"
66,1,55.22%,37.31%,0.6483,"[0.4770626425743103, 0.5229373574256897]"
67,0,54.41%,38.24%,0.6641,"[0.5147531628608704, 0.485246866941452]"
68,0,53.62%,37.68%,0.7308,"[0.481533020734787, 0.5184668898582458]"
69,0,52.86%,38.57%,0.6584,"[0.5176715850830078, 0.4823283851146698]"
70,0,52.11%,39.44%,0.6559,"[0.5189902186393738, 0.48100975155830383]"
71,0,51.39%,40.28%,0.5601,"[0.5711595416069031, 0.4288404881954193]"
72,0,50.68%,41.10%,0.4480,"[0.6388995051383972, 0.3611004948616028]"
73,1,51.35%,40.54%,1.0315,"[0.6435133814811707, 0.35648664832115173]"
74,0,50.67%,41.33%,0.4282,"[0.6516978144645691, 0.3483021855354309]"
75,0,50.00%,42.11%,0.3162,"[0.7289159297943115, 0.2710840106010437]"
76,0,49.35%,42.86%,0.2823,"[0.7540529370307922, 0.24594703316688538]"
77,0,48.72%,43.59%,0.2562,"[0.7739701271057129, 0.2260298877954483]"
78,0,48.10%,44.30%,0.2093,"[0.811167299747467, 0.18883265554904938]"
79,1,48.75%,43.75%,1.4852,"[0.7735456824302673, 0.22645431756973267]"
80,1,49.38%,43.21%,1.5653,"[0.7909796237945557, 0.20902036130428314]"
81,0,48.78%,43.90%,0.1726,"[0.8414474129676819, 0.15855257213115692]"
82,1,49.40%,43.37%,1.5613,"[0.7901313304901123, 0.2098686695098877]"
83,0,48.81%,44.05%,0.1821,"[0.8335074186325073, 0.16649259626865387]"
84,1,49.41%,43.53%,1.4763,"[0.7715216279029846, 0.2284783571958542]"
85,0,48.84%,44.19%,0.2182,"[0.8040037155151367, 0.19599629938602448]"
86,0,48.28%,44.83%,0.2213,"[0.8014369606971741, 0.19856299459934235]"
87,1,48.86%,44.32%,1.1177,"[0.6729673743247986, 0.3270327150821686]"
88,1,49.44%,43.82%,1.1133,"[0.6715205907821655, 0.32847943902015686]"
89,0,48.89%,44.44%,0.3477,"[0.7062962055206299, 0.29370376467704773]"
90,0,48.35%,45.05%,0.3141,"[0.7304742932319641, 0.26952576637268066]"
91,1,48.91%,44.57%,1.0076,"[0.6349091529846191, 0.36509084701538086]"
92,1,49.46%,44.09%,0.7229,"[0.5146709680557251, 0.4853290021419525]"
93,0,48.94%,44.68%,0.4303,"[0.6502977609634399, 0.3497023284435272]"
94,0,48.42%,45.26%,0.4054,"[0.6667318344116211, 0.3332681953907013]"
95,0,47.92%,45.83%,0.4641,"[0.6286848783493042, 0.371315062046051]"
96,0,47.42%,46.39%,0.4810,"[0.6181684136390686, 0.381831556558609]"
97,1,47.96%,46.94%,0.5598,"[0.4286779463291168, 0.5713220834732056]"
98,1,48.48%,46.46%,0.7218,"[0.5141473412513733, 0.4858526885509491]"
99,0,48.00%,47.00%,0.6418,"[0.5263577103614807, 0.4736423194408417]"
100,0,47.52%,47.52%,0.5057,"[0.6030728816986084, 0.3969271183013916]"
101,1,48.04%,47.06%,0.8347,"[0.5660098791122437, 0.43399009108543396]"
102,0,47.57%,46.60%,0.8029,"[0.44804462790489197, 0.5519552826881409]"
103,0,47.12%,47.12%,0.5233,"[0.5925736427307129, 0.4074263870716095]"
104,0,46.67%,47.62%,0.6694,"[0.5120188593864441, 0.4879811704158783]"
105,1,47.17%,47.17%,0.7610,"[0.5328076481819153, 0.46719229221343994]"
106,0,46.73%,47.66%,0.6473,"[0.5234428644180298, 0.4765571355819702]"
107,1,47.22%,47.22%,0.9432,"[0.6106016635894775, 0.38939833641052246]"
108,0,46.79%,47.71%,0.6084,"[0.5442221164703369, 0.45577794313430786]"
109,1,47.27%,47.27%,0.8119,"[0.5559752583503723, 0.4440247118473053]"
110,0,46.85%,47.75%,0.3226,"[0.7242501378059387, 0.2757498025894165]"
111,1,47.32%,47.32%,0.7308,"[0.5184532403945923, 0.4815467298030853]"
112,0,46.90%,47.79%,0.3024,"[0.7390556335449219, 0.2609443664550781]"
113,0,46.49%,48.25%,0.4026,"[0.6685903668403625, 0.3314096927642822]"
114,1,46.96%,48.70%,0.4631,"[0.37068021297454834, 0.6293198466300964]"
115,1,47.41%,48.28%,1.0035,"[0.6334065198898315, 0.3665934205055237]"
116,0,47.01%,48.72%,0.3070,"[0.7356546521186829, 0.26434531807899475]"
117,1,47.46%,49.15%,0.5454,"[0.4204183518886566, 0.5795816779136658]"
118,1,47.90%,49.58%,0.6365,"[0.47087645530700684, 0.5291235446929932]"
119,0,47.50%,50.00%,0.6648,"[0.5143739581108093, 0.4856260120868683]"
120,1,47.93%,50.41%,0.4546,"[0.36532729864120483, 0.6346727609634399]"
121,0,47.54%,50.82%,0.4286,"[0.6514168977737427, 0.3485831618309021]"
122,1,47.97%,51.22%,0.6762,"[0.4914780557155609, 0.5085219740867615]"
123,1,48.39%,51.61%,0.3892,"[0.3224075138568878, 0.6775924563407898]"
124,1,48.80%,52.00%,0.5918,"[0.4466448128223419, 0.5533550977706909]"
125,1,49.21%,52.38%,0.3014,"[0.2602241337299347, 0.7397758364677429]"
126,1,49.61%,52.76%,0.4962,"[0.39113420248031616, 0.6088657975196838]"
127,0,49.22%,53.12%,0.6294,"[0.532891035079956, 0.46710890531539917]"
128,1,49.61%,53.49%,0.2301,"[0.20557720959186554, 0.7944228053092957]"
129,1,50.00%,53.85%,0.3576,"[0.3006555736064911, 0.6993444561958313]"
130,1,50.38%,54.20%,0.2734,"[0.23924793303012848, 0.7607520818710327]"
131,0,50.00%,53.79%,0.9108,"[0.40221649408340454, 0.5977835655212402]"
132,1,50.38%,54.14%,0.1861,"[0.16982997953891754, 0.8301699757575989]"
133,1,50.75%,54.48%,0.2754,"[0.24076837301254272, 0.759231686592102]"
134,0,50.37%,54.07%,1.0816,"[0.33906954526901245, 0.6609305143356323]"
135,1,50.74%,54.41%,0.3286,"[0.2800465226173401, 0.7199534177780151]"
136,1,51.09%,54.74%,0.1989,"[0.18037208914756775, 0.8196278810501099]"
137,0,50.72%,54.35%,1.3702,"[0.2540655732154846, 0.7459343671798706]"
138,1,51.08%,54.68%,0.1340,"[0.12537871301174164, 0.8746212720870972]"
139,1,51.43%,55.00%,0.1783,"[0.16334007680416107, 0.8366599082946777]"
140,0,51.06%,54.61%,1.0787,"[0.3400390148162842, 0.6599609851837158]"
141,0,50.70%,54.23%,1.5488,"[0.21250051259994507, 0.7874994277954102]"
142,1,51.05%,54.55%,0.3142,"[0.2696010172367096, 0.7303990125656128]"
143,0,50.69%,54.86%,0.5480,"[0.5781297087669373, 0.42187023162841797]"
144,0,50.34%,55.17%,0.5624,"[0.5698454976081848, 0.43015456199645996]"
145,0,50.00%,55.48%,0.5699,"[0.5655730366706848, 0.434426873922348]"
146,1,50.34%,55.78%,0.2088,"[0.18844260275363922, 0.811557412147522]"
147,0,50.00%,56.08%,0.3383,"[0.7129484415054321, 0.2870515286922455]"
148,0,49.66%,56.38%,0.1640,"[0.8487772345542908, 0.15122275054454803]"
149,0,49.33%,56.67%,0.2009,"[0.8179965615272522, 0.1820034384727478]"
150,0,49.01%,56.95%,0.2076,"[0.8125635385513306, 0.18743646144866943]"
151,1,49.34%,56.58%,1.1237,"[0.674921452999115, 0.3250785171985626]"
152,1,49.67%,56.86%,0.3461,"[0.2925282418727875, 0.7074718475341797]"
153,1,50.00%,56.49%,1.4523,"[0.7659590244293213, 0.23404096066951752]"
154,1,50.32%,56.13%,0.8456,"[0.5707175135612488, 0.4292825162410736]"
155,0,50.00%,56.41%,0.0711,"[0.9313828945159912, 0.06861715763807297]"
156,1,50.32%,56.05%,1.4430,"[0.7637864947319031, 0.2362135350704193]"
157,0,50.00%,56.33%,0.1184,"[0.888366162776947, 0.11163379997015]"
158,0,49.69%,56.60%,0.3001,"[0.7407574653625488, 0.2592425048351288]"
159,0,49.38%,56.88%,0.3949,"[0.6737462878227234, 0.326253741979599]"
160,1,49.69%,57.14%,0.2654,"[0.2331225425004959, 0.7668774724006653]"
161,0,49.38%,57.41%,0.3276,"[0.7206181883811951, 0.2793818712234497]"
162,0,49.08%,57.67%,0.2291,"[0.7952852249145508, 0.20471476018428802]"
163,0,48.78%,57.32%,0.7416,"[0.47636568546295166, 0.5236343145370483]"
164,0,48.48%,57.58%,0.4158,"[0.659828245639801, 0.3401717245578766]"
165,0,48.19%,57.83%,0.2201,"[0.8024625182151794, 0.1975374072790146]"
166,1,48.50%,57.49%,0.9595,"[0.6169047355651855, 0.38309529423713684]"
167,1,48.81%,57.14%,0.8609,"[0.5772076845169067, 0.42279231548309326]"
168,1,49.11%,57.40%,0.5612,"[0.42949166893959045, 0.5705083608627319]"
169,1,49.41%,57.06%,1.2830,"[0.7228013277053833, 0.2771986424922943]"
170,0,49.12%,57.31%,0.3392,"[0.7123289108276367, 0.2876710891723633]"
171,0,48.84%,57.56%,0.2062,"[0.8136361837387085, 0.18636377155780792]"
172,0,48.55%,57.80%,0.1825,"[0.8331597447395325, 0.16684028506278992]"
173,1,48.85%,58.05%,0.1496,"[0.13894958794116974, 0.8610504269599915]"
174,0,48.57%,58.29%,0.1318,"[0.8765318393707275, 0.12346815317869186]"
175,0,48.30%,58.52%,0.2866,"[0.7507952451705933, 0.2492048293352127]"
176,1,48.59%,58.76%,0.3875,"[0.3212246894836426, 0.6787753105163574]"
177,1,48.88%,58.99%,0.1304,"[0.12229196727275848, 0.8777080774307251]"
178,1,49.16%,59.22%,0.1057,"[0.10030719637870789, 0.8996928334236145]"
179,0,48.89%,58.89%,0.7980,"[0.45023658871650696, 0.5497634410858154]"
180,1,49.17%,59.12%,0.5262,"[0.40916919708251953, 0.5908307433128357]"
181,1,49.45%,58.79%,0.7243,"[0.5153412222862244, 0.48465874791145325]"
182,1,49.73%,59.02%,0.0874,"[0.0836767628788948, 0.916323184967041]"
183,1,50.00%,59.24%,0.3455,"[0.29211339354515076, 0.7078866362571716]"
184,0,49.73%,58.92%,1.1003,"[0.3327675461769104, 0.6672324538230896]"
185,0,49.46%,59.14%,0.5981,"[0.5498632192611694, 0.4501367509365082]"
186,1,49.73%,59.36%,0.2279,"[0.2037966251373291, 0.7962034344673157]"
187,1,50.00%,59.57%,0.5796,"[0.4398542642593384, 0.5601457953453064]"
188,0,49.74%,59.26%,1.1525,"[0.31585344672203064, 0.684146523475647]"
189,1,50.00%,59.47%,0.0818,"[0.07857844978570938, 0.9214215278625488]"
190,1,50.26%,59.69%,0.1613,"[0.14897200465202332, 0.8510280251502991]"
191,1,50.52%,59.90%,0.2222,"[0.19927184283733368, 0.8007282018661499]"
192,1,50.78%,60.10%,0.3070,"[0.2643461227416992, 0.7356538772583008]"
193,0,50.52%,60.31%,0.4783,"[0.6198664307594299, 0.38013362884521484]"
194,0,50.26%,60.00%,1.3755,"[0.25271904468536377, 0.747281014919281]"
195,0,50.00%,60.20%,0.3785,"[0.6848862171173096, 0.3151138126850128]"
196,0,49.75%,60.41%,0.2854,"[0.751698911190033, 0.24830108880996704]"
197,0,49.49%,60.61%,0.1590,"[0.8529751300811768, 0.14702479541301727]"
198,0,49.25%,60.30%,0.9614,"[0.3823394477367401, 0.6176605224609375]"
199,1,49.50%,60.00%,1.0796,"[0.6602809429168701, 0.33971908688545227]"
200,0,49.25%,60.20%,0.0745,"[0.9281700849533081, 0.0718299001455307]"
201,1,49.50%,59.90%,1.5357,"[0.7847002148628235, 0.21529977023601532]"
202,1,49.75%,60.10%,0.1716,"[0.1576824188232422, 0.8423175811767578]"
203,1,50.00%,59.80%,0.8924,"[0.5903270840644836, 0.40967291593551636]"
204,1,50.24%,60.00%,0.6815,"[0.49415192008018494, 0.5058480501174927]"
205,0,50.00%,60.19%,0.5004,"[0.6062759757041931, 0.3937239646911621]"
206,1,50.24%,59.90%,0.9794,"[0.6244819164276123, 0.3755181133747101]"
207,0,50.00%,60.10%,0.4305,"[0.6501650810241699, 0.3498349189758301]"
208,0,49.76%,60.29%,0.2239,"[0.7994009256362915, 0.20059901475906372]"
209,0,49.52%,60.48%,0.1537,"[0.8575155138969421, 0.14248447120189667]"
210,0,49.29%,60.66%,0.5320,"[0.5874307751655579, 0.41256919503211975]"
211,0,49.06%,60.38%,1.0753,"[0.3412056863307953, 0.6587942838668823]"
212,1,49.30%,60.09%,1.0482,"[0.649444580078125, 0.350555419921875]"
213,0,49.07%,60.28%,0.2486,"[0.7798747420310974, 0.22012528777122498]"
214,0,48.84%,60.47%,0.4148,"[0.66046142578125, 0.33953857421875]"
215,0,48.61%,60.65%,0.1507,"[0.8601281642913818, 0.13987183570861816]"
216,1,48.85%,60.83%,0.6761,"[0.4914177358150482, 0.5085822939872742]"
217,0,48.62%,61.01%,0.0936,"[0.9106619358062744, 0.08933804929256439]"
218,0,48.40%,61.19%,0.0533,"[0.9481071829795837, 0.05189283564686775]"
219,1,48.64%,60.91%,1.0393,"[0.6462995409965515, 0.3537004590034485]"
220,0,48.42%,61.09%,0.1296,"[0.8784103393554688, 0.12158970534801483]"
221,1,48.65%,61.26%,0.4822,"[0.3825470805168152, 0.6174529194831848]"
222,0,48.43%,61.43%,0.1622,"[0.8502333760261536, 0.1497666984796524]"
223,1,48.66%,61.61%,0.0678,"[0.06559586524963379, 0.934404194355011]"
224,0,48.44%,61.78%,0.1881,"[0.828509509563446, 0.17149050533771515]"
225,1,48.67%,61.95%,0.0502,"[0.048955973237752914, 0.9510440826416016]"
226,0,48.46%,61.67%,0.9332,"[0.393280565738678, 0.6067194938659668]"
227,1,48.68%,61.84%,0.0445,"[0.04347693920135498, 0.956523060798645]"
228,1,48.91%,62.01%,0.2470,"[0.21888083219528198, 0.781119167804718]"
229,0,48.70%,61.74%,0.7716,"[0.4622792601585388, 0.5377207398414612]"
230,1,48.92%,61.47%,0.7924,"[0.547256350517273, 0.45274364948272705]"
231,0,48.71%,61.64%,0.0785,"[0.9245070219039917, 0.07549291849136353]"
232,0,48.50%,61.80%,0.1440,"[0.8658886551856995, 0.13411135971546173]"
233,1,48.72%,61.97%,0.0705,"[0.06806971877813339, 0.9319302439689636]"
234,0,48.51%,62.13%,0.5685,"[0.5663787126541138, 0.4336213171482086]"
235,0,48.31%,62.29%,0.0867,"[0.9169113039970398, 0.083088718354702]"
236,1,48.52%,62.03%,0.8609,"[0.5772303342819214, 0.422769695520401]"
237,1,48.74%,62.18%,0.0976,"[0.09298845380544662, 0.9070115685462952]"
238,0,48.54%,62.34%,0.0948,"[0.9095253944396973, 0.09047460556030273]"
239,0,48.33%,62.50%,0.3505,"[0.7043413519859314, 0.295658677816391]"
240,0,48.13%,62.66%,0.0748,"[0.9279130697250366, 0.07208690792322159]"
241,1,48.35%,62.81%,0.2322,"[0.20719873905181885, 0.7928012609481812]"
242,1,48.56%,62.55%,1.1987,"[0.6984232068061829, 0.3015768229961395]"
243,0,48.36%,62.70%,0.0362,"[0.9644374251365662, 0.03556262329220772]"
244,1,48.57%,62.86%,0.0944,"[0.09011701494455338, 0.9098829627037048]"
245,0,48.37%,63.01%,0.0599,"[0.9418748021125793, 0.05812518671154976]"
246,0,48.18%,63.16%,0.0733,"[0.9293337464332581, 0.07066620886325836]"
247,1,48.39%,63.31%,0.4874,"[0.3857995271682739, 0.6142005324363708]"
248,0,48.19%,63.45%,0.0633,"[0.9386733174324036, 0.06132667511701584]"
249,0,48.00%,63.60%,0.1159,"[0.8905766010284424, 0.1094234436750412]"
250,1,48.21%,63.75%,0.1473,"[0.1369910091161728, 0.863008975982666]"
251,1,48.41%,63.89%,0.2490,"[0.22043660283088684, 0.7795633673667908]"
252,0,48.22%,64.03%,0.0927,"[0.9114276766777039, 0.08857235312461853]"
253,1,48.43%,64.17%,0.0306,"[0.030162043869495392, 0.96983802318573]"
254,1,48.63%,64.31%,0.2058,"[0.18602903187274933, 0.8139709234237671]"
255,1,48.83%,64.45%,0.0387,"[0.03794383630156517, 0.9620561003684998]"
256,0,48.64%,64.59%,0.1790,"[0.8360989689826965, 0.16390103101730347]"
257,1,48.84%,64.73%,0.0798,"[0.07665316760540009, 0.9233468770980835]"
258,0,48.65%,64.86%,0.1509,"[0.859963595867157, 0.14003634452819824]"
259,0,48.46%,65.00%,0.4304,"[0.6502532958984375, 0.3497467339038849]"
260,1,48.66%,65.13%,0.0324,"[0.03185665234923363, 0.9681434035301208]"
261,0,48.47%,65.27%,0.1174,"[0.8892615437507629, 0.11073843389749527]"
262,1,48.67%,65.40%,0.0227,"[0.022422362118959427, 0.9775775671005249]"
263,0,48.48%,65.15%,0.8867,"[0.4119991362094879, 0.5880008339881897]"
264,1,48.68%,65.28%,0.1347,"[0.1260627806186676, 0.8739372491836548]"
265,0,48.50%,65.04%,1.7655,"[0.17110848426818848, 0.8288915753364563]"
266,1,48.69%,65.17%,0.2481,"[0.21975485980510712, 0.7802451848983765]"
267,1,48.88%,65.30%,0.0384,"[0.03767472505569458, 0.9623253345489502]"
268,1,49.07%,65.43%,0.2192,"[0.1968405544757843, 0.8031594157218933]"
269,0,48.89%,65.56%,0.0506,"[0.9506552815437317, 0.0493447370827198]"
270,0,48.71%,65.68%,0.0303,"[0.970131516456604, 0.029868463054299355]"
271,1,48.90%,65.81%,0.2008,"[0.1819027215242386, 0.8180973529815674]"
272,1,49.08%,65.93%,0.0212,"[0.02094089426100254, 0.9790591597557068]"
273,1,49.27%,66.06%,0.3573,"[0.30040839314460754, 0.6995915770530701]"
274,1,49.45%,65.82%,0.8363,"[0.5666744112968445, 0.43332555890083313]"
275,1,49.64%,65.58%,1.0863,"[0.6625465154647827, 0.3374534845352173]"
276,1,49.82%,65.70%,0.0252,"[0.02488631196320057, 0.9751137495040894]"
277,0,49.64%,65.83%,0.0503,"[0.9509782791137695, 0.04902176186442375]"
278,0,49.46%,65.95%,0.0894,"[0.9145207405090332, 0.0854792520403862]"
279,1,49.64%,66.07%,0.5518,"[0.4241028130054474, 0.5758971571922302]"
280,1,49.82%,66.19%,0.2573,"[0.22689668834209442, 0.7731033563613892]"
281,1,50.00%,66.31%,0.0995,"[0.09468681365251541, 0.9053131341934204]"
282,1,50.18%,66.43%,0.0339,"[0.033318713307380676, 0.9666813015937805]"
283,1,50.35%,66.55%,0.0791,"[0.07606344670057297, 0.9239364862442017]"
284,1,50.53%,66.67%,0.0092,"[0.009121309965848923, 0.9908787608146667]"
285,1,50.70%,66.78%,0.0906,"[0.08663233369588852, 0.9133676886558533]"
286,0,50.52%,66.55%,0.7827,"[0.45719271898269653, 0.5428072810173035]"
287,0,50.35%,66.32%,0.7449,"[0.4747888147830963, 0.5252112150192261]"
288,0,50.17%,66.09%,3.1524,"[0.042750757187604904, 0.9572492837905884]"
289,0,50.00%,65.86%,1.9080,"[0.14837734401226044, 0.8516227006912231]"
290,0,49.83%,65.98%,0.3742,"[0.6878222823143005, 0.31217774748802185]"
291,1,50.00%,66.10%,0.0783,"[0.07533472031354904, 0.9246652722358704]"
292,0,49.83%,66.21%,0.0937,"[0.9105798006057739, 0.08942022174596786]"
293,1,50.00%,66.33%,0.0122,"[0.012117339298129082, 0.9878827333450317]"
294,0,49.83%,66.44%,0.1120,"[0.8940549492835999, 0.10594508796930313]"
295,0,49.66%,66.55%,0.0130,"[0.9871090650558472, 0.012890870682895184]"
296,1,49.83%,66.67%,0.0243,"[0.02403247356414795, 0.975967526435852]"
297,0,49.66%,66.78%,0.0249,"[0.9754035472869873, 0.024596495553851128]"
298,0,49.50%,66.89%,0.0189,"[0.9812590479850769, 0.01874092034995556]"
299,1,49.67%,67.00%,0.0319,"[0.03139954432845116, 0.9686004519462585]"
300,0,49.50%,66.78%,0.6947,"[0.49921005964279175, 0.5007898807525635]"
301,1,49.67%,66.56%,1.2410,"[0.7109174728393555, 0.28908252716064453]"
302,1,49.83%,66.34%,1.6352,"[0.8050938844680786, 0.194906085729599]"
303,1,50.00%,66.12%,0.8297,"[0.563814103603363, 0.43618589639663696]"
304,0,49.84%,66.23%,0.2155,"[0.8061636686325073, 0.1938362717628479]"
305,0,49.67%,66.34%,0.0106,"[0.9895017743110657, 0.01049827691167593]"
306,1,49.84%,66.45%,0.2924,"[0.2534945011138916, 0.7465054392814636]"
307,1,50.00%,66.56%,0.4326,"[0.35116472840309143, 0.6488352417945862]"
308,0,49.84%,66.67%,0.0453,"[0.9557104706764221, 0.04428960382938385]"
309,1,50.00%,66.77%,0.4258,"[0.3467346727848053, 0.6532652974128723]"
310,0,49.84%,66.88%,0.0421,"[0.9587751030921936, 0.04122486338019371]"
311,1,50.00%,66.99%,0.1352,"[0.12645316123962402, 0.873546838760376]"
312,0,49.84%,67.09%,0.1327,"[0.8757350444793701, 0.12426500767469406]"
313,0,49.68%,67.20%,0.0751,"[0.9276407361030579, 0.07235927879810333]"
314,0,49.52%,67.30%,0.1256,"[0.8819356560707092, 0.11806432157754898]"
315,0,49.37%,67.09%,2.0699,"[0.1261928826570511, 0.8738071322441101]"
316,1,49.53%,67.19%,0.0122,"[0.012102540582418442, 0.9878974556922913]"
317,0,49.37%,67.30%,0.1271,"[0.8806090950965881, 0.11939092725515366]"
318,0,49.22%,67.40%,0.0672,"[0.9349713921546936, 0.0650286003947258]"
319,0,49.06%,67.50%,0.0994,"[0.9053657054901123, 0.09463425725698471]"
320,1,49.22%,67.60%,0.1054,"[0.09999647736549377, 0.9000035524368286]"
321,1,49.38%,67.70%,0.0879,"[0.08415986597537994, 0.9158400893211365]"
322,0,49.23%,67.80%,0.0756,"[0.9271485209465027, 0.07285153120756149]"
323,1,49.38%,67.90%,0.1492,"[0.13860240578651428, 0.8613976240158081]"
324,1,49.54%,68.00%,0.3481,"[0.2939414978027344, 0.7060585618019104]"
325,0,49.39%,68.10%,0.0383,"[0.9624285697937012, 0.03757147863507271]"
326,1,49.54%,68.20%,0.0709,"[0.0684022381901741, 0.9315977096557617]"
327,0,49.39%,68.29%,0.0321,"[0.9683675765991211, 0.0316324383020401]"
328,0,49.24%,68.39%,0.0519,"[0.9494653344154358, 0.05053463205695152]"
329,1,49.39%,68.48%,0.1179,"[0.11121772974729538, 0.888782262802124]"
330,1,49.55%,68.58%,0.3201,"[0.27391359210014343, 0.726086437702179]"
331,0,49.40%,68.67%,0.0323,"[0.9682457447052002, 0.031754303723573685]"
