round,ground_truth,correct_percentage,loss,prediction,agent0hw,agent1hw
73,21,1.35%,2.9916,2,0.001000423,0.998999596
74,4,1.33%,3.7272,25,0.00100252,0.998997509
75,7,1.32%,2.297,14,0.001000417,0.998999596
76,8,1.30%,3.1958,7,0.001011585,0.99898845
77,15,1.28%,3.2779,17,0.001000051,0.998999953
78,21,1.27%,2.7667,2,0.001000009,0.999000013
79,7,2.50%,2.2445,7,0.001001337,0.998998702
80,24,2.47%,3.3463,17,0.001000011,0.999000013
81,1,2.44%,3.5573,17,0.001002175,0.998997867
82,6,2.41%,2.7437,17,0.001000334,0.998999655
83,4,2.38%,2.5542,25,0.001001435,0.998998582
84,12,2.35%,4.0036,7,0.00100183,0.998998165
85,5,3.49%,2.2418,5,0.001003322,0.998996675
86,1,3.45%,3.6214,17,0.001008667,0.99899137
87,21,3.41%,2.6109,2,0.001013843,0.998986185
88,7,4.49%,2.3532,7,0.001003086,0.998996913
89,0,4.44%,4.6373,7,0.001000018,0.999000013
90,8,4.40%,2.8132,7,0.001020792,0.998979211
91,2,5.43%,2.5657,2,0.001000509,0.998999476
92,1,5.38%,2.9868,17,0.001013287,0.998986721
93,24,5.32%,3.208,1,0.001000017,0.999000013
94,26,5.26%,3.7522,7,0.001000376,0.998999655
95,17,5.21%,3.1198,4,0.001000855,0.998999178
96,11,5.15%,4.4842,14,0.001004791,0.998995245
97,26,5.10%,3.9268,7,0.001000132,0.998999894
98,1,5.05%,2.5533,4,0.001002545,0.99899745
99,9,5.00%,2.8766,1,0.001006467,0.998993576
100,5,4.95%,2.1853,4,0.001005524,0.99899447
101,15,4.90%,3.4066,21,0.001006091,0.998993933
102,27,4.85%,3.4774,4,0.001005266,0.998994768
103,18,4.81%,4.0788,0,0.001000753,0.998999238
104,7,5.71%,2.2711,7,0.001004788,0.998995245
105,15,5.66%,3.2912,21,0.00100033,0.998999655
106,4,6.54%,2.551,4,0.001005273,0.998994768
107,5,6.48%,2.8575,7,0.001000792,0.998999238
108,3,6.42%,2.9164,4,0.001001397,0.998998642
109,25,6.36%,3.0613,21,0.001000101,0.998999894
110,16,6.31%,2.7692,5,0.001002016,0.998997986
111,26,6.25%,3.3459,7,0.001000007,0.999000013
112,3,6.19%,4.0258,4,0.001006123,0.998993874
113,24,6.14%,2.9782,1,0.001000023,0.999000013
114,12,6.09%,3.4943,7,0.001000376,0.998999655
115,27,6.03%,3.6218,5,0.001076931,0.998923063
116,14,5.98%,3.139,2,0.001014131,0.998985887
117,9,5.93%,2.5282,5,0.001005421,0.998994589
118,14,5.88%,3.0316,7,0.001005081,0.998994946
119,21,6.67%,2.2335,21,0.001001165,0.998998821
120,10,6.61%,4.6419,5,0.001000352,0.998999655
121,8,6.56%,2.6908,7,0.001000453,0.998999536
122,13,6.50%,3.1131,0,0.001001611,0.998998404
123,2,6.45%,2.953,21,0.001029641,0.998970389
124,6,6.40%,3.1961,4,0.001047465,0.998952568
125,24,6.35%,2.7847,0,0.001000068,0.998999953
126,5,7.09%,2.9965,5,0.00100892,0.998991072
127,7,7.03%,2.8398,9,0.001158761,0.998841226
128,25,6.98%,3.0585,5,0.001001083,0.99899894
129,13,6.92%,2.9498,8,0.001000007,0.999000013
130,24,6.87%,2.8063,0,0.001000097,0.998999894
131,17,6.82%,3.504,4,0.001003728,0.998996258
132,23,6.77%,4.73,27,0.001007031,0.99899298
133,16,6.72%,3.0079,4,0.001000011,0.999000013
134,14,6.67%,2.6982,7,0.001003499,0.998996496
135,16,6.62%,2.4118,5,0.001000281,0.998999715
136,3,6.57%,3.4521,4,0.001000441,0.998999596
137,8,6.52%,2.8142,7,0.001003128,0.998996913
138,14,6.47%,2.598,2,0.001009537,0.998990476
139,21,7.14%,2.1749,21,0.001000053,0.998999953
140,27,7.09%,2.916,9,0.001028548,0.998971462
141,4,7.04%,2.1717,5,0.001005182,0.998994827
142,14,7.69%,2.4873,14,0.001005408,0.998994589
143,6,7.64%,2.4941,4,0.001037092,0.998962939
144,14,8.28%,2.3308,14,0.001005152,0.998994887
145,13,8.90%,2.4347,13,0.001000165,0.998999834
146,4,9.52%,2.2696,4,0.001000704,0.998999298
147,22,9.46%,4.3718,14,0.001003306,0.998996735
148,3,10.07%,2.7243,3,0.001000155,0.998999834
149,4,10.67%,2.0825,4,0.001000823,0.998999178
150,20,10.60%,3.6879,8,0.001004196,0.998995841
151,0,10.53%,4.7718,14,0.001000047,0.998999953
152,14,11.11%,1.9952,14,0.001003932,0.998996079
153,17,11.04%,3.628,4,0.001001137,0.99899888
154,13,10.97%,2.4999,7,0.001000011,0.999000013
155,1,10.90%,3.7926,25,0.001006153,0.998993874
156,16,10.83%,2.3998,14,0.001000121,0.998999894
157,14,11.39%,1.8477,14,0.0010006,0.998999417
158,21,11.32%,3.2304,2,0.001000017,0.999000013
159,2,11.25%,2.6009,14,0.0010003,0.998999715
160,19,11.18%,4.5534,4,0.001000031,0.998999953
161,1,11.11%,3.9576,6,0.001006706,0.998993337
162,6,11.66%,2.3174,6,0.001002947,0.998997092
163,17,11.59%,3.0777,4,0.001007874,0.998992145
164,9,11.52%,2.6657,14,0.00100264,0.99899739
165,1,11.45%,4.136,14,0.001001542,0.998998463
166,5,11.38%,2.6433,4,0.001015169,0.998984873
167,20,11.31%,2.7531,14,0.001004925,0.998995066
168,2,11.24%,2.2863,14,0.001001027,0.998999
169,12,11.18%,3.8814,14,0.001020769,0.99897927
170,11,11.11%,4.5715,14,0.001000997,0.998999
171,2,11.05%,2.1568,14,0.001000307,0.998999715
172,24,10.98%,2.8778,14,0.001000002,0.999000013
173,15,10.92%,3.1953,14,0.001000601,0.998999417
174,0,10.86%,5.0766,7,0.001000063,0.998999953
175,23,10.80%,4.1205,27,0.001001813,0.998998225
176,21,10.73%,2.3817,2,0.001002097,0.998997927
177,8,10.67%,3.1416,7,0.001000021,0.999000013
178,7,10.61%,1.8253,14,0.001000178,0.998999834
179,3,10.56%,3.6346,14,0.001001702,0.998998284
180,15,10.50%,3.3597,14,0.001000013,0.999000013
181,7,10.99%,1.7904,7,0.00100458,0.998995423
182,26,10.93%,4.106,7,0.001001362,0.998998642
183,27,10.87%,3.0701,14,0.001006879,0.998993158
184,2,11.35%,1.8465,2,0.001001158,0.99899888
185,24,11.29%,2.6037,0,0.001000004,0.999000013
186,8,11.23%,2.6848,7,0.001009032,0.998990953
187,12,11.17%,3.619,14,0.001001053,0.99899894
188,1,11.11%,4.0823,14,0.001022009,0.998978019
189,12,11.05%,3.5989,14,0.001001039,0.998999
190,24,10.99%,2.4814,0,0.001000009,0.999000013
191,11,10.94%,4.5022,14,0.001000149,0.998999894
192,9,10.88%,2.5693,14,0.001009759,0.998990238
193,6,10.82%,3.3726,9,0.001000805,0.998999178
194,7,10.77%,2.3912,14,0.001000247,0.998999774
195,2,11.22%,1.6829,2,0.001000134,0.998999894
196,3,11.17%,2.7609,14,0.001000031,0.998999953
197,1,11.11%,4.4314,2,0.001006017,0.998993993
198,6,11.06%,2.8506,9,0.001003225,0.998996794
199,24,11.50%,2.0994,24,0.001000004,0.999000013
200,0,11.44%,3.8281,2,0.00100013,0.998999894
201,1,11.39%,3.7543,2,0.001001883,0.998998106
202,14,11.82%,2.1514,14,0.001005444,0.998994589
203,20,11.76%,2.2774,8,0.00100006,0.998999953
204,26,11.71%,4.1904,7,0.001000043,0.998999953
205,14,11.65%,2.1324,2,0.001001714,0.998998284
206,25,11.59%,3.7296,10,0.001000411,0.998999596
207,17,11.54%,3.2453,14,0.001000183,0.998999834
208,13,11.48%,2.4137,8,0.001000266,0.998999774
209,25,11.43%,4.9959,14,0.001000193,0.998999834
210,15,11.37%,2.9003,14,0.001001939,0.998998046
211,6,11.79%,3.0106,6,0.001022175,0.99897784
212,7,12.21%,2.0469,7,0.001000774,0.998999238
213,10,12.15%,4.2832,24,0.001000002,0.999000013
214,0,12.09%,3.9434,2,0.001004616,0.998995423
215,17,12.04%,2.7235,6,0.001000043,0.998999953
216,21,11.98%,2.6685,2,0.001001356,0.998998642
217,18,11.93%,3.6485,7,0.001004575,0.998995423
218,24,11.87%,2.054,0,0.001000028,0.999000013
219,8,11.82%,2.6914,7,0.001009768,0.998990238
220,19,11.76%,3.5896,6,0.001000999,0.998999
221,7,12.16%,1.7839,7,0.001000012,0.999000013
222,3,12.56%,2.1497,3,0.001000048,0.998999953
223,7,12.50%,2.3405,14,0.001000258,0.998999774
224,16,12.44%,2.7966,2,0.001001484,0.998998523
225,5,12.39%,2.4204,20,0.00100118,0.998998821
226,14,12.78%,2.0139,14,0.001006251,0.998993754
227,27,12.72%,3.2964,14,0.001008964,0.998991072
228,17,12.66%,2.7015,6,0.001005289,0.998994708
229,17,13.04%,2.4661,17,0.001000131,0.998999894
230,4,13.42%,2.2408,4,0.001002718,0.998997271
231,4,13.79%,2.1245,4,0.00100063,0.998999357
232,10,13.73%,4.5322,14,0.001000002,0.999000013
233,16,14.10%,2.5583,16,0.001000164,0.998999834
234,21,14.47%,1.9875,21,0.001000004,0.999000013
235,24,14.83%,1.9076,24,0.001000138,0.998999894
236,6,15.19%,1.6896,6,0.001005002,0.998995006
237,15,15.13%,2.4776,4,0.001000006,0.999000013
238,8,15.06%,2.264,7,0.001001703,0.998998284
239,16,15.42%,2.329,16,0.001000893,0.998999119
240,25,15.77%,2.3499,25,0.001000012,0.999000013
241,19,15.70%,3.1835,6,0.001000001,0.999000013
242,16,16.05%,1.9998,16,0.001000005,0.999000013
243,3,15.98%,3.6827,6,0.001002004,0.998997986
244,3,15.92%,2.2812,6,0.001000355,0.998999655
245,9,15.85%,2.359,6,0.001000057,0.998999953
246,2,16.19%,1.9412,2,0.001000397,0.998999596
247,15,16.13%,2.2969,16,0.001000026,0.999000013
248,19,16.06%,3.9493,6,0.001000026,0.999000013
249,11,16.00%,4.1901,6,0.00100061,0.998999417
250,14,16.33%,2.0676,14,0.001005554,0.99899447
251,11,16.27%,4.2162,14,0.001006549,0.998993456
252,12,16.21%,3.2334,17,0.001000842,0.998999178
253,26,16.14%,3.2533,5,0.001001793,0.998998225
254,16,16.47%,2.0558,16,0.001000616,0.998999417
255,16,16.80%,2.0065,16,0.00100003,0.998999953
256,0,16.73%,3.7302,17,0.001003589,0.998996437
257,11,16.67%,3.907,3,0.001000088,0.998999953
258,0,16.60%,4.299,17,0.001000191,0.998999834
259,4,16.92%,1.9706,4,0.001000044,0.998999953
260,17,16.86%,2.3924,6,0.00100003,0.998999953
261,0,16.79%,3.2593,17,0.001002556,0.99899745
262,6,17.11%,1.508,6,0.001006035,0.998993993
263,7,17.42%,1.899,7,0.00100013,0.998999894
264,9,17.36%,2.2114,6,0.001001945,0.998998046
265,2,17.67%,1.4829,2,0.001000648,0.998999357
266,2,17.98%,1.4898,2,0.001002816,0.998997211
267,14,18.28%,2.2044,14,0.001002757,0.998997271
268,15,18.22%,1.9827,16,0.001000507,0.998999476
269,0,18.15%,1.9691,11,0.001000727,0.998999298
270,17,18.08%,2.1319,6,0.001002694,0.998997331
271,14,18.38%,2.0869,14,0.001008599,0.99899143
272,10,18.32%,3.3049,20,0.001000551,0.998999476
273,16,18.61%,1.7374,16,0.001000057,0.998999953
274,10,18.55%,3.9129,16,0.001000016,0.999000013
275,27,18.48%,3.4536,17,0.001019284,0.998980701
276,23,18.41%,3.8983,11,0.001002152,0.998997867
277,15,18.35%,1.8811,9,0.001000142,0.998999894
278,24,18.28%,1.8737,0,0.001000018,0.999000013
279,20,18.57%,1.9578,20,0.001001704,0.998998284
280,2,18.86%,1.3379,2,0.001000213,0.998999774
281,18,18.79%,3.9702,0,0.001000247,0.998999774
282,25,18.73%,1.8511,5,0.001000595,0.998999417
283,5,19.01%,2.0527,5,0.001017248,0.998982787
284,16,19.30%,1.6526,16,0.001000018,0.999000013
285,21,19.58%,1.6699,21,0.001003528,0.998996496
286,22,19.51%,2.8178,14,0.001000875,0.998999119
287,3,19.44%,3.8347,16,0.001000088,0.998999953
288,16,19.72%,1.6168,16,0.00100001,0.999000013
289,23,19.66%,3.587,7,0.001014663,0.99898535
290,24,19.93%,1.8984,24,0.001000017,0.999000013
291,24,20.21%,1.8519,24,0.001000863,0.998999178
292,11,20.14%,2.9137,27,0.001001832,0.998998165
293,17,20.07%,2.2407,6,0.001002526,0.998997509
294,27,20.00%,3.2506,6,0.001056893,0.99894315
295,5,20.27%,2.3317,5,0.001015272,0.998984754
296,25,20.54%,1.6328,25,0.001000053,0.998999953
297,24,20.47%,1.587,0,0.00100001,0.999000013
298,14,20.40%,2.0595,2,0.001003155,0.998996854
299,5,20.67%,2.2081,5,0.001003508,0.998996496
300,8,20.60%,2.2635,24,0.00100435,0.998995662
301,1,20.53%,3.8049,6,0.00101215,0.998987854
302,22,20.46%,3.8479,24,0.001000645,0.998999357
303,9,20.39%,2.2487,6,0.001003374,0.998996615
304,26,20.33%,2.7694,5,0.001005838,0.998994172
305,11,20.26%,2.9997,14,0.001008073,0.998991966
306,23,20.20%,3.5004,11,0.001004245,0.998995781
307,26,20.13%,2.7839,8,0.001000019,0.999000013
308,18,20.06%,3.1048,4,0.001002703,0.998997331
309,27,20.00%,2.4196,9,0.001014247,0.998985767
310,2,20.26%,1.2338,2,0.00100021,0.998999774
311,7,20.19%,1.7954,13,0.001000602,0.998999417
312,26,20.13%,2.4234,21,0.001000004,0.999000013
313,11,20.06%,3.7781,27,0.001006156,0.998993874
314,2,20.32%,1.3384,2,0.001000043,0.998999953
315,0,20.57%,1.9174,0,0.001000002,0.999000013
316,25,20.50%,2.7409,5,0.001001225,0.998998761
317,3,20.44%,1.946,6,0.001000085,0.998999953
318,5,20.69%,1.2657,5,0.001000731,0.998999298
319,9,20.94%,2.1045,9,0.001033777,0.998966217
320,5,21.18%,1.5983,5,0.001001882,0.998998106
321,16,21.43%,1.4555,16,0.001000014,0.999000013
322,5,21.67%,2.0192,5,0.00104493,0.998955071
323,24,21.60%,1.4441,0,0.001000073,0.998999953
324,27,21.85%,2.0705,27,0.001012273,0.998987734
325,26,21.78%,2.6112,8,0.001000259,0.998999774
326,4,21.71%,2.1337,5,0.001000005,0.999000013
327,2,21.95%,1.1075,2,0.001000741,0.998999298
328,3,22.19%,2.0785,3,0.001000063,0.998999953
329,9,22.42%,1.6746,9,0.001001551,0.998998463
330,16,22.66%,1.3823,16,0.001000128,0.998999894
331,12,22.59%,2.9272,2,0.001001004,0.998999
332,21,22.82%,1.2814,21,0.001000468,0.998999536
333,6,23.05%,1.9208,6,0.001014255,0.998985767
334,26,22.99%,1.9875,5,0.001000091,0.998999894
335,8,23.21%,2.8843,8,0.001000026,0.999000013
336,11,23.15%,2.7695,14,0.001003473,0.998996556
337,27,23.37%,1.6933,27,0.001008786,0.998991251
338,21,23.30%,1.1469,5,0.001000257,0.998999774
339,13,23.24%,2.2957,8,0.001000504,0.998999536
340,10,23.17%,4.3617,13,0.001000001,0.999000013
341,9,23.39%,1.4963,9,0.001002039,0.998997986
342,13,23.62%,2.1563,13,0.001000066,0.998999953
343,9,23.84%,1.5657,9,0.001000466,0.998999536
344,4,23.77%,1.8001,5,0.001000438,0.998999596
345,22,23.70%,2.3388,2,0.001000569,0.998999417
346,13,23.63%,2.1933,8,0.001000755,0.998999238
347,6,23.85%,1.3601,6,0.00100204,0.998997986
348,17,24.07%,3.2279,17,0.00100016,0.998999834
349,1,24.00%,3.9014,6,0.001001753,0.998998284
350,1,23.93%,4.5175,9,0.001061575,0.998938441
351,18,23.86%,2.827,7,0.001000746,0.998999238
352,19,23.80%,3.8561,23,0.001000681,0.998999357
353,2,24.01%,1.0712,2,0.001003973,0.998996019
354,16,24.23%,1.2212,16,0.001000015,0.999000013
355,16,24.44%,1.2879,16,0.001000013,0.999000013
356,12,24.37%,2.5093,2,0.001000527,0.998999476
357,3,24.58%,2.0003,3,0.001001889,0.998998106
358,15,24.51%,2.0984,16,0.001002113,0.998997927
359,17,24.44%,1.9818,6,0.001000051,0.998999953
360,8,24.38%,3.1382,7,0.001001523,0.998998463
361,24,24.59%,1.5097,24,0.001000006,0.999000013
362,21,24.79%,1.2073,21,0.001000006,0.999000013
363,14,24.73%,2.2826,2,0.001022973,0.998977065
364,25,24.93%,1.5912,25,0.00100004,0.998999953
365,16,25.14%,1.0211,16,0.001000004,0.999000013
366,14,25.07%,1.7553,2,0.001005795,0.998994231
367,7,25.00%,2.326,13,0.001004708,0.998995304
368,27,25.20%,2.2995,27,0.001026325,0.998973668
369,4,25.41%,1.8824,4,0.00100182,0.998998165
370,9,25.61%,1.8507,9,0.001003681,0.998996317
371,17,25.81%,1.8471,17,0.001001977,0.998998046
372,4,26.01%,1.7849,4,0.001000668,0.998999357
373,27,25.94%,1.8745,2,0.001025273,0.998974741
374,24,26.13%,1.8834,24,0.001002228,0.998997808
375,6,26.33%,1.3141,6,0.001012344,0.998987675
376,24,26.53%,1.4338,24,0.001000052,0.998999953
377,10,26.46%,3.8088,24,0.001000002,0.999000013
378,1,26.39%,4.0829,6,0.001010319,0.998989701
379,16,26.58%,1.0036,16,0.001000023,0.999000013
380,3,26.51%,3.3243,6,0.001000717,0.998999298
381,25,26.70%,2.3438,25,0.00100094,0.998999059
382,9,26.89%,1.6541,9,0.001000207,0.998999834
383,1,26.82%,2.3746,6,0.00100331,0.998996675
384,1,26.75%,4.0048,6,0.001004708,0.998995304
385,14,26.94%,2.1566,14,0.00100658,0.998993456
386,0,26.87%,2.9383,27,0.001000112,0.998999894
387,9,27.06%,1.5111,9,0.001000392,0.998999596
388,13,27.25%,1.8477,13,0.001000267,0.998999774
389,6,27.44%,1.122,6,0.001000214,0.998999774
390,4,27.62%,1.3341,4,0.001000473,0.998999536
391,14,27.55%,2.4785,27,0.001014496,0.998985529
392,10,27.48%,3.5608,16,0.00100002,0.999000013
393,19,27.41%,2.7577,6,0.001000162,0.998999834
394,11,27.34%,3.6619,27,0.001010067,0.99898994
395,3,27.53%,1.6843,3,0.001000178,0.998999834
396,11,27.46%,3.114,14,0.001003781,0.998996258
397,9,27.64%,1.4271,9,0.001000235,0.998999774
398,15,27.57%,2.3979,9,0.001001441,0.998998582
399,5,27.75%,1.7284,5,0.001008467,0.998991549
400,17,27.68%,2.3236,6,0.001000861,0.998999178
401,10,27.61%,3.4518,16,0.001000021,0.999000013
402,20,27.54%,2.6445,8,0.001000088,0.998999953
403,5,27.72%,1.3628,5,0.001024205,0.998975813
404,14,27.90%,1.853,14,0.001024634,0.998975396
405,21,28.08%,0.943,21,0.001001308,0.998998702
406,16,28.26%,0.9865,16,0.001000068,0.998999953
407,4,28.43%,1.4047,4,0.001000385,0.998999655
408,6,28.61%,1.3356,6,0.001008941,0.998991072
409,1,28.54%,3.5298,6,0.001005038,0.998994946
410,17,28.47%,1.8771,6,0.001000224,0.998999774
411,18,28.40%,3.052,7,0.001002792,0.998997211
412,27,28.33%,3.0234,14,0.001081365,0.998918653
413,3,28.50%,2.469,3,0.001008143,0.998991847
414,17,28.43%,1.4235,6,0.001000783,0.998999238
415,17,28.37%,1.4091,6,0.001002874,0.998997152
416,5,28.54%,1.38,5,0.00100201,0.998997986
417,0,28.47%,2.5154,11,0.001000028,0.999000013
418,8,28.40%,2.3774,7,0.00100187,0.998998165
419,0,28.33%,2.7441,2,0.00100022,0.998999774
420,15,28.50%,2.0731,15,0.001000044,0.998999953
421,24,28.67%,1.125,24,0.001002201,0.998997808
422,7,28.84%,1.555,7,0.001006783,0.998993218
423,3,28.77%,1.8381,6,0.00100305,0.998996973
424,7,28.94%,1.5466,7,0.001002871,0.998997152
425,11,28.87%,2.936,14,0.001002321,0.998997688
426,2,29.04%,0.9995,2,0.001000248,0.998999774
427,26,28.97%,4.4284,9,0.001060442,0.998939574
428,12,28.90%,3.3803,2,0.001000816,0.998999178
429,26,29.07%,2.5606,26,0.001000006,0.999000013
430,21,29.23%,1.1086,21,0.001000204,0.998999834
431,19,29.17%,2.3312,23,0.001000048,0.998999953
432,25,29.10%,2.44,4,0.001000368,0.998999655
433,26,29.03%,2.1657,0,0.001007435,0.998992562
434,4,29.20%,1.5374,4,0.001007607,0.998992383
435,7,29.36%,1.3404,7,0.001000209,0.998999834
436,14,29.29%,1.8838,2,0.001006859,0.998993158
437,21,29.45%,1.4396,21,0.001000076,0.998999953
438,12,29.38%,2.8158,17,0.001001253,0.998998761
439,13,29.32%,2.0806,7,0.001000513,0.998999476
440,23,29.25%,3.3906,27,0.001010218,0.99898982
441,24,29.41%,1.0388,24,0.001000195,0.998999834
442,18,29.35%,2.5442,0,0.001000031,0.998999953
443,7,29.50%,1.2091,7,0.001001537,0.998998463
444,25,29.44%,1.4004,5,0.00100016,0.998999834
445,5,29.60%,1.4229,5,0.001000674,0.998999357
446,5,29.75%,1.2562,5,0.001000023,0.999000013
447,27,29.91%,1.5277,27,0.001007866,0.998992145
448,24,30.07%,0.9539,24,0.001000456,0.998999536
449,14,30.22%,1.5266,14,0.001012139,0.998987854
450,1,30.16%,3.7242,2,0.001056015,0.998943985
451,6,30.31%,1.0137,6,0.001002507,0.998997509
452,24,30.46%,0.8698,24,0.001000076,0.998999953
453,1,30.40%,3.0015,2,0.001013268,0.998986721
454,7,30.55%,1.085,7,0.001003528,0.998996496
455,1,30.48%,3.0926,2,0.001000128,0.998999894
456,27,30.63%,1.6069,27,0.0010205,0.998979509
457,21,30.79%,0.8066,21,0.001000297,0.998999715
458,7,30.94%,0.9878,7,0.001011635,0.99898839
459,16,31.09%,1.2305,16,0.001000247,0.998999774
460,8,31.02%,2.1352,7,0.001011664,0.99898833
461,7,31.17%,1.0357,7,0.001013038,0.998986959
462,24,31.32%,0.9507,24,0.001000015,0.999000013
463,24,31.47%,1.1324,24,0.001000003,0.999000013
464,2,31.61%,0.9018,2,0.001000577,0.998999417
465,26,31.55%,2.3309,7,0.001017923,0.998982072
466,26,31.48%,2.2342,7,0.001011809,0.998988211
467,11,31.41%,2.6543,14,0.001001492,0.998998523
468,2,31.56%,0.7661,2,0.001000003,0.999000013
469,5,31.70%,1.078,5,0.001008231,0.998991787
470,11,31.63%,2.6014,27,0.001000196,0.998999834
471,4,31.78%,1.4238,4,0.001001251,0.998998761
472,19,31.92%,1.9867,19,0.001000096,0.998999894
473,8,31.86%,1.8486,7,0.001023207,0.998976827
474,0,31.79%,1.3413,24,0.001000032,0.998999953
475,5,31.93%,1.0098,5,0.001003988,0.998996019
476,15,31.87%,1.9041,9,0.001000264,0.998999774
477,27,32.01%,1.7771,27,0.001011127,0.998988867
478,7,32.15%,1.2931,7,0.001009898,0.998990119
479,27,32.29%,1.4603,27,0.001011559,0.99898845
480,16,32.43%,1.217,16,0.001000081,0.998999953
481,0,32.57%,1.9101,0,0.001000041,0.998999953
482,11,32.51%,2.5044,14,0.001005411,0.998994589
483,21,32.44%,1.3936,5,0.001001184,0.998998821
484,25,32.37%,1.7525,5,0.001000024,0.999000013
485,16,32.51%,0.939,16,0.001000012,0.999000013
486,0,32.65%,1.9332,0,0.001000152,0.998999834
487,25,32.58%,1.4824,5,0.001002092,0.998997927
488,5,32.72%,1.0256,5,0.0010435,0.998956501
489,9,32.86%,1.3786,9,0.001002171,0.998997867
490,13,32.79%,3.4165,21,0.001083999,0.99891603
491,16,32.93%,0.8895,16,0.001000638,0.998999357
492,9,33.06%,1.4252,9,0.001018687,0.998981297
493,21,33.20%,0.6551,21,0.001000336,0.998999655
494,8,33.33%,2.0126,8,0.001000447,0.998999596
495,0,33.47%,1.7096,0,0.001003193,0.998996794
496,21,33.60%,0.5417,21,0.001000042,0.998999953
497,25,33.73%,1.3665,25,0.001001896,0.998998106
498,26,33.67%,2.0116,5,0.001000109,0.998999894
