round,ground_truth,correct_percentage,loss,prediction,agent0hw,agent1hw
120,2,9.09%,3.5377,12,0.9989980459213257,0.001001986
121,1,9.02%,3.4891,7,0.9989988803863525,0.001001135
122,21,8.94%,4.3144,9,0.9989991784095764,0.001000832
123,8,8.87%,2.9028,12,0.9989901781082153,0.001009837
124,13,8.80%,3.1556,2,0.9989999532699585,0.001000069
125,21,8.73%,4.1504,8,0.9989979863166809,0.001002044
126,24,8.66%,3.7519,2,0.998999834,0.001000179
127,11,8.59%,3.5167,27,0.9989846348762512,0.001015403
128,1,8.53%,3.0124,7,0.9989970922470093,0.001002932
129,25,8.46%,4.3158,27,0.9989996552467346,0.001000343
130,0,8.40%,3.6262,11,0.9989998936653137,0.001000133
131,25,8.33%,4.019,27,0.9989976286888123,0.00100241
132,21,8.27%,4.1258,8,0.9989944100379944,0.001005593
133,14,8.21%,2.2152,9,0.9989984631538391,0.001001562
134,16,8.15%,3.9654,2,0.9989999532699585,0.001000065
135,0,8.09%,3.8832,24,0.9990000128746033,0.001000008
136,25,8.03%,3.3079,27,0.9990000128746033,0.001000013
137,24,7.97%,4.3705,27,0.9990000128746033,0.001000019
138,4,7.91%,2.2713,26,0.9989999532699585,0.00100005
139,21,7.86%,3.954,7,0.9989976286888123,0.001002379
140,0,7.80%,3.6425,11,0.9989996552467346,0.001000334
141,16,7.75%,3.4163,9,0.9990000128746033,0.001000009
142,5,7.69%,3.5207,22,0.9989994168281555,0.001000594
143,15,7.64%,3.8356,27,0.9989988207817078,0.001001206
144,12,7.59%,3.0472,9,0.998999834,0.001000181
145,1,7.53%,3.0494,0,0.9989969730377197,0.001003044
146,24,7.48%,3.8144,27,0.9990000128746033,0.001000004
147,2,7.43%,2.9407,9,0.9989784955978394,0.001021517
148,6,7.38%,3.8615,12,0.9989807605743408,0.001019252
149,23,7.33%,3.5461,24,0.9989999532699585,0.001000061
150,0,7.28%,3.1447,11,0.9989960193634033,0.001003993
151,14,7.89%,3.643,14,0.9989916682243347,0.001008319
152,1,7.84%,3.3265,25,0.9989943504333496,0.001005645
153,11,7.79%,3.412,27,0.9989982843399048,0.001001718
154,14,7.74%,2.0121,4,0.9989950060844421,0.001005025
155,5,7.69%,3.6317,10,0.9989965558052063,0.001003462
156,0,7.64%,3.0966,13,0.9989996552467346,0.001000372
157,16,7.59%,3.8022,9,0.9990000128746033,0.00100001
158,0,7.55%,3.2326,11,0.9989997148513794,0.001000272
159,13,8.12%,3.0092,13,0.998991847,0.001008141
160,0,8.07%,3.0087,16,0.9989980459213257,0.001001987
161,9,8.64%,2.897,9,0.9989983439445496,0.001001677
162,1,8.59%,3.1751,7,0.9989966750144958,0.00100333
163,21,8.54%,3.0819,16,0.9989949464797974,0.001005069
164,25,8.48%,3.0788,27,0.9989995360374451,0.001000502
165,26,8.43%,2.9819,27,0.9989999532699585,0.001000062
166,1,8.38%,2.7178,0,0.9989949464797974,0.001005037
167,15,8.33%,3.5478,27,0.9989999532699585,0.001000073
168,11,8.28%,3.6001,27,0.9989994168281555,0.001000605
169,6,8.24%,3.7902,7,0.9989985227584839,0.001001486
170,17,8.19%,3.0973,25,0.9989936947822571,0.001006344
171,11,8.14%,2.9907,27,0.9989875555038452,0.001012445
172,9,8.09%,2.885,25,0.9989997744560242,0.00100022
173,14,8.62%,2.4355,14,0.9989979267120361,0.00100211
174,6,8.57%,3.7261,16,0.9989956617355347,0.001004354
175,10,9.09%,3.2369,10,0.9989993572235107,0.001000671
176,14,9.60%,4.7052,14,0.9989923238754272,0.001007708
177,2,9.55%,2.8638,7,0.9989997744560242,0.001000265
178,16,9.50%,2.4713,9,0.9990000128746033,0.001000001
179,13,9.44%,2.2283,8,0.9989993572235107,0.001000682
180,17,9.39%,2.698,0,0.9989981055259705,0.001001892
181,12,9.34%,4.5286,8,0.998999298,0.001000725
182,10,9.29%,3.7188,12,0.9989999532699585,0.001000031
183,6,9.24%,3.4426,27,0.9989986419677734,0.001001391
184,14,9.19%,1.9517,10,0.9989907741546631,0.001009248
185,8,9.14%,3.1785,27,0.998997688,0.001002313
186,6,9.09%,4.1842,9,0.9989972710609436,0.001002771
187,17,9.57%,2.817,17,0.9989879131317139,0.00101207
188,3,9.52%,2.9826,25,0.9989959001541138,0.001004102
189,16,10.00%,2.2465,16,0.9989989399909973,0.001001067
190,3,9.95%,3.0008,6,0.9989908933639526,0.001009111
191,4,9.90%,2.2648,14,0.998999834,0.001000176
192,17,9.84%,3.4963,0,0.9989936351776123,0.001006369
193,8,9.79%,2.5952,10,0.9989919066429138,0.001008051
194,8,9.74%,3.213,27,0.9989916682243347,0.001008315
195,22,10.20%,2.3393,22,0.9989901781082153,0.001009822
196,19,10.15%,3.8069,8,0.998999834,0.001000193
197,11,10.10%,2.6802,9,0.9989967346191406,0.001003301
198,27,10.55%,2.3634,27,0.9989268183708191,0.001073176
199,2,10.50%,3.0812,11,0.9989998936653137,0.001000095
200,6,10.45%,3.3408,16,0.9989932179450989,0.001006825
201,12,10.40%,2.9157,14,0.9989885091781616,0.001011517
202,8,10.34%,2.4721,16,0.9989964962005615,0.001003536
203,14,10.78%,1.7175,14,0.9989997744560242,0.001000213
204,25,10.73%,3.1757,0,0.9989991188049316,0.00100089
205,0,10.68%,3.0833,6,0.9989998936653137,0.001000144
206,15,10.63%,3.8775,27,0.998998761,0.001001275
207,6,10.58%,2.9948,16,0.9989975094795227,0.001002506
208,4,10.53%,2.8674,14,0.998999834,0.001000152
209,1,10.48%,2.883,0,0.998999834,0.001000171
210,5,10.43%,3.0849,0,0.9989992380142212,0.001000798
211,1,10.38%,2.7251,0,0.9989991188049316,0.001000872
212,11,10.33%,2.944,27,0.998999298,0.001000741
213,15,10.28%,3.6765,27,0.9990000128746033,0.001000017
214,10,10.23%,3.252,27,0.9990000128746033,0.001
215,19,10.19%,3.6536,13,0.9989997148513794,0.001000279
216,0,10.14%,2.6381,8,0.998999834,0.00100015
217,10,10.09%,2.9809,9,0.9990000128746033,0.001000002
218,3,10.05%,2.6073,8,0.9989967942237854,0.001003235
219,16,10.00%,2.4084,6,0.9989994764328003,0.001000544
220,2,9.95%,3.1,12,0.9989999532699585,0.001000081
221,1,9.91%,2.791,8,0.9989963173866272,0.001003689
222,10,9.87%,2.9205,8,0.9990000128746033,0.001000005
223,25,9.82%,3.2066,8,0.9990000128746033,0.001000011
224,15,9.78%,3.3511,27,0.9989998936653137,0.001000136
225,15,9.73%,3.2283,16,0.9990000128746033,0.001000004
226,17,9.69%,3.0364,8,0.9989991784095764,0.001000859
227,26,9.65%,3.4318,6,0.998998225,0.001001759
228,24,9.61%,3.5557,2,0.9990000128746033,0.001000002
229,9,9.57%,3.5029,2,0.9989896416664124,0.001010361
230,27,9.52%,2.6844,25,0.9989796876907349,0.001020339
231,9,9.48%,3.3534,25,0.9989966750144958,0.001003346
232,2,9.44%,2.7712,12,0.9989978075027466,0.001002183
233,3,9.40%,2.8589,25,0.9989995956420898,0.001000402
234,7,9.36%,3.1692,8,0.9989997148513794,0.001000325
235,21,9.32%,3.8029,16,0.9989997148513794,0.001000318
236,14,9.70%,2.8755,14,0.9989994168281555,0.001000609
237,21,9.66%,3.6524,16,0.9989969730377197,0.001003055
238,15,9.62%,2.4951,27,0.9989989399909973,0.001001046
239,27,10.00%,2.3622,27,0.9989960193634033,0.001003986
240,14,10.37%,2.2308,14,0.9989985227584839,0.001001471
241,4,10.33%,2.6113,10,0.9989989399909973,0.001001044
242,6,10.29%,2.9263,15,0.9989974498748779,0.001002558
243,6,10.25%,3.3026,16,0.9990000128746033,0.001000014
244,3,10.20%,3.1152,13,0.9989959597587585,0.001004072
245,16,10.16%,3.1177,10,0.9989988207817078,0.001001211
246,14,10.53%,3.7822,14,0.9989996552467346,0.001000356
247,5,10.48%,3.2765,4,0.9989969730377197,0.001003046
248,5,10.44%,2.9342,14,0.9989985227584839,0.001001472
249,12,10.40%,4.4339,16,0.9989929795265198,0.001007019
250,24,10.36%,3.4147,27,0.9990000128746033,0.001000008
251,8,10.32%,2.7076,14,0.9989942312240601,0.001005778
252,26,10.28%,3.5624,13,0.998999298,0.001000716
253,21,10.24%,3.2833,16,0.9989998936653137,0.001000134
254,7,10.20%,3.002,14,0.9989965558052063,0.001003431
255,16,10.16%,2.5863,19,0.9989999532699585,0.001000075
256,11,10.12%,3.0908,9,0.9989988803863525,0.001001128
257,11,10.08%,3.1073,27,0.9989988803863525,0.001001121
258,9,10.42%,2.26,9,0.9989987015724182,0.001001314
259,0,10.38%,2.8302,11,0.9989998936653137,0.001000097
260,1,10.34%,2.9314,8,0.9989907145500183,0.001009325
261,16,10.69%,2.1256,16,0.9989999532699585,0.001000055
262,13,11.03%,3.3962,13,0.9989995956420898,0.001000409
263,26,10.98%,3.0879,25,0.9989986419677734,0.001001355
264,20,10.94%,3.6712,14,0.9989989995956421,0.001001009
265,21,10.90%,3.3506,16,0.9989974498748779,0.001002591
266,11,10.86%,2.8855,27,0.9989997744560242,0.001000268
267,26,10.82%,3.0363,14,0.9989945888519287,0.001005441
268,20,10.78%,3.4019,8,0.9989997148513794,0.001000325
269,12,10.74%,3.151,14,0.9989981055259705,0.001001899
270,15,10.70%,2.7305,16,0.9989999532699585,0.001000044
271,1,10.66%,2.9427,25,0.9989993572235107,0.001000627
272,14,10.99%,2.3948,14,0.9989992380142212,0.001000758
273,18,10.95%,3.9421,4,0.9990000128746033,0.001000027
274,18,10.91%,4.4724,9,0.9989970922470093,0.001002911
275,4,10.87%,2.7678,26,0.9989999532699585,0.001000048
276,3,10.83%,2.4181,9,0.9989961981773376,0.001003833
277,11,10.79%,2.7859,27,0.9989978075027466,0.001002232
278,4,10.75%,2.1514,14,0.9989991784095764,0.001000843
279,9,10.71%,2.7093,8,0.9989988207817078,0.001001208
280,19,10.68%,4.3372,4,0.9989997148513794,0.00100029
281,1,10.64%,2.3654,16,0.9989925622940063,0.001007467
282,4,10.95%,2.0554,4,0.9989984631538391,0.001001565
283,11,10.92%,2.5403,27,0.9989987015724182,0.001001289
284,4,10.88%,1.8394,1,0.9989969730377197,0.001003034
285,14,10.84%,3.0232,9,0.9989994764328003,0.001000565
286,24,10.80%,4.023,9,0.9990000128746033,0.001000001
287,6,10.76%,3.6068,16,0.9989932775497437,0.001006757
288,7,10.73%,2.3352,9,0.9990000128746033,0.001000013
289,11,10.69%,2.7034,9,0.9989935755729675,0.00100646
290,11,10.65%,2.5935,14,0.9989989995956421,0.001001016
291,5,10.62%,2.8151,16,0.9989963173866272,0.001003714
292,2,10.58%,2.9104,11,0.9989984631538391,0.001001558
293,16,10.54%,2.4486,9,0.9990000128746033,0.001000027
294,3,10.85%,2.484,3,0.9989994168281555,0.001000597
295,12,10.81%,3.8987,14,0.9989961981773376,0.001003788
296,26,10.77%,3.4381,13,0.9989942908287048,0.001005721
297,7,10.74%,2.4935,9,0.9989995360374451,0.001000465
298,16,10.70%,2.588,7,0.9990000128746033,0.001000014
299,9,10.67%,2.1572,7,0.998999298,0.001000731
300,21,10.63%,3.0579,1,0.9989998936653137,0.00100011
301,8,10.60%,3.6054,11,0.9989997744560242,0.001000249
302,24,10.56%,2.7398,2,0.9990000128746033,0.001000002
303,22,10.53%,2.3963,7,0.9989987015724182,0.001001298
304,5,10.49%,3.0775,16,0.9989991188049316,0.00100092
305,15,10.46%,2.3837,22,0.9989977478981018,0.001002286
306,0,10.42%,2.6281,7,0.9989997148513794,0.001000299
307,27,10.39%,2.8607,9,0.9989984035491943,0.001001588
308,7,10.36%,2.5254,9,0.9989998936653137,0.001000105
309,15,10.32%,3.575,11,0.9990000128746033,0.001000005
310,26,10.29%,2.5653,4,0.9990000128746033,0.001000014
311,10,10.26%,2.6886,4,0.9990000128746033,0.00100001
312,26,10.22%,3.4642,7,0.9989975690841675,0.001002456
313,25,10.19%,3.4973,7,0.9989991188049316,0.001000866
314,2,10.16%,2.5195,9,0.9989994168281555,0.001000619
315,14,10.44%,3.2492,14,0.9989960193634033,0.001004023
316,23,10.41%,3.6249,4,0.9989989995956421,0.001001035
317,15,10.69%,1.8008,15,0.9990000128746033,0.001000005
318,4,10.66%,2.0472,7,0.9989972710609436,0.001002735
319,10,10.62%,4.593,2,0.998999834,0.001000198
320,24,10.59%,3.3883,7,0.9990000128746033,0.001000001
321,7,10.56%,2.4723,4,0.9989995360374451,0.001000492
322,11,10.84%,2.2365,11,0.998999298,0.001000711
323,23,10.80%,3.8929,4,0.9989997148513794,0.00100031
324,17,10.77%,2.2226,2,0.9989996552467346,0.001000374
325,2,11.04%,1.9664,2,0.998999834,0.001000174
326,8,11.01%,2.83,13,0.998999834,0.001000208
327,3,11.28%,2.7416,3,0.9989999532699585,0.001000077
328,10,11.25%,3.9135,22,0.9989991784095764,0.001000815
329,5,11.21%,3.0507,16,0.9989940524101257,0.001005949
330,11,11.48%,2.3795,11,0.9989997744560242,0.001000234
331,7,11.45%,1.9113,9,0.9989935755729675,0.001006437
332,5,11.41%,3.3597,16,0.9989937543869019,0.001006236
333,6,11.38%,3.1548,16,0.9989996552467346,0.001000385
334,24,11.34%,3.1136,2,0.9989997148513794,0.001000291
335,19,11.31%,3.2781,24,0.9989896416664124,0.001010368
336,4,11.57%,1.6938,4,0.9989991188049316,0.001000878
337,14,11.83%,1.6526,14,0.9989939332008362,0.001006078
338,16,11.80%,2.5628,7,0.9989999532699585,0.001000056
339,15,12.06%,2.2313,15,0.9990000128746033,0.001000022
340,7,12.32%,2.0079,7,0.9990000128746033,0.001000008
341,6,12.28%,3.4595,7,0.9989957213401794,0.001004298
342,1,12.24%,2.4006,7,0.998996913,0.0010031
343,13,12.50%,2.2847,13,0.9989864230155945,0.001013619
344,10,12.46%,4.2379,13,0.998999834,0.001000171
345,21,12.43%,3.5039,15,0.9990000128746033,0.001000012
346,7,12.68%,1.816,7,0.9989982843399048,0.001001716
347,24,12.64%,3.0229,9,0.9990000128746033,0.001000022
348,14,12.89%,3.9048,14,0.9989898800849915,0.001010146
349,14,12.86%,2.6084,7,0.9989962577819824,0.001003742
350,22,12.82%,2.5396,4,0.9989956021308899,0.001004436
351,8,12.78%,2.8633,13,0.9989953637123108,0.001004661
352,26,12.75%,2.5944,13,0.998999834,0.001000179
353,1,12.71%,3.6245,2,0.9989862442016602,0.001013741
354,25,12.68%,3.3376,11,0.9989999532699585,0.001000045
355,13,12.64%,1.5473,7,0.9989987015724182,0.001001287
356,5,12.61%,2.8526,22,0.9989980459213257,0.001001985
357,18,12.57%,3.5556,7,0.9989942312240601,0.001005803
358,10,12.53%,5.0688,22,0.9990000128746033,0.001000012
359,3,12.50%,2.2612,7,0.9989994764328003,0.001000546
360,23,12.47%,3.2666,1,0.9989999532699585,0.001000058
361,1,12.43%,4.0792,7,0.9989984631538391,0.001001565
362,10,12.40%,3.7933,22,0.9989999532699585,0.001000083
363,1,12.64%,2.4155,1,0.9989995360374451,0.001000453
364,26,12.60%,2.9151,18,0.9989999532699585,0.001000054
365,11,12.84%,2.3596,11,0.9989981055259705,0.001001899
366,26,12.81%,2.5554,15,0.9989804625511169,0.001019572
367,13,12.77%,4.8896,2,0.9989968538284302,0.001003139
368,17,12.74%,3.6887,13,0.9989999532699585,0.001000086
369,9,12.70%,2.1878,7,0.9989998936653137,0.001000107
370,5,12.67%,2.5724,13,0.9989941120147705,0.001005906
371,23,12.63%,2.9045,8,0.9989984035491943,0.001001593
372,15,12.60%,1.7363,6,0.9989995360374451,0.001000459
373,3,12.83%,1.9443,3,0.9989996552467346,0.001000348
374,5,12.80%,3.324,13,0.9989888072013855,0.001011182
375,4,13.03%,2.318,4,0.9989995956420898,0.001000397
376,5,13.00%,2.2559,7,0.9989992380142212,0.001000774
377,2,12.96%,3.3754,4,0.9989992380142212,0.001000753
378,18,12.93%,3.6022,9,0.9989995956420898,0.001000441
379,25,12.89%,3.0562,7,0.9989998936653137,0.001000128
380,1,12.86%,2.0349,3,0.9989981055259705,0.001001924
381,7,13.09%,2.2945,7,0.9989998936653137,0.001000131
382,1,13.05%,2.0046,3,0.9989972114562988,0.001002804
383,7,13.28%,1.6504,7,0.9989995956420898,0.001000412
384,10,13.25%,2.4582,4,0.9989997744560242,0.001000214
385,5,13.21%,2.3122,7,0.9989883303642273,0.001011671
386,6,13.18%,3.2768,3,0.9989973306655884,0.001002686
387,2,13.14%,2.4984,4,0.9989974498748779,0.00100258
388,5,13.37%,2.0451,5,0.9989960193634033,0.00100401
389,16,13.33%,2.3472,7,0.9989999532699585,0.00100005
390,9,13.30%,2.3138,7,0.9989932179450989,0.001006818
391,9,13.27%,2.5096,3,0.9989600777626038,0.00103995
392,5,13.23%,2.2918,3,0.998996377,0.001003622
393,7,13.45%,1.6455,7,0.9990000128746033,0.00100001
394,7,13.42%,2.2846,8,0.9989978075027466,0.001002198
395,0,13.38%,3.2448,8,0.9990000128746033,0.001000014
396,21,13.35%,3.7389,3,0.9989997148513794,0.001000327
397,4,13.57%,3.1769,4,0.9989999532699585,0.001000048
398,5,13.78%,2.0043,5,0.9989973902702332,0.001002642
399,4,14.00%,2.8079,4,0.9989985227584839,0.001001503
400,4,14.21%,2.3995,4,0.9989991784095764,0.001000823
401,8,14.18%,2.5807,7,0.9989999532699585,0.001000034
402,2,14.14%,3.6533,4,0.9989998936653137,0.001000147
403,14,14.11%,3.4472,4,0.998998761,0.001001239
404,0,14.07%,4.5273,4,0.9989984631538391,0.001001548
405,21,14.04%,3.4857,5,0.9989987015724182,0.001001298
406,21,14.00%,3.1071,16,0.9989959001541138,0.001004123
407,12,13.97%,2.9402,13,0.9989891052246094,0.001010909
408,5,13.94%,3.4617,7,0.9989951848983765,0.001004844
409,23,13.90%,2.7585,10,0.9989942312240601,0.001005807
410,2,13.87%,3.6306,7,0.9989998936653137,0.00100012
411,6,13.83%,4.0144,1,0.9989963173866272,0.001003706
412,4,14.04%,1.3915,4,0.9989989399909973,0.001001085
413,12,14.01%,3.7347,3,0.9989993572235107,0.001000661
414,0,13.98%,2.2351,7,0.9989992380142212,0.001000798
415,11,13.94%,3.5724,7,0.9989985823631287,0.001001442
416,2,13.91%,2.2606,7,0.9989991188049316,0.001000903
417,3,13.88%,2.5562,7,0.9989988207817078,0.001001168
418,11,14.08%,2.5035,11,0.998996913,0.001003107
419,6,14.05%,4.3587,4,0.9989995956420898,0.001000405
420,26,14.01%,2.3669,7,0.9989995360374451,0.001000498
421,19,13.98%,3.7539,3,0.9989961385726929,0.001003891
422,15,14.18%,1.7569,15,0.9989955425262451,0.001004415
423,14,14.15%,2.1779,7,0.9989943504333496,0.001005638
424,6,14.12%,2.4707,15,0.9990000128746033,0.001000028
425,27,14.08%,3.3518,7,0.9989827871322632,0.001017213
426,7,14.29%,1.6447,7,0.9989824891090393,0.001017508
427,24,14.25%,2.4913,2,0.9990000128746033,0.001000021
428,8,14.45%,2.2287,8,0.9989997148513794,0.001000309
429,17,14.42%,2.2007,7,0.9989925026893616,0.001007503
430,19,14.39%,3.4344,2,0.998998761,0.001001281
431,23,14.35%,2.5804,24,0.9989988207817078,0.001001199
432,21,14.32%,2.8893,16,0.9990000128746033,0.001000013
433,10,14.29%,2.588,3,0.9990000128746033,0.001000014
434,13,14.25%,4.9741,8,0.9989966154098511,0.001003421
435,10,14.22%,3.0162,22,0.9990000128746033,0.001000017
436,7,14.42%,1.6401,7,0.9989994764328003,0.001000514
437,26,14.61%,1.8486,26,0.9989999532699585,0.001000055
438,17,14.58%,2.6807,14,0.9989999532699585,0.001000058
439,7,14.77%,1.5303,7,0.9989985823631287,0.001001425
440,16,14.74%,2.6789,7,0.9989999532699585,0.001000085
441,27,14.71%,3.3057,7,0.9989880323410034,0.00101198
442,10,14.67%,2.3747,22,0.9989998936653137,0.001000135
443,26,14.64%,2.0093,15,0.9990000128746033,0.00100001
444,25,14.61%,3.4439,7,0.9990000128746033,0.001000002
445,27,14.57%,3.3763,7,0.9989864230155945,0.001013565
446,24,14.54%,3.4726,2,0.9989999532699585,0.001000063
447,20,14.51%,3.2863,17,0.9989994168281555,0.001000584
448,8,14.70%,1.8574,8,0.998999298,0.001000697
449,21,14.67%,3.0579,16,0.9990000128746033,0.00100001
450,5,14.63%,2.1619,14,0.9989945888519287,0.001005447
451,0,14.82%,2.1399,0,0.9990000128746033,0.001000022
452,0,15.01%,3.2675,0,0.9990000128746033,0.001000003
453,5,15.20%,1.9584,5,0.9989873766899109,0.001012628
