round,ground_truth,fused_pred,fused_correct,loss,correct_percentage,agent0_hw,agent1_hw,agent0_pred,agent0_correct,agent1_pred,agent1_correct
299,3,21,0,3.9486,6.33%,0.9989995956420898,0.0010004037758335471,3,1,16,0
300,15,15,1,2.3741,6.64%,0.9989962577819824,0.0010037572355940938,15,1,25,0
301,7,7,1,2.4813,6.95%,0.9989994168281555,0.0010006141383200884,7,1,7,1
302,24,2,0,3.9776,6.93%,0.9989999532699585,0.0010000402107834816,24,1,20,0
303,12,16,0,2.6167,6.91%,0.9989956021308899,0.0010043983347713947,12,1,0,0
304,26,2,0,2.4489,6.89%,0.9989954233169556,0.001004581106826663,26,1,14,0
305,14,26,0,4.0262,6.86%,0.9989938735961914,0.0010061139473691583,14,1,25,0
306,25,7,0,3.3492,6.84%,0.9989985823631287,0.0010014025028795004,25,1,13,0
307,24,0,0,3.2337,6.82%,0.9989999532699585,0.001000055344775319,24,1,20,0
308,6,7,0,2.9031,6.80%,0.9989911317825317,0.001008891500532627,6,1,10,0
309,8,2,0,3.0101,6.77%,0.9989997744560242,0.001000219490379095,8,1,27,0
