round,ground_truth,correct_percentage,loss,prediction,agent0hw,agent1hw
148,19,6.04%,3.5072,2,0.05000000074505806,0.949999988079071
149,17,6.00%,2.9687,15,0.05000000074505806,0.949999988079071
150,2,6.62%,2.9875,2,0.05000000074505806,0.949999988079071
151,11,6.58%,4.4422,2,0.05000000074505806,0.949999988079071
152,16,6.54%,2.9602,15,0.05000000074505806,0.949999988079071
153,20,6.49%,5.0715,15,0.05000000074505806,0.949999988079071
154,24,6.45%,2.9780,9,0.05000000074505806,0.949999988079071
155,15,7.05%,1.6148,15,0.05000000074505806,0.949999988079071
156,16,7.01%,2.9378,21,0.05000000074505806,0.949999988079071
157,19,6.96%,5.1560,15,0.05000000074505806,0.949999988079071
158,11,6.92%,3.5698,15,0.05000000074505806,0.949999988079071
159,15,7.50%,1.5096,15,0.05000000074505806,0.949999988079071
160,3,8.07%,2.9025,3,0.05000000074505806,0.949999988079071
161,10,8.64%,2.2290,10,0.05000000074505806,0.949999988079071
162,12,8.59%,3.8012,15,0.05000000074505806,0.949999988079071
163,24,8.54%,2.6920,3,0.05000000074505806,0.949999988079071
164,12,8.48%,4.5571,15,0.05000000074505806,0.949999988079071
165,4,8.43%,4.2037,6,0.05000000074505806,0.949999988079071
166,4,8.38%,4.0463,3,0.05000000074505806,0.949999988079071
167,15,8.93%,1.7486,15,0.05000000074505806,0.949999988079071
168,17,8.88%,3.0096,15,0.05000000074505806,0.949999988079071
169,3,8.82%,2.3332,15,0.05000000074505806,0.949999988079071
170,14,9.36%,2.7252,14,0.05000000074505806,0.949999988079071
171,9,9.30%,2.3636,15,0.05000000074505806,0.949999988079071
172,0,9.25%,2.7837,15,0.05000000074505806,0.949999988079071
173,7,9.20%,3.7597,15,0.05000000074505806,0.949999988079071
174,20,9.14%,2.7965,15,0.05000000074505806,0.949999988079071
175,4,9.09%,3.8998,3,0.05000000074505806,0.949999988079071
176,27,9.04%,3.8451,15,0.05000000074505806,0.949999988079071
177,22,8.99%,3.1210,15,0.05000000074505806,0.949999988079071
178,9,9.50%,2.2766,9,0.05000000074505806,0.949999988079071
179,4,9.44%,3.6530,11,0.05000000074505806,0.949999988079071
180,13,9.94%,3.5985,13,0.05000000074505806,0.949999988079071
181,26,9.89%,3.4097,11,0.05000000074505806,0.949999988079071
182,1,9.84%,3.5820,15,0.05000000074505806,0.949999988079071
183,7,9.78%,3.8235,11,0.05000000074505806,0.949999988079071
184,3,9.73%,1.9581,11,0.05000000074505806,0.949999988079071
185,5,9.68%,3.2409,14,0.05000000074505806,0.949999988079071
186,21,9.63%,2.7144,9,0.05000000074505806,0.949999988079071
187,12,9.57%,3.4408,15,0.05000000074505806,0.949999988079071
188,26,9.52%,4.9271,9,0.05000000074505806,0.949999988079071
189,21,9.47%,2.8829,9,0.05000000074505806,0.949999988079071
190,2,9.95%,2.6012,2,0.05000000074505806,0.949999988079071
191,8,9.90%,2.5199,11,0.05000000074505806,0.949999988079071
192,15,10.36%,1.6185,15,0.05000000074505806,0.949999988079071
193,21,10.31%,2.7377,9,0.05000000074505806,0.949999988079071
194,12,10.26%,3.4126,15,0.05000000074505806,0.949999988079071
195,26,10.20%,4.0082,3,0.05000000074505806,0.949999988079071
196,1,10.15%,3.1698,15,0.05000000074505806,0.949999988079071
197,15,10.61%,1.5104,15,0.05000000074505806,0.949999988079071
198,5,10.55%,4.3454,14,0.05000000074505806,0.949999988079071
199,7,10.50%,3.2244,11,0.05000000074505806,0.949999988079071
200,2,10.45%,2.2003,15,0.05000000074505806,0.949999988079071
201,18,10.40%,3.1685,21,0.05000000074505806,0.949999988079071
202,11,10.34%,3.5000,2,0.05000000074505806,0.949999988079071
203,17,10.29%,2.4820,15,0.05000000074505806,0.949999988079071
204,6,10.24%,3.4253,15,0.05000000074505806,0.949999988079071
205,18,10.19%,3.0536,15,0.05000000074505806,0.949999988079071
206,21,10.14%,2.2812,9,0.05000000074505806,0.949999988079071
207,17,10.10%,2.8411,15,0.05000000074505806,0.949999988079071
208,8,10.05%,2.0281,26,0.05000000074505806,0.949999988079071
209,16,10.00%,2.8794,15,0.05000000074505806,0.949999988079071
210,13,9.95%,2.9300,15,0.05000000074505806,0.949999988079071
211,6,9.91%,3.2709,15,0.05000000074505806,0.949999988079071
212,5,9.86%,4.3554,15,0.05000000074505806,0.949999988079071
213,0,9.81%,2.8022,15,0.05000000074505806,0.949999988079071
214,0,9.77%,3.2557,17,0.05000000074505806,0.949999988079071
215,4,9.72%,3.4641,26,0.05000000074505806,0.949999988079071
216,26,10.14%,1.7145,26,0.05000000074505806,0.949999988079071
217,5,10.09%,3.1862,15,0.05000000074505806,0.949999988079071
218,27,10.05%,3.3324,2,0.05000000074505806,0.949999988079071
219,8,10.45%,2.9427,8,0.05000000074505806,0.949999988079071
220,25,10.41%,3.0230,2,0.05000000074505806,0.949999988079071
221,22,10.36%,2.8085,2,0.05000000074505806,0.949999988079071
222,17,10.31%,2.5879,15,0.05000000074505806,0.949999988079071
223,10,10.71%,2.5295,10,0.05000000074505806,0.949999988079071
224,11,10.67%,3.5293,15,0.05000000074505806,0.949999988079071
225,8,11.06%,1.9948,8,0.05000000074505806,0.949999988079071
226,6,11.01%,3.0405,15,0.05000000074505806,0.949999988079071
227,24,10.96%,2.5501,8,0.05000000074505806,0.949999988079071
228,9,10.92%,2.3213,7,0.05000000074505806,0.949999988079071
229,27,10.87%,3.2554,15,0.05000000074505806,0.949999988079071
230,2,10.82%,2.8150,15,0.05000000074505806,0.949999988079071
231,0,10.78%,2.5605,15,0.05000000074505806,0.949999988079071
232,3,11.16%,2.3867,3,0.05000000074505806,0.949999988079071
233,8,11.11%,2.7779,26,0.05000000074505806,0.949999988079071
234,10,11.49%,2.5348,10,0.05000000074505806,0.949999988079071
235,15,11.86%,1.3933,15,0.05000000074505806,0.949999988079071
236,9,11.81%,2.4433,7,0.05000000074505806,0.949999988079071
237,1,11.76%,3.4002,15,0.05000000074505806,0.949999988079071
238,17,11.72%,2.6438,15,0.05000000074505806,0.949999988079071
239,25,11.67%,3.0353,15,0.05000000074505806,0.949999988079071
240,26,12.03%,3.1332,26,0.05000000074505806,0.949999988079071
241,8,11.98%,2.6110,15,0.05000000074505806,0.949999988079071
242,14,11.93%,2.2551,15,0.05000000074505806,0.949999988079071
243,17,11.89%,3.3348,15,0.05000000074505806,0.949999988079071
244,26,12.24%,3.1919,26,0.05000000074505806,0.949999988079071
245,6,12.20%,2.8469,15,0.05000000074505806,0.949999988079071
246,4,12.15%,3.5041,8,0.05000000074505806,0.949999988079071
247,16,12.10%,2.7625,21,0.05000000074505806,0.949999988079071
248,3,12.45%,2.1883,3,0.05000000074505806,0.949999988079071
249,16,12.40%,2.7171,21,0.05000000074505806,0.949999988079071
250,4,12.35%,3.4468,26,0.05000000074505806,0.949999988079071
251,10,12.70%,1.9798,10,0.05000000074505806,0.949999988079071
252,1,12.65%,2.8754,15,0.05000000074505806,0.949999988079071
253,1,12.60%,3.1989,15,0.05000000074505806,0.949999988079071
254,4,12.55%,3.4409,8,0.05000000074505806,0.949999988079071
255,10,12.89%,2.3493,10,0.05000000074505806,0.949999988079071
256,27,12.84%,3.6600,6,0.05000000074505806,0.949999988079071
257,3,13.18%,2.4812,3,0.05000000074505806,0.949999988079071
258,10,13.51%,2.2409,10,0.05000000074505806,0.949999988079071
259,27,13.46%,3.3375,15,0.05000000074505806,0.949999988079071
260,20,13.41%,4.2895,2,0.05000000074505806,0.949999988079071
261,8,13.74%,1.8022,8,0.05000000074505806,0.949999988079071
262,27,13.69%,3.3379,15,0.05000000074505806,0.949999988079071
263,2,14.02%,1.6244,2,0.05000000074505806,0.949999988079071
264,4,13.96%,3.2759,26,0.05000000074505806,0.949999988079071
265,7,13.91%,2.9124,9,0.05000000074505806,0.949999988079071
266,20,13.86%,2.8480,9,0.05000000074505806,0.949999988079071
267,7,14.18%,2.6744,7,0.05000000074505806,0.949999988079071
268,15,14.50%,1.3346,15,0.05000000074505806,0.949999988079071
269,24,14.44%,2.6601,8,0.05000000074505806,0.949999988079071
270,16,14.39%,2.4393,21,0.05000000074505806,0.949999988079071
271,10,14.71%,1.7922,10,0.05000000074505806,0.949999988079071
272,3,15.02%,1.8140,3,0.05000000074505806,0.949999988079071
273,0,14.96%,3.1306,8,0.05000000074505806,0.949999988079071
274,5,14.91%,3.0891,15,0.05000000074505806,0.949999988079071
275,4,14.86%,2.9496,8,0.05000000074505806,0.949999988079071
276,11,14.80%,3.2078,3,0.05000000074505806,0.949999988079071
277,16,14.75%,2.6535,21,0.05000000074505806,0.949999988079071
278,24,14.70%,2.0645,8,0.05000000074505806,0.949999988079071
279,19,14.64%,5.2867,2,0.05000000074505806,0.949999988079071
280,24,14.59%,2.2357,3,0.05000000074505806,0.949999988079071
281,27,14.54%,2.6629,15,0.05000000074505806,0.949999988079071
282,2,14.84%,1.5313,2,0.05000000074505806,0.949999988079071
283,9,15.14%,2.3934,9,0.05000000074505806,0.949999988079071
284,7,15.44%,2.4371,7,0.05000000074505806,0.949999988079071
285,27,15.38%,2.6951,3,0.05000000074505806,0.949999988079071
286,24,15.33%,1.9075,9,0.05000000074505806,0.949999988079071
287,3,15.62%,1.5050,3,0.05000000074505806,0.949999988079071
288,25,15.57%,3.3454,15,0.05000000074505806,0.949999988079071
289,27,15.52%,2.8652,9,0.05000000074505806,0.949999988079071
290,23,15.46%,3.5030,10,0.05000000074505806,0.949999988079071
291,18,15.41%,4.1558,21,0.05000000074505806,0.949999988079071
292,14,15.70%,2.7665,14,0.05000000074505806,0.949999988079071
293,11,15.65%,3.7124,3,0.05000000074505806,0.949999988079071
294,18,15.59%,4.2461,21,0.05000000074505806,0.949999988079071
295,7,15.88%,2.4061,7,0.05000000074505806,0.949999988079071
296,10,16.16%,1.4717,10,0.05000000074505806,0.949999988079071
297,6,16.11%,3.5193,3,0.05000000074505806,0.949999988079071
298,11,16.05%,2.8633,3,0.05000000074505806,0.949999988079071
299,14,16.33%,2.3970,14,0.05000000074505806,0.949999988079071
300,27,16.28%,2.0707,15,0.05000000074505806,0.949999988079071
301,21,16.56%,2.3060,21,0.05000000074505806,0.949999988079071
302,7,16.83%,2.2035,7,0.05000000074505806,0.949999988079071
303,5,16.78%,2.4751,15,0.05000000074505806,0.949999988079071
304,4,16.72%,2.4993,13,0.05000000074505806,0.949999988079071
305,1,16.67%,2.9254,27,0.05000000074505806,0.949999988079071
306,11,16.61%,2.6518,3,0.05000000074505806,0.949999988079071
307,20,16.56%,4.4676,2,0.05000000074505806,0.949999988079071
308,19,16.50%,2.7412,3,0.05000000074505806,0.949999988079071
309,10,16.77%,2.1085,10,0.05000000074505806,0.949999988079071
310,10,17.04%,1.8074,10,0.05000000074505806,0.949999988079071
311,11,16.99%,2.7326,3,0.05000000074505806,0.949999988079071
312,3,17.25%,1.6083,3,0.05000000074505806,0.949999988079071
313,24,17.52%,1.5297,24,0.05000000074505806,0.949999988079071
314,1,17.46%,3.2219,21,0.05000000074505806,0.949999988079071
315,14,17.41%,2.5404,27,0.05000000074505806,0.949999988079071
316,17,17.35%,2.7201,15,0.05000000074505806,0.949999988079071
317,26,17.61%,1.5375,26,0.05000000074505806,0.949999988079071
318,10,17.87%,1.2275,10,0.05000000074505806,0.949999988079071
319,23,17.81%,3.0664,10,0.05000000074505806,0.949999988079071
320,21,17.76%,2.2214,9,0.05000000074505806,0.949999988079071
321,5,17.70%,2.1556,27,0.05000000074505806,0.949999988079071
322,6,17.65%,2.8990,27,0.05000000074505806,0.949999988079071
323,9,17.90%,2.1114,9,0.05000000074505806,0.949999988079071
324,22,17.85%,3.7986,27,0.05000000074505806,0.949999988079071
325,0,17.79%,3.0912,3,0.05000000074505806,0.949999988079071
326,16,17.74%,2.6196,5,0.05000000074505806,0.949999988079071
327,17,17.99%,2.6177,17,0.05000000074505806,0.949999988079071
328,26,17.93%,1.2082,3,0.05000000074505806,0.949999988079071
329,17,17.88%,3.4666,15,0.05000000074505806,0.949999988079071
330,11,17.82%,3.0846,3,0.05000000074505806,0.949999988079071
331,0,17.77%,3.7032,21,0.05000000074505806,0.949999988079071
332,16,17.72%,2.4081,21,0.05000000074505806,0.949999988079071
333,1,17.66%,2.7250,21,0.05000000074505806,0.949999988079071
334,26,17.91%,1.3747,26,0.05000000074505806,0.949999988079071
335,0,17.86%,3.2825,21,0.05000000074505806,0.949999988079071
336,7,17.80%,3.5359,14,0.05000000074505806,0.949999988079071
337,6,17.75%,3.0420,15,0.05000000074505806,0.949999988079071
338,13,17.70%,2.5727,7,0.05000000074505806,0.949999988079071
339,3,17.94%,1.5827,3,0.05000000074505806,0.949999988079071
340,19,17.89%,2.7983,15,0.05000000074505806,0.949999988079071
341,17,17.84%,2.5250,16,0.05000000074505806,0.949999988079071
342,11,18.08%,2.1159,11,0.05000000074505806,0.949999988079071
343,15,18.31%,1.7288,15,0.05000000074505806,0.949999988079071
344,15,18.55%,1.3826,15,0.05000000074505806,0.949999988079071
345,5,18.50%,3.4853,14,0.05000000074505806,0.949999988079071
346,17,18.44%,2.1145,16,0.05000000074505806,0.949999988079071
347,8,18.68%,1.9173,8,0.05000000074505806,0.949999988079071
348,13,18.91%,2.9009,13,0.05000000074505806,0.949999988079071
349,6,18.86%,2.6368,3,0.05000000074505806,0.949999988079071
350,10,19.09%,1.1953,10,0.05000000074505806,0.949999988079071
351,8,19.32%,1.8268,8,0.05000000074505806,0.949999988079071
352,7,19.55%,1.8998,7,0.05000000074505806,0.949999988079071
353,6,19.49%,2.7218,15,0.05000000074505806,0.949999988079071
354,8,19.72%,1.8119,8,0.05000000074505806,0.949999988079071
355,0,19.94%,2.3789,0,0.05000000074505806,0.949999988079071
356,16,19.89%,2.5160,11,0.05000000074505806,0.949999988079071
357,14,20.11%,1.6895,14,0.05000000074505806,0.949999988079071
358,1,20.06%,2.6629,21,0.05000000074505806,0.949999988079071
359,27,20.00%,2.5269,15,0.05000000074505806,0.949999988079071
360,6,20.22%,2.5937,6,0.05000000074505806,0.949999988079071
361,0,20.17%,2.2753,17,0.05000000074505806,0.949999988079071
362,27,20.11%,2.4696,15,0.05000000074505806,0.949999988079071
363,10,20.33%,1.1589,10,0.05000000074505806,0.949999988079071
364,10,20.55%,0.9508,10,0.05000000074505806,0.949999988079071
365,9,20.77%,1.9386,9,0.05000000074505806,0.949999988079071
366,17,20.71%,1.9599,15,0.05000000074505806,0.949999988079071
367,16,20.92%,2.1508,16,0.05000000074505806,0.949999988079071
368,21,21.14%,2.1075,21,0.05000000074505806,0.949999988079071
369,21,21.35%,1.8889,21,0.05000000074505806,0.949999988079071
370,7,21.56%,1.6220,7,0.05000000074505806,0.949999988079071
371,22,21.51%,2.3855,2,0.05000000074505806,0.949999988079071
372,1,21.45%,2.6139,8,0.05000000074505806,0.949999988079071
373,1,21.66%,1.9834,1,0.05000000074505806,0.949999988079071
374,4,21.60%,2.7957,8,0.05000000074505806,0.949999988079071
375,11,21.54%,2.7172,3,0.05000000074505806,0.949999988079071
376,2,21.75%,1.4795,2,0.05000000074505806,0.949999988079071
377,2,21.96%,1.5779,2,0.05000000074505806,0.949999988079071
378,8,22.16%,1.3315,8,0.05000000074505806,0.949999988079071
379,26,22.11%,1.1166,8,0.05000000074505806,0.949999988079071
380,26,22.31%,1.2371,26,0.05000000074505806,0.949999988079071
381,9,22.25%,2.5802,14,0.05000000074505806,0.949999988079071
382,0,22.45%,2.3529,0,0.05000000074505806,0.949999988079071
383,17,22.66%,2.1739,17,0.05000000074505806,0.949999988079071
384,0,22.86%,2.0455,0,0.05000000074505806,0.949999988079071
385,12,22.80%,3.5248,2,0.05000000074505806,0.949999988079071
386,14,22.74%,3.6727,1,0.05000000074505806,0.949999988079071
387,9,22.94%,1.7815,9,0.05000000074505806,0.949999988079071
388,15,23.14%,1.3838,15,0.05000000074505806,0.949999988079071
389,24,23.33%,1.4393,24,0.05000000074505806,0.949999988079071
390,7,23.53%,1.4842,7,0.05000000074505806,0.949999988079071
391,18,23.47%,3.2767,1,0.05000000074505806,0.949999988079071
392,23,23.41%,3.0000,10,0.05000000074505806,0.949999988079071
393,15,23.60%,1.5049,15,0.05000000074505806,0.949999988079071
394,22,23.54%,2.1421,2,0.05000000074505806,0.949999988079071
395,24,23.48%,2.4215,8,0.05000000074505806,0.949999988079071
396,4,23.43%,2.6539,7,0.05000000074505806,0.949999988079071
397,7,23.62%,1.7284,7,0.05000000074505806,0.949999988079071
398,21,23.81%,1.8648,21,0.05000000074505806,0.949999988079071
399,15,24.00%,1.4493,15,0.05000000074505806,0.949999988079071
400,27,23.94%,2.2763,15,0.05000000074505806,0.949999988079071
401,27,23.88%,2.5778,15,0.05000000074505806,0.949999988079071
402,13,24.07%,3.5243,13,0.05000000074505806,0.949999988079071
403,16,24.01%,2.1677,21,0.05000000074505806,0.949999988079071
404,5,23.95%,3.5276,15,0.05000000074505806,0.949999988079071
405,16,23.89%,2.0686,21,0.05000000074505806,0.949999988079071
406,24,24.08%,1.7829,24,0.05000000074505806,0.949999988079071
407,7,24.26%,1.3513,7,0.05000000074505806,0.949999988079071
408,8,24.45%,1.2835,8,0.05000000074505806,0.949999988079071
409,16,24.63%,2.2092,16,0.05000000074505806,0.949999988079071
410,3,24.82%,1.5386,3,0.05000000074505806,0.949999988079071
411,1,25.00%,1.9662,1,0.05000000074505806,0.949999988079071
412,14,24.94%,2.0135,15,0.05000000074505806,0.949999988079071
413,8,25.12%,1.1771,8,0.05000000074505806,0.949999988079071
414,10,25.30%,0.9594,10,0.05000000074505806,0.949999988079071
415,6,25.48%,2.3491,6,0.05000000074505806,0.949999988079071
416,1,25.66%,1.3536,1,0.05000000074505806,0.949999988079071
417,1,25.84%,1.9852,1,0.05000000074505806,0.949999988079071
418,4,25.78%,2.4962,7,0.05000000074505806,0.949999988079071
419,24,25.71%,1.1938,9,0.05000000074505806,0.949999988079071
420,1,25.89%,1.8053,1,0.05000000074505806,0.949999988079071
421,16,26.07%,1.7524,16,0.05000000074505806,0.949999988079071
