round,agent_id,metric,value,global_best_loss,t_train,t_delta,t_gossip,t_eval
10,4,loss,0.15375275468826294,0.12656918919086457,16.519156457856297,0.38754191691987216,0.00029737502336502075,45.3802361250855
10,2,loss,0.14566418504714965,0.12656918919086457,18.813556333072484,0.002420417033135891,3.900006413459778e-05,45.44722754112445
10,3,loss,0.14702312529087067,0.12656918919086457,17.656078750034794,0.0016719999257475138,2.7207890525460243e-05,46.247644416987896
10,0,loss,0.1404317146539688,0.12656918919086457,17.285596332978457,0.04914212506264448,9.170896373689175e-05,46.24936025007628
10,1,loss,0.13699403750896455,0.12656918919086457,18.817193667171523,0.0009164160583168268,4.3625012040138245e-05,46.251715374877676
11,1,loss,0.14370385313034056,0.12656918919086457,17.12426474993117,0.0015382091514766216,4.024989902973175e-05,46.26215120800771
11,4,loss,0.14823459374904632,0.12656918919086457,18.306569665903226,0.0013450419064611197,5.591707304120064e-05,46.352234582882375
11,0,loss,0.11733016383647919,0.12656918919086457,18.887787458952516,0.0011609999928623438,2.7833040803670883e-05,46.35308854212053
11,2,loss,0.12017295968532563,0.11733016383647919,16.49651849991642,0.002366625005379319,0.00011599995195865631,47.15130675002001
11,3,loss,0.11913240301609039,0.11733016383647919,18.117583707906306,0.14908362505957484,7.27078877389431e-05,47.15151625010185
12,2,loss,0.1281060415506363,0.11733016383647919,18.96853758394718,0.0012222498189657927,3.008381463587284e-05,43.98061566706747
12,4,loss,0.10651505279541015,0.11733016383647919,16.871468416182324,0.07477220892906189,0.0002671252004802227,44.93203566619195
12,1,loss,0.10454837137460708,0.10651505279541015,17.20452095894143,0.002377584110945463,6.55842013657093e-05,45.600482458947226
12,3,loss,0.11304417759180069,0.10454837137460708,18.373217874905095,0.0013916250318288803,6.991694681346416e-05,45.603510834043846
12,0,loss,0.1104336765408516,0.10454837137460708,18.044720915844664,0.047512165969237685,8.65831971168518e-05,45.60387412505224
13,4,loss,0.12073447120189666,0.10454837137460708,16.340899457922205,0.013001790968701243,0.0004987078718841076,47.09376920899376
13,3,loss,0.10133167278766632,0.10454837137460708,18.725542291998863,0.0012035421095788479,0.00010704202577471733,47.19284491590224
13,1,loss,0.09342642062902451,0.10133167278766632,19.37128850002773,0.001134917140007019,4.154210910201073e-05,47.19396341708489
13,2,loss,0.09954353559017182,0.09342642062902451,18.130936541827396,0.0013683331198990345,3.63329891115427e-05,47.23955062497407
13,0,loss,0.10234639710187912,0.09342642062902451,16.943499458022416,0.0013276671525090933,5.8582983911037445e-05,47.27328804205172
14,0,loss,0.11884611183404922,0.09342642062902451,20.4600939580705,0.0010557081550359726,2.7708010748028755e-05,46.72064850013703
14,3,loss,0.09200970703363419,0.09342642062902451,19.853110750205815,0.00149508286267519,2.945796586573124e-05,46.93532937485725
14,4,loss,0.14349383962154388,0.09200970703363419,19.330622917041183,0.08144829096272588,0.00016420800238847733,47.80577129102312
14,1,loss,0.08600473719835282,0.09200970703363419,18.02717220899649,0.003387667005881667,0.0002388330176472664,47.80774033302441
14,2,loss,0.08579838877916336,0.08600473719835282,19.852495084051043,0.001847167033702135,3.854092210531235e-05,48.17094504204579
15,0,loss,0.11516597628593445,0.08579838877916336,17.892011375166476,0.0017048330046236515,3.6167213693261147e-05,43.11657370906323
15,1,loss,0.07950227224826813,0.08579838877916336,19.057705292012542,0.0011772499419748783,4.7999899834394455e-05,44.979456041008234
15,4,loss,0.08798471665382385,0.07950227224826813,17.617331916000694,0.10479300003498793,0.000137584051117301,44.97902166703716
15,2,loss,0.0799874678850174,0.07950227224826813,18.476671333191916,0.001101332949474454,2.8999987989664078e-05,45.7803887501359
15,3,loss,0.08432666462659835,0.07950227224826813,16.69405004195869,0.0033264581579715014,0.00015812483616173267,45.780070499982685
16,4,loss,0.07553646987676621,0.07950227224826813,18.2229348749388,0.0010620418470352888,3.150012344121933e-05,43.047322833910584
16,1,loss,0.07559446376562119,0.07553646987676621,19.42173658288084,0.0015519580338150263,3.7125078961253166e-05,44.32372941612266
16,0,loss,0.07619141054153443,0.07553646987676621,18.83889687503688,0.11217670910991728,0.00013541686348617077,44.32329500000924
16,2,loss,0.07543963140249252,0.07553646987676621,17.992003082996234,0.02533191698603332,9.012501686811447e-05,45.21111849998124
16,3,loss,0.07343566244840621,0.07543963140249252,17.222625540802255,0.08233829215168953,0.0001757082063704729,45.58495212486014
17,1,loss,0.07257076466083527,0.07343566244840621,19.000616292003542,0.003238457953557372,5.88749535381794e-05,45.48043195810169
17,4,loss,0.07008351343870163,0.07257076466083527,18.40563904098235,0.012389709008857608,6.466591730713844e-05,46.57848112494685
17,0,loss,0.0640127147436142,0.07008351343870163,20.17826920817606,0.0034224579576402903,3.162515349686146e-05,46.66418854193762
17,3,loss,0.06898941004276275,0.0640127147436142,20.18149683298543,0.0010997499339282513,1.8666964024305344e-05,46.73841587500647
17,2,loss,0.0643362808227539,0.0640127147436142,17.805117249954492,0.003265208099037409,0.00034770905040204525,46.96041833399795
18,0,loss,0.06240733194351196,0.0640127147436142,19.10731720807962,0.025263624964281917,0.00010012486018240452,45.64590483321808
18,2,loss,0.06118684273958206,0.06240733194351196,20.429615792119876,0.001434125006198883,9.291106835007668e-06,45.653443000046536
18,4,loss,0.06394362193346023,0.06118684273958206,20.429120916873217,0.0018688328564167023,1.6707926988601685e-05,45.68859433289617
18,1,loss,0.0629439867734909,0.06118684273958206,19.069949875120074,0.061190583975985646,0.00015949993394315243,46.05014262511395
18,3,loss,0.061307083547115324,0.06118684273958206,20.42435991601087,0.00556725007481873,5.2999937906861305e-05,46.05058716703206
19,0,loss,0.05889316523075104,0.06118684273958206,16.304213166004047,0.048344166949391365,0.00023941602557897568,45.26961483294144
19,2,loss,0.0662940348982811,0.05889316523075104,18.726358792046085,0.0012060420121997595,3.004097379744053e-05,45.271458291914314
19,3,loss,0.07370409661531449,0.05889316523075104,18.103642374975607,0.0011056659277528524,3.716698847711086e-05,45.27206391701475
19,1,loss,0.07281865006685256,0.05889316523075104,17.14314345899038,0.3607880831696093,6.504193879663944e-05,45.272252541966736
19,4,loss,0.05576652801036835,0.05889316523075104,17.50690224999562,0.0015711670275777578,6.65830448269844e-05,45.2719134578947
