round,ground_truth,fused_pred,fused_correct,loss,correct_percentage,agent0_hw,agent1_hw,agent0_pred,agent0_correct,agent1_pred,agent1_correct
169,3,3,1,1.3636,15.88%,0.9616366624832153,0.038363322615623474,3,1,3,1
170,27,3,0,1.9628,15.79%,0.9641844630241394,0.03581554442644119,27,1,17,0
171,10,10,1,3.2532,16.28%,0.9692116975784302,0.03078833781182766,10,1,25,0
172,26,13,0,2.8146,16.18%,0.9694530367851257,0.030546940863132477,26,1,26,1
173,23,3,0,2.7386,16.09%,0.9699121117591858,0.030087903141975403,23,1,23,1
174,8,8,1,2.1333,16.57%,0.9693841934204102,0.030615804716944695,8,1,8,1
175,6,15,0,3.3594,16.48%,0.970868706703186,0.029131261631846428,6,1,3,0
176,0,0,1,1.3982,16.95%,0.970867395401001,0.029132623225450516,0,1,0,1
177,9,17,0,2.9904,16.85%,0.9709227085113525,0.029077323153614998,9,1,9,1
178,18,9,0,3.3505,16.76%,0.9723014831542969,0.027698511257767677,18,1,18,1
179,2,10,0,2.6678,16.67%,0.9726005792617798,0.027399426326155663,2,1,2,1
180,17,3,0,3.8092,16.57%,0.9727492928504944,0.02725071832537651,17,1,17,1
181,5,5,1,2.3680,17.03%,0.9729786515235901,0.027021333575248718,5,1,5,1
182,6,15,0,2.9374,16.94%,0.973258912563324,0.026741070672869682,6,1,6,1
183,2,10,0,2.4014,16.85%,0.9732692241668701,0.026730770245194435,2,1,2,1
184,15,15,1,2.2881,17.30%,0.9734944701194763,0.026505516842007637,15,1,15,1
185,17,3,0,3.6079,17.20%,0.974195122718811,0.025804877281188965,17,1,17,1
186,6,15,0,3.3073,17.11%,0.9748101830482483,0.02518981695175171,6,1,6,1
187,13,26,0,2.4156,17.02%,0.9747803211212158,0.025219690054655075,13,1,13,1
188,21,21,1,1.4416,17.46%,0.9747780561447144,0.025221941992640495,21,1,21,1
189,17,3,0,3.4718,17.37%,0.9747889041900635,0.025211112573742867,17,1,17,1
190,0,0,1,1.4556,17.80%,0.974787712097168,0.025212274864315987,0,1,0,1
191,25,17,0,3.1173,17.71%,0.9748275876045227,0.025172395631670952,25,1,25,1
192,27,27,1,2.0088,18.13%,0.9750506281852722,0.024949420243501663,27,1,27,1
193,21,21,1,1.3725,18.56%,0.9750533699989319,0.024946600198745728,21,1,21,1
194,25,9,0,3.0143,18.46%,0.9758493304252625,0.02415066584944725,25,1,25,1
195,4,10,0,2.7720,18.37%,0.9758872389793396,0.024112774059176445,4,1,4,1
196,7,5,0,3.1111,18.27%,0.977273166179657,0.02272678352892399,7,1,14,0
197,1,1,1,1.7627,18.69%,0.977285623550415,0.0227144043892622,1,1,1,1
198,0,0,1,1.3472,19.10%,0.9772821664810181,0.022717848420143127,0,1,0,1
199,2,2,1,2.3191,19.50%,0.9774643778800964,0.022535651922225952,2,1,2,1
200,3,3,1,1.3487,19.90%,0.9788985848426819,0.021101446822285652,3,1,3,1
201,10,10,1,1.6831,20.30%,0.9789053201675415,0.0210946686565876,10,1,10,1
202,5,5,1,2.2844,20.69%,0.979112982749939,0.020887015387415886,5,1,5,1
203,25,17,0,2.7375,20.59%,0.9795889854431152,0.02041100151836872,25,1,25,1
204,5,5,1,2.2081,20.98%,0.9798873662948608,0.02011260949075222,5,1,5,1
205,2,2,1,2.0140,21.36%,0.9799556732177734,0.02004435658454895,2,1,2,1
206,4,4,1,2.4312,21.74%,0.9805513024330139,0.019448675215244293,4,1,4,1
207,21,21,1,1.1390,22.12%,0.9805599451065063,0.019440092146396637,21,1,21,1
208,23,3,0,2.2562,22.01%,0.9806675314903259,0.019332509487867355,23,1,23,1
209,13,26,0,2.3035,21.90%,0.9806233048439026,0.019376708194613457,13,1,13,1
210,0,0,1,1.1695,22.27%,0.9806233048439026,0.019376704469323158,0,1,0,1
211,5,5,1,1.9810,22.64%,0.9805273413658142,0.019472632557153702,5,1,5,1
212,7,5,0,2.2662,22.54%,0.9805809259414673,0.019419049844145775,7,1,7,1
213,13,26,0,2.1698,22.43%,0.9814317226409912,0.018568282946944237,13,1,11,0
214,15,3,0,2.3143,22.33%,0.981846034526825,0.01815398782491684,15,1,15,1
215,14,17,0,3.0831,22.22%,0.9821105599403381,0.017889447510242462,14,1,14,1
216,21,21,1,1.0822,22.58%,0.9821155071258545,0.01788451336324215,21,1,21,1
217,5,5,1,1.7907,22.94%,0.9822896122932434,0.017710357904434204,5,1,5,1
218,0,0,1,1.2562,23.29%,0.9822850227355957,0.017714962363243103,0,1,0,1
219,11,1,0,2.9517,23.18%,0.982771635055542,0.01722835749387741,11,1,11,1
220,21,21,1,1.0252,23.53%,0.9829409122467041,0.0170590803027153,21,1,21,1
221,9,17,0,3.5186,23.42%,0.9832337498664856,0.01676623336970806,9,1,9,1
222,11,27,0,3.3713,23.32%,0.9843860268592834,0.01561396848410368,11,1,20,0
223,22,21,0,3.4669,23.21%,0.9853748083114624,0.014625174924731255,22,1,18,0
224,12,5,0,3.8288,23.11%,0.985298216342926,0.014701776206493378,12,1,12,1
225,17,3,0,2.9902,23.01%,0.985723078250885,0.0142769580706954,17,1,17,1
226,26,5,0,2.6921,22.91%,0.9862377643585205,0.013762248679995537,26,1,26,1
227,15,15,1,1.9306,23.25%,0.9863904118537903,0.013609529472887516,15,1,15,1
228,18,3,0,2.7790,23.14%,0.9864575266838074,0.01354246586561203,18,1,18,1
229,21,21,1,0.9219,23.48%,0.986757218837738,0.013242782093584538,21,1,21,1
230,24,24,1,1.8625,23.81%,0.9867573380470276,0.013242670334875584,24,1,24,1
231,25,9,0,2.7399,23.71%,0.9873778223991394,0.012622199021279812,25,1,22,0
232,4,4,1,3.1293,24.03%,0.9883006811141968,0.011699337512254715,4,1,13,0
233,25,17,0,2.5195,23.93%,0.9883933067321777,0.011606679297983646,25,1,25,1
234,0,0,1,0.9814,24.26%,0.9883260130882263,0.011673972010612488,0,1,0,1
235,20,13,0,3.4946,24.15%,0.9902842044830322,0.009715757332742214,20,1,26,0
236,24,24,1,1.7910,24.47%,0.9902857542037964,0.009714280255138874,24,1,24,1
237,8,0,0,2.1174,24.37%,0.9903004765510559,0.009699545800685883,8,1,8,1
238,5,5,1,1.4592,24.69%,0.9902423024177551,0.009757665917277336,5,1,5,1
239,4,10,0,2.4622,24.58%,0.9925473928451538,0.007452594116330147,4,1,22,0
240,13,26,0,2.0621,24.48%,0.9926227331161499,0.007377251982688904,13,1,13,1
241,17,3,0,2.2759,24.38%,0.9929446578025818,0.007055323105305433,17,1,9,0
242,22,21,0,2.7699,24.28%,0.9929800629615784,0.007019934244453907,22,1,22,1
243,7,5,0,2.0699,24.18%,0.9929801821708679,0.0070197926834225655,7,1,7,1
244,13,13,1,1.9803,24.49%,0.993003249168396,0.006996742449700832,13,1,13,1
245,14,5,0,2.8168,24.39%,0.9929264783859253,0.007073508109897375,14,1,14,1
246,3,3,1,1.2493,24.70%,0.9929662346839905,0.007033732254058123,3,1,3,1
247,7,5,0,1.9740,24.60%,0.9929633736610413,0.007036660797894001,7,1,7,1
248,8,0,0,1.9233,24.50%,0.9929730892181396,0.007026887033134699,8,1,8,1
249,24,24,1,1.6798,24.80%,0.9929730892181396,0.007026881445199251,24,1,24,1
250,13,13,1,1.7729,25.10%,0.9929829239845276,0.00701709883287549,13,1,13,1
251,15,15,1,1.7314,25.40%,0.9930358529090881,0.0069641531445086,15,1,15,1
252,10,10,1,1.6132,25.69%,0.9930754899978638,0.006924489047378302,10,1,10,1
253,17,27,0,2.8839,25.59%,0.9933630228042603,0.006636970676481724,17,1,27,0
254,2,2,1,1.9398,25.88%,0.9936566948890686,0.006343302316963673,2,1,2,1
255,1,1,1,1.7524,26.17%,0.9935272932052612,0.006472710054367781,1,1,1,1
256,9,17,0,2.9532,26.07%,0.9935956597328186,0.006404330488294363,9,1,9,1
257,7,5,0,2.1629,25.97%,0.9939419627189636,0.006058087572455406,7,1,7,1
258,3,3,1,1.1539,26.25%,0.9940375089645386,0.005962514318525791,3,1,3,1
259,7,7,1,1.6530,26.54%,0.9940164685249329,0.005983586888760328,7,1,7,1
260,24,24,1,1.5960,26.82%,0.9940216541290283,0.005978311877697706,24,1,24,1
261,11,1,0,2.5278,26.72%,0.9940505623817444,0.005949431098997593,11,1,11,1
262,20,20,1,2.4060,27.00%,0.9942290186882019,0.0057709673419594765,20,1,20,1
263,21,21,1,0.7924,27.27%,0.9942339658737183,0.005766053218394518,21,1,21,1
264,7,7,1,1.5339,27.55%,0.9942212104797363,0.005778737831860781,7,1,7,1
265,4,4,1,2.1832,27.82%,0.9942584037780762,0.005741646513342857,4,1,4,1
266,10,10,1,1.3385,28.09%,0.9942725896835327,0.005727453622967005,10,1,10,1
267,9,17,0,2.8761,27.99%,0.9942380785942078,0.005761873908340931,9,1,9,1
268,1,1,1,1.6208,28.25%,0.9942941665649414,0.005705791991204023,1,1,1,1
269,17,3,0,2.6921,28.15%,0.9942635297775269,0.005736488848924637,17,1,17,1
270,23,23,1,1.9225,28.41%,0.9943928718566895,0.005607145838439465,23,1,23,1
271,10,4,0,2.0957,28.31%,0.995215892791748,0.004784143064171076,10,1,20,0
272,27,27,1,1.8817,28.57%,0.9952089786529541,0.0047910455614328384,27,1,27,1
273,16,16,1,1.5084,28.83%,0.9952170252799988,0.004782998468726873,16,1,16,1
274,21,21,1,0.7447,29.09%,0.995216965675354,0.004783046431839466,21,1,21,1
275,26,13,0,2.3765,28.99%,0.9952163100242615,0.004783683456480503,26,1,26,1
276,25,17,0,2.3699,28.88%,0.9953758120536804,0.004624185152351856,25,1,25,1
277,16,16,1,1.4736,29.14%,0.9953861236572266,0.004613891243934631,16,1,16,1
278,17,3,0,2.5430,29.03%,0.9953773021697998,0.004622668493539095,17,1,17,1
279,7,7,1,1.1676,29.29%,0.9953474402427673,0.004652589559555054,7,1,7,1
280,0,0,1,1.0463,29.54%,0.9953358769416809,0.004664113745093346,0,1,0,1
281,17,3,0,2.4405,29.43%,0.9953339099884033,0.004666144028306007,17,1,17,1
282,27,3,0,1.8735,29.33%,0.9955054521560669,0.004494518041610718,27,1,17,0
283,10,21,0,3.7207,29.23%,0.9958150386810303,0.004184985999017954,10,1,18,0
284,4,27,0,2.4724,29.12%,0.9962427616119385,0.0037572470027953386,4,1,3,0
285,2,2,1,2.0736,29.37%,0.996860682964325,0.0031393037643283606,2,1,22,0
286,14,17,0,2.9639,29.27%,0.9968693256378174,0.003130715573206544,14,1,14,1
287,5,5,1,1.3562,29.51%,0.9968454837799072,0.00315451598726213,5,1,5,1
288,8,0,0,2.4726,29.41%,0.9970042705535889,0.0029957271181046963,8,1,12,0
289,7,7,1,1.1005,29.66%,0.9970046281814575,0.0029953685589134693,7,1,7,1
290,5,5,1,1.3739,29.90%,0.9970108866691589,0.002989132422953844,5,1,5,1
291,19,3,0,2.4901,29.79%,0.9970114231109619,0.0029885610565543175,19,1,19,1
292,19,4,0,3.5595,29.69%,0.9974604845046997,0.0025395071133971214,19,1,22,0
293,16,16,1,1.1444,29.93%,0.9974611401557922,0.002538849599659443,16,1,16,1
294,2,2,1,1.5712,30.17%,0.9975364208221436,0.002463599434122443,2,1,2,1
295,23,23,1,2.5920,30.41%,0.9978296756744385,0.0021703499369323254,23,1,19,0
296,4,4,1,1.9910,30.64%,0.997896671295166,0.0021033072844147682,4,1,4,1
297,23,23,1,2.0306,30.87%,0.9980230927467346,0.001976914471015334,23,1,18,0
298,11,8,0,2.4729,30.77%,0.9983136057853699,0.0016863461351022124,11,1,15,0
299,16,16,1,1.1322,31.00%,0.9983183741569519,0.0016816577408462763,16,1,16,1
300,13,13,1,1.8023,31.23%,0.9983899593353271,0.0016100185457617044,13,1,13,1
301,3,3,1,1.5913,31.46%,0.9985104203224182,0.0014895547647029161,3,1,20,0
302,8,8,1,1.8953,31.68%,0.9985570311546326,0.0014429612783715129,8,1,8,1
303,3,3,1,1.2292,31.91%,0.9988974928855896,0.0011025266721844673,3,1,11,0
304,3,21,0,1.6528,31.80%,0.9989961385726929,0.001003896351903677,3,1,21,0
305,1,1,1,1.5305,32.03%,0.9989807605743408,0.0010192216141149402,1,1,1,1
306,21,21,1,0.7001,32.25%,0.9989808797836304,0.0010191219625994563,21,1,21,1
307,7,7,1,0.9342,32.47%,0.9989842176437378,0.001015805290080607,7,1,7,1
308,15,15,1,1.7850,32.69%,0.998984158039093,0.0010158075019717216,15,1,15,1
309,10,10,1,1.7122,32.90%,0.9989991784095764,0.0010008490644395351,10,1,10,1
310,15,15,1,1.8440,33.12%,0.9989960789680481,0.0010039100889116526,15,1,15,1
311,26,13,0,2.1983,33.01%,0.9989947080612183,0.0010053081205114722,26,1,26,1
312,26,17,0,2.4655,32.91%,0.9988937377929688,0.0011062441626563668,9,0,26,1
313,26,13,0,2.1169,32.80%,0.9988936185836792,0.0011063875863328576,26,1,26,1
314,1,1,1,1.4966,33.02%,0.9988636374473572,0.0011364076053723693,1,1,1,1
