round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs,p_b0_gt,p_m1_gt,loss_b0,loss_m1,pi0,pi1,m1_conf_top1,m1_margin
25,9,9,9,0.6016983389854431,0.3983016610145569,9,1,9,1,0.5721458792686462,0.5049036145210266,0.2929137051105499,0.6833877302579113,1.2278772351521319,0.8719243407249451,0.1280757039785385,0.2929137051105499,0.15578679740428925
26,5,5,5,0.5857464671134949,0.4142535626888275,5,1,5,1,0.9168216586112976,0.6399506330490112,0.2058185189962387,0.44636424146446296,1.5807604742261674,0.6227843165397644,0.377215713262558,0.2058185189962387,0.09655868262052536
27,27,9,27,0.5765997171401978,0.42340025305747986,9,0,9,0,0.17208190262317657,0.3765922486782074,0.19616205990314484,0.9765922453442257,1.6288141251518615,0.04429669305682182,0.9557032585144043,0.5431938767433167,0.3470318168401718
28,14,14,14,0.5306993126869202,0.46930065751075745,14,1,14,1,0.9700685143470764,0.7622184753417969,0.4263783097267151,0.27152205134284424,0.852428275795085,0.49014896154403687,0.5098509788513184,0.4263783097267151,0.22982658445835114
29,11,20,11,0.5272707343101501,0.47272926568984985,11,1,20,0,0.8267486095428467,0.31131863594055176,0.10255768895149231,1.1669383384354588,2.277329819687958,0.7112076878547668,0.28879231214523315,0.11801990866661072,0.009753011167049408
30,14,9,14,0.5250714421272278,0.47492852807044983,14,1,9,0,0.06038668379187584,0.4625297784805298,0.29621073603630066,0.7710443381984923,1.2166841319028725,0.41320303082466125,0.5867968797683716,0.3400259017944336,0.043815165758132935
31,24,24,10,0.47612348198890686,0.5238765478134155,24,1,24,1,0.5302127599716187,0.6364556550979614,0.5040854811668396,0.45184053332852997,0.6850094198023923,0.3908827304840088,0.6091172695159912,0.5040854811668396,0.346406951546669
32,23,18,23,0.4908944070339203,0.5091055631637573,23,1,18,0,0.7582131624221802,0.377475380897522,0.09642079472541809,0.974249928585229,2.3390333877090486,0.45460566878318787,0.5453943610191345,0.11904335021972656,0.02262255549430847
33,18,18,22,0.4884600341320038,0.5115399956703186,18,1,18,1,0.32153621315956116,0.3578382134437561,0.2623811364173889,1.0276743124819119,1.3379571131495596,0.3967023491859436,0.6032976508140564,0.2623811364173889,0.037327468395233154
34,2,2,2,0.5094281435012817,0.49057185649871826,2,1,2,1,0.9982056021690369,0.9024733304977417,0.32906514406204224,0.1026161399067545,1.1114995415498132,0.48337143659591675,0.5166285634040833,0.32906514406204224,0.18272534012794495
35,22,22,22,0.507911741733551,0.49208828806877136,22,1,22,1,0.8601040244102478,0.6757700443267822,0.2545081377029419,0.3919024319247184,1.368422468245618,0.4722730219364166,0.5277270078659058,0.2545081377029419,0.11070436239242554
36,0,0,0,0.5189841389656067,0.4810158610343933,0,1,0,1,0.9999997019767761,0.9983713030815125,0.7845340967178345,0.0016300246871980755,0.2426652447607601,0.4543609917163849,0.5456389784812927,0.7845340967178345,0.7542395200580359
37,2,2,2,0.5189536809921265,0.4810463488101959,2,1,2,1,0.9995468854904175,0.9348490238189697,0.3624413311481476,0.06737023458280225,1.014892662894299,0.4903602600097656,0.5096397399902344,0.3624413311481476,0.26983457058668137
38,4,4,4,0.5178780555725098,0.48212191462516785,4,1,4,1,0.9979420304298401,0.9378595948219299,0.48088985681533813,0.06415502687083974,0.7321170230080103,0.40741053223609924,0.5925894975662231,0.48088985681533813,0.3685753867030144
39,10,10,10,0.5165634155273438,0.48343658447265625,10,1,10,1,0.9702109694480896,0.7787110209465027,0.33283019065856934,0.2501152634924114,1.100122857026528,0.44004616141319275,0.5599538683891296,0.33283019065856934,0.18682564795017242
40,25,25,25,0.5155735611915588,0.4844264090061188,25,1,25,1,0.991773247718811,0.8802183270454407,0.27480071783065796,0.1275853033660578,1.291709106444276,0.5026346445083618,0.4973653554916382,0.27480071783065796,0.04863889515399933
41,3,3,10,0.5171620845794678,0.4828379154205322,3,1,3,1,0.028725679963827133,0.4547041356563568,0.26911190152168274,0.7881083228409692,1.3126279950935527,0.7061442732810974,0.2938557267189026,0.26911190152168274,0.15752466022968292
42,7,7,7,0.5737184882164001,0.42628148198127747,7,1,7,1,0.988288164138794,0.869468629360199,0.556495726108551,0.1398730247803518,0.5860957882447239,0.34630295634269714,0.6536970734596252,0.556495726108551,0.4559348076581955
43,25,26,22,0.5706057548522949,0.4293942451477051,25,1,22,0,0.2665790617465973,0.2750081419944763,0.09252135455608368,1.2909545745012108,2.380315801042072,0.5598742961883545,0.4401256740093231,0.19792112708091736,0.08824462443590164
44,17,4,14,0.5584595799446106,0.4415404200553894,14,0,14,0,0.0697108805179596,0.05332806706428528,0.07224145531654358,2.9312924998364367,2.6277412244984806,0.7455863952636719,0.2544136643409729,0.26830244064331055,0.15597239881753922
45,2,2,2,0.5773754119873047,0.4226245880126953,2,1,2,1,0.8213096261024475,0.6734713912010193,0.2747226655483246,0.39530976183493644,1.2919931790978485,0.31370800733566284,0.6862920522689819,0.2747226655483246,0.12323082983493805
46,26,26,26,0.567768394947052,0.432231605052948,26,1,26,1,0.9999913573265076,0.9937927722930908,0.66612708568573,0.0062265726386221566,0.4062748072975011,0.45068463683128357,0.5493154525756836,0.66612708568573,0.6185175888240337
47,4,4,4,0.5679145455360413,0.43208545446395874,4,1,4,1,0.9982067346572876,0.921920895576477,0.5272186398506165,0.08129585566107529,0.6401399401013017,0.5369786024093628,0.4630213677883148,0.5272186398506165,0.4468999132514
48,5,5,5,0.5662006139755249,0.4337994158267975,5,1,5,1,0.9864041209220886,0.8607603311538696,0.45719489455223083,0.14993917433321605,0.7826455138949789,0.5384246110916138,0.46157538890838623,0.45719489455223083,0.31526681780815125
49,5,7,5,0.5633131861686707,0.43668678402900696,5,1,7,0,0.12731200456619263,0.2663193941116333,0.15422050654888153,1.3230589607568812,1.8693718399965311,0.3086796700954437,0.6913203001022339,0.1731593757867813,0.01893886923789978
50,1,1,1,0.5343658924102783,0.4656341075897217,1,1,1,1,0.9988827705383301,0.9537474513053894,0.38023802638053894,0.04735636867496809,0.9669578371470938,0.4422300159931183,0.5577699542045593,0.38023802638053894,0.2463267743587494
51,8,8,8,0.5353075861930847,0.4646924138069153,8,1,8,1,0.861012876033783,0.6415976881980896,0.18231378495693207,0.44379382561885244,1.7020259832779332,0.5396011471748352,0.46039879322052,0.18231378495693207,0.046948209404945374
52,0,0,0,0.5283520817756653,0.4716479480266571,0,1,0,1,0.9968792200088501,0.9192811250686646,0.3921596109867096,0.08416330017498302,0.9360863511787814,0.4212208688259125,0.5787792205810547,0.3921596109867096,0.2939264699816704
53,17,17,17,0.5262874364852905,0.4737125635147095,17,1,17,1,0.9178791046142578,0.7100992202758789,0.32387596368789673,0.34235057184302475,1.127394664610977,0.4192045331001282,0.5807954668998718,0.32387596368789673,0.23146814107894897
54,10,10,10,0.5342583656311035,0.4657416045665741,10,1,10,1,0.9115670323371887,0.7209154367446899,0.24570873379707336,0.32723343464412796,1.4036084534971336,0.5188350677490234,0.4811650216579437,0.24570873379707336,0.1506233736872673
55,2,2,2,0.5449174642562866,0.455082505941391,2,1,2,1,0.9985095262527466,0.9278019666671753,0.44592177867889404,0.07493696695648458,0.8076117264717079,0.43719056248664856,0.562809407711029,0.44592177867889404,0.32966943085193634
56,21,21,21,0.5448745489120483,0.4551254212856293,21,1,21,1,0.9999857544898987,0.9947468638420105,0.7776935696601868,0.005266982389784341,0.2514227017220234,0.56978440284729,0.43021562695503235,0.7776935696601868,0.7363374456763268
57,12,6,12,0.5449798107147217,0.4550202190876007,12,1,12,1,0.019868111237883568,0.44882139563560486,0.17261601984500885,0.8011302529251119,1.7566856897788408,0.24159206449985504,0.7584078907966614,0.17261601984500885,0.006192043423652649
58,27,9,27,0.4906045198440552,0.5093954801559448,27,1,9,0,0.7526567578315735,0.6924965381622314,0.311970591545105,0.36745203997684783,1.1648463534834599,0.15137527883052826,0.8486247658729553,0.4400651752948761,0.12809458374977112
59,14,14,14,0.48248091340065,0.5175191164016724,14,1,14,1,0.763805091381073,0.43735912442207336,0.21605278551578522,0.8270006263590001,1.5322325237653676,0.4573743939399719,0.5426256060600281,0.21605278551578522,0.0919405147433281
60,21,21,21,0.47774505615234375,0.5222549438476562,21,1,21,1,0.9998443126678467,0.978742778301239,0.5878934264183044,0.021486410196055218,0.5312095950987568,0.5525048971176147,0.4474950432777405,0.5878934264183044,0.5347494594752789
61,7,7,7,0.4781317114830017,0.5218682885169983,7,1,7,1,0.8972553014755249,0.7180415391921997,0.484458327293396,0.3312278575792593,0.7247238631288777,0.37308138608932495,0.6269186735153198,0.484458327293396,0.38297653943300247
62,5,12,5,0.4725014865398407,0.5274985432624817,5,1,5,1,0.1982511579990387,0.47304069995880127,0.2919044494628906,0.7485738477674583,1.2313287581313892,0.8138711452484131,0.18612885475158691,0.2919044494628906,0.15654055774211884
63,16,6,16,0.44526126980781555,0.5547387599945068,16,1,16,1,0.2310032844543457,0.5445293188095093,0.321882039308548,0.60783349267855,1.133570138106815,0.6513811945915222,0.3486187756061554,0.321882039308548,0.14928166568279266
64,17,26,17,0.4206746816635132,0.5793253183364868,17,1,17,1,0.381907194852829,0.526479959487915,0.2903333306312561,0.6415420117832297,1.2367256001045541,0.6503751873970032,0.34962478280067444,0.2903333306312561,0.1840170994400978
65,23,23,23,0.40198662877082825,0.5980133414268494,23,1,23,1,0.9575986862182617,0.6785908937454224,0.1822609007358551,0.3877368459006153,1.7023160978883176,0.34660807251930237,0.65339195728302,0.1822609007358551,0.03211352229118347
66,8,8,8,0.40782687067985535,0.592173159122467,8,1,8,1,0.9000933170318604,0.7652994990348816,0.40461820363998413,0.26748801976613407,0.9048113635651254,0.28175196051597595,0.7182480096817017,0.40461820363998413,0.23782040178775787
67,14,27,14,0.41325491666793823,0.5867450833320618,14,1,14,1,0.37452298402786255,0.6530188322067261,0.4476129710674286,0.4261493106013026,0.8038263238145033,0.71871018409729,0.28128981590270996,0.4476129710674286,0.20604586601257324
68,25,25,25,0.3962891399860382,0.6037108302116394,25,1,25,1,0.9995039701461792,0.9580454230308533,0.527431845664978,0.04286008769808905,0.6397356245101288,0.3971998691558838,0.6028001308441162,0.527431845664978,0.3805443197488785
69,27,27,9,0.3968336582183838,0.6031663417816162,9,0,9,0,0.36255934834480286,0.4459761679172516,0.23632900416851044,0.8074897635528953,1.4425303593316918,0.7383104562759399,0.26168960332870483,0.4434202313423157,0.20709122717380524
70,8,5,8,0.4112337827682495,0.5887662172317505,8,1,5,0,0.24042589962482452,0.42853671312332153,0.12657871842384338,0.8473788663803502,2.066890884320113,0.454891175031662,0.5451088547706604,0.207740917801857,0.08116219937801361
71,22,22,19,0.38947370648384094,0.6105262637138367,22,1,22,1,0.38634181022644043,0.46251651644706726,0.22426731884479523,0.771073011430386,1.4949165509481956,0.22434507310390472,0.7756549119949341,0.22426731884479523,0.10084795951843262
72,14,12,14,0.4119185507297516,0.588081419467926,14,1,14,1,0.0023095307406038046,0.5697706937789917,0.38345202803611755,0.562521290710326,0.9585407558659239,0.7396182417869568,0.2603817582130432,0.38345202803611755,0.2474890649318695
73,6,3,6,0.31302526593208313,0.6869747042655945,6,1,3,0,0.745486855506897,0.7320380806922913,0.25256145000457764,0.31192274357028804,1.3761006935207472,0.6835569143295288,0.3164430856704712,0.3183179795742035,0.06575652956962585
74,2,2,25,0.306461900472641,0.6935381293296814,25,0,25,0,0.591265082359314,0.12160366028547287,0.1085648238658905,2.106988208871248,2.2204078294216307,0.6556469202041626,0.3443531095981598,0.22775302827358246,0.11918820440769196
75,26,17,26,0.34918516874313354,0.6508148312568665,26,1,17,0,0.11068557947874069,0.5749557018280029,0.22413696348667145,0.5534622814516682,1.4954979698459734,0.2827110290527344,0.7172889113426208,0.2894060015678406,0.06526903808116913
76,14,17,14,0.315923273563385,0.684076726436615,14,1,14,1,0.25910770893096924,0.6302202343940735,0.4294069707393646,0.4616859422815611,0.8453501599958055,0.694070041179657,0.3059300184249878,0.4294069707393646,0.20245522260665894
77,0,0,0,0.298128604888916,0.701871395111084,0,1,0,1,0.9999997615814209,0.9994847774505615,0.8778241872787476,0.0005153553221831682,0.1303089476775132,0.7393523454666138,0.2606476843357086,0.8778241872787476,0.8641527164727449
78,11,11,4,0.2981146275997162,0.7018854022026062,4,0,4,0,0.29146498441696167,0.24834437668323517,0.14472392201423645,1.3929388803940659,1.9329273375558718,0.2394227534532547,0.7605772614479065,0.21200142800807953,0.06727750599384308
79,16,16,25,0.31925466656684875,0.6807453632354736,16,1,16,1,0.43152400851249695,0.4885903000831604,0.3184667229652405,0.7162309728255549,1.1442372899142863,0.5721784234046936,0.42782163619995117,0.3184667229652405,0.15399977564811707
80,3,21,6,0.33390012383461,0.6660998463630676,6,0,3,1,0.03521352261304855,0.25906726717948914,0.29875612258911133,1.3506675321639723,1.2081276819242863,0.39721575379371643,0.602784276008606,0.29875612258911133,0.15124408900737762
81,6,3,13,0.2894720137119293,0.7105280160903931,3,0,3,0,0.5490344166755676,0.3141421675682068,0.14936164021492004,1.1579096325840308,1.9013847981879173,0.5856104493141174,0.41438955068588257,0.30376219749450684,0.04711607098579407
82,15,15,11,0.28945815563201904,0.710541844367981,15,1,15,1,0.373945951461792,0.41419923305511475,0.1804080754518509,0.8814081816517381,1.7125339082099833,0.5386353135108948,0.46136474609375,0.1804080754518509,0.05126123130321503
83,7,7,7,0.3071076273918152,0.6928923726081848,7,1,7,1,0.950563371181488,0.7575737833976746,0.4313810467720032,0.27763434251674446,0.840763480224941,0.47212544083595276,0.5278745293617249,0.4313810467720032,0.3264603763818741
84,0,0,0,0.30283719301223755,0.6971628069877625,0,1,0,1,0.9999995231628418,0.9991472363471985,0.8543499112129211,0.0008531274625691523,0.15741443701140295,0.43449315428733826,0.5655068159103394,0.8543499112129211,0.8348727840930223
85,16,16,16,0.30281299352645874,0.6971870064735413,16,1,16,1,0.9999877214431763,0.989223301410675,0.7508834004402161,0.010835187798849307,0.2865048983395608,0.3998109996318817,0.6001889705657959,0.7508834004402161,0.7287387400865555
86,11,15,11,0.3028469979763031,0.6971529722213745,11,1,11,1,0.6247562766075134,0.6646215915679932,0.17388160526752472,0.40853743552437766,1.7493806408618056,0.7034720778465271,0.2965278923511505,0.17388160526752472,0.05789946764707565
87,25,25,25,0.29173004627227783,0.7082699537277222,25,1,25,1,0.7582602500915527,0.5477803349494934,0.2171235829591751,0.6018809210277217,1.5272885808247783,0.4377681314945221,0.5622318387031555,0.2171235829591751,0.04190082848072052
88,19,5,19,0.3019979000091553,0.6980020999908447,19,1,5,0,0.1970953792333603,0.37694990634918213,0.15870444476604462,0.9756429747680646,1.840711644494495,0.3725734055042267,0.6274265646934509,0.1758939027786255,0.01718945801258087
89,4,4,22,0.27617108821868896,0.723828911781311,22,0,22,0,0.030074940994381905,0.2851424515247345,0.16648609936237335,1.254766393675499,1.7928434603599712,0.8118380308151245,0.18816198408603668,0.1990247666835785,0.03253866732120514
90,17,17,17,0.32062652707099915,0.6793735027313232,17,1,17,1,0.9038182497024536,0.7491229772567749,0.47387954592704773,0.28885212034856456,0.7468021120984356,0.5460387468338013,0.4539612829685211,0.47387954592704773,0.3728623390197754
91,16,16,11,0.317210853099823,0.682789146900177,16,1,16,1,0.5471058487892151,0.4711918830871582,0.29546722769737244,0.7524898728390592,1.2191973528637714,0.3098541498184204,0.6901458501815796,0.29546722769737244,0.19832664728164673
92,8,8,8,0.3335403800010681,0.6664596199989319,8,1,8,1,0.9864992499351501,0.8912698030471802,0.5066878795623779,0.11510808809270295,0.6798600871290216,0.29457902908325195,0.705420970916748,0.5066878795623779,0.3713150918483734
93,2,2,2,0.33222752809524536,0.6677724719047546,2,1,2,1,0.8583379983901978,0.6452970504760742,0.2774365544319153,0.43804452483015643,1.2821630046138657,0.3946595788002014,0.6053404211997986,0.2774365544319153,0.20368501543998718
94,6,6,21,0.3249909579753876,0.67500901222229,21,0,21,0,0.13024501502513885,0.3574950098991394,0.16675767302513123,1.0286338752695785,1.7912135801018525,0.5747138261795044,0.4252861738204956,0.3057096302509308,0.13895195722579956
95,3,3,3,0.3508657217025757,0.6491342782974243,3,1,3,1,0.9850383400917053,0.8318161964416504,0.5242235660552979,0.18414378030524753,0.6458370328742251,0.5463811159133911,0.45361894369125366,0.5242235660552979,0.3385603129863739
96,20,20,11,0.3534739017486572,0.6465260982513428,11,0,11,0,0.2166404128074646,0.39393484592437744,0.2376105636358261,0.9315697490327828,1.4371222327352096,0.9190557599067688,0.08094418793916702,0.3780471980571747,0.14043663442134857
97,5,10,5,0.37704840302467346,0.6229516267776489,5,1,5,1,0.0426984578371048,0.6266727447509766,0.443219393491745,0.46733081280258026,0.813690386627925,0.4580969214439392,0.5419030785560608,0.443219393491745,0.14414477348327637
98,14,14,9,0.3370684087276459,0.6629316210746765,14,1,14,1,0.7369499206542969,0.4387992322444916,0.3595270812511444,0.8237133002533046,1.02296577433515,0.7812173962593079,0.21878252923488617,0.3595270812511444,0.054611146450042725
99,14,14,14,0.3409517705440521,0.6590481996536255,14,1,14,1,0.9580895900726318,0.8714137077331543,0.6801621913909912,0.1376384347211739,0.3854239925011251,0.6471095681190491,0.3528904616832733,0.6801621913909912,0.5629638060927391
100,1,12,1,0.3369998633861542,0.6630001068115234,1,1,1,1,0.17135703563690186,0.6706629395484924,0.21753527224063873,0.3994885937793207,1.5253942703804018,0.6773034334182739,0.3226965665817261,0.21753527224063873,0.05331866443157196
101,9,9,9,0.3105663061141968,0.6894336938858032,9,1,9,1,0.9712165594100952,0.7565776109695435,0.3246293067932129,0.27895015885527674,1.1250713421077525,0.7167247533798218,0.2832752466201782,0.3246293067932129,0.21430684626102448
102,1,1,1,0.3115166127681732,0.6884834170341492,1,1,5,0,0.9593461751937866,0.7094972729682922,0.16801497340202332,0.34319862598591366,1.7837021761574923,0.5366095900535583,0.46339043974876404,0.213193878531456,0.04517890512943268
103,15,15,15,0.316793829202652,0.6832061409950256,15,1,15,1,0.8941365480422974,0.682551920413971,0.27089184522628784,0.381916680949868,1.306035632868032,0.29644784331321716,0.7035521864891052,0.27089184522628784,0.07422593235969543
104,4,1,12,0.3235616683959961,0.6764383316040039,12,0,12,0,0.2803208827972412,0.13590897619724274,0.08391327410936356,1.9957699099897426,2.477971464562577,0.39516809582710266,0.6048319339752197,0.08977838605642319,0.005865111947059631
105,9,14,9,0.3350663185119629,0.6649336814880371,9,1,9,1,0.5278946757316589,0.4121845066547394,0.31149986386299133,0.8862841981930316,1.1663563777916708,0.4135487377643585,0.5864512324333191,0.31149986386299133,0.09110142290592194
106,13,13,13,0.32679760456085205,0.673202395439148,13,1,13,1,0.9654388427734375,0.8050999045372009,0.4961942136287689,0.21678890424880753,0.7007878691612962,0.37196803092956543,0.6280319690704346,0.4961942136287689,0.32738788425922394
107,12,12,12,0.33029550313949585,0.6697044968605042,12,1,12,1,0.981370210647583,0.8850628733634949,0.31420016288757324,0.12209659314908493,1.1577250347407213,0.32728394865989685,0.6727160811424255,0.31420016288757324,0.12624818086624146
108,20,20,15,0.32710760831832886,0.6728923916816711,15,0,15,0,0.1888854056596756,0.38568785786628723,0.17733535170555115,0.9527268950353613,1.7297126965751537,0.8640556335449219,0.13594435155391693,0.3001497983932495,0.12281444668769836
109,24,24,4,0.35063621401786804,0.6493637561798096,24,1,24,1,0.0673479363322258,0.37162312865257263,0.2300436794757843,0.9898750332565804,1.4694860773254286,0.17888131737709045,0.8211187124252319,0.2300436794757843,0.04917801916599274
110,14,14,14,0.3890695869922638,0.6109303832054138,14,1,14,1,0.9989891052246094,0.9275814890861511,0.703217625617981,0.0751746295069167,0.3520888680533019,0.5340415239334106,0.46595844626426697,0.703217625617981,0.5974664688110352
111,10,10,10,0.38859257102012634,0.6114073991775513,10,1,10,1,0.9873586297035217,0.7896012663841248,0.2956832945346832,0.23622718703420612,1.2184663483604967,0.4099605679512024,0.5900394320487976,0.2956832945346832,0.1857210323214531
112,10,10,10,0.39357858896255493,0.6064214110374451,10,1,10,1,0.9991236329078674,0.9325964450836182,0.47854048013687134,0.06978270644917459,0.737014473680144,0.44133445620536804,0.5586654543876648,0.47854048013687134,0.4172014482319355
113,12,1,19,0.39491966366767883,0.6050803661346436,5,0,5,0,0.13084515929222107,0.1336412876844406,0.07249467819929123,2.0125960260682825,2.6242421239634313,0.41425612568855286,0.5857439041137695,0.21975798904895782,0.11782267689704895
114,27,27,9,0.41632571816444397,0.5836742520332336,27,1,9,0,0.13095392286777496,0.4097498059272766,0.16686326265335083,0.892208534995219,1.7905805884610222,0.8121417164802551,0.1878582090139389,0.3775825500488281,0.21059337258338928
115,15,15,15,0.45088866353034973,0.5491113662719727,15,1,15,1,0.9999994039535522,0.9971562027931213,0.8366698026657104,0.0028478484806458908,0.17832578732541327,0.38878801465034485,0.6112119555473328,0.8366698026657104,0.8142868429422379
116,19,5,19,0.45091837644577026,0.5490816235542297,19,1,5,0,0.2849159836769104,0.34684866666793823,0.15997353196144104,1.058866713275447,1.8327469026735679,0.3367229998111725,0.6632769107818604,0.2414131909608841,0.08143965899944305
117,5,5,5,0.4079999327659607,0.5920000672340393,5,1,5,1,0.9984789490699768,0.936366856098175,0.6145481467247009,0.06574793901724318,0.48686800198804747,0.46266934275627136,0.5373306274414062,0.6145481467247009,0.5639124065637589
118,16,0,16,0.40643310546875,0.59356689453125,16,1,16,1,0.02829277142882347,0.5872880220413208,0.436300665140152,0.5322399116193807,0.829423674351897,0.44263219833374023,0.5573678612709045,0.436300665140152,0.2530543804168701
119,1,6,1,0.36046355962753296,0.639536440372467,1,1,1,1,0.3676673173904419,0.631742537021637,0.22195948660373688,0.45927334596661407,1.5052604065396504,0.5217609405517578,0.4782390892505646,0.22195948660373688,0.14826618134975433
