round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs,p_b0_gt,p_m1_gt,loss_b0,loss_m1,pi0,pi1,m1_conf_top1,m1_margin
26,3,3,3,0.4493327736854553,0.5506672263145447,3,1,3,1,0.9382869005203247,0.7755656242370605,0.39821842312812805,0.25416267810558824,0.9207546224048819,0.5416929721832275,0.45830702781677246,0.39821842312812805,0.16278478503227234
27,17,17,17,0.45455202460289,0.5454479455947876,17,1,17,1,0.9178791046142578,0.6790704131126404,0.22042421996593475,0.3870304556032189,1.512201316788429,0.1302405446767807,0.8697594404220581,0.22042421996593475,0.09306082129478455
28,21,21,21,0.4624972641468048,0.5375027656555176,21,1,21,1,0.9999969601631165,0.9970213174819946,0.8653422594070435,0.0029831276220071926,0.144630174694132,0.5239202976226807,0.4760797917842865,0.8653422594070435,0.8305448964238167
29,7,12,26,0.46254876255989075,0.5374512672424316,26,0,6,0,0.18871276080608368,0.11308915913105011,0.05362873524427414,2.179578752522688,2.925670249254867,0.42172303795814514,0.578277051448822,0.09765468537807465,0.03649948909878731
30,12,12,12,0.446593701839447,0.553406298160553,12,1,12,1,0.9979731440544128,0.9428364038467407,0.38284745812416077,0.05886249618497072,0.960118650796852,0.3409997522830963,0.6590002775192261,0.38284745812416077,0.25784923881292343
31,8,26,8,0.44502532482147217,0.5549746751785278,8,1,8,1,0.22805380821228027,0.49880096316337585,0.2625958323478699,0.6955481342170617,1.337139187963412,0.3571154773235321,0.6428845524787903,0.2625958323478699,0.2008609175682068
32,5,1,1,0.4179780185222626,0.582021951675415,1,0,1,0,0.7757973670959473,0.18381798267364502,0.16767683625221252,1.6938092355784744,1.7857167457981376,0.18673598766326904,0.8132640719413757,0.42409831285476685,0.2564214766025543
33,21,21,21,0.4582565128803253,0.5417434573173523,21,1,21,1,0.9999857544898987,0.9940161108970642,0.8022959232330322,0.006001864310973746,0.2202777575852658,0.5413783192634583,0.45862171053886414,0.8022959232330322,0.7536689415574074
34,23,23,23,0.4583618640899658,0.5416381359100342,23,1,23,1,0.9904729723930359,0.8189765214920044,0.3223067820072174,0.19969986282691207,1.1322514478527612,0.27483513951301575,0.7251648902893066,0.3223067820072174,0.13687382638454437
35,18,18,25,0.45895156264305115,0.5410484075546265,18,1,18,1,0.7700098752975464,0.5206815600395203,0.28580471873283386,0.6526166332304181,1.2524465030109337,0.7462604641914368,0.25373953580856323,0.28580471873283386,0.05288369953632355
36,21,21,21,0.46521100401878357,0.5347890257835388,21,1,21,1,0.9408620595932007,0.7909051775932312,0.41800457239151,0.23457719502070049,0.8722629077815384,0.6236734390258789,0.3763265609741211,0.41800457239151,0.24275054037570953
37,8,8,8,0.46903759241104126,0.5309624075889587,8,1,8,1,0.9999798536300659,0.9871150851249695,0.8006145358085632,0.012968645408863897,0.22237567644488826,0.5589146614074707,0.4410853981971741,0.8006145358085632,0.7694966681301594
38,24,24,24,0.4690253436565399,0.5309746861457825,24,1,24,1,0.9998205304145813,0.9779809713363647,0.6428416967391968,0.02226506584788747,0.4418567798622821,0.45080310106277466,0.5491968989372253,0.6428416967391968,0.5340035483241081
39,18,2,22,0.46954837441444397,0.5304516553878784,2,0,22,0,0.006739619188010693,0.1316251903772354,0.11582724750041962,2.0277968621682807,2.155655443590374,0.5767407417297363,0.4232591688632965,0.2683612108230591,0.050318360328674316
40,2,2,2,0.41924673318862915,0.5807532668113708,2,1,2,1,0.9814478754997253,0.8197723627090454,0.3319389224052429,0.19872858371602586,1.1028042956488648,0.4750231206417084,0.5249768495559692,0.3319389224052429,0.18565888702869415
41,21,21,21,0.42319321632385254,0.5768067836761475,21,1,21,1,0.9948246479034424,0.8797035217285156,0.46230247616767883,0.12817033540252795,0.771535891810048,0.6433890461921692,0.3566109538078308,0.46230247616767883,0.34249837696552277
42,24,24,10,0.4236445426940918,0.5763554573059082,24,1,10,0,0.5302127599716187,0.6000620126724243,0.28142642974853516,0.5107222746526537,1.2678842163649584,0.4463202655315399,0.5536797642707825,0.38984668254852295,0.10842025279998779
43,24,24,24,0.4381490647792816,0.561850905418396,24,1,24,1,0.9186242818832397,0.8257031440734863,0.49241912364959717,0.19151995979867134,0.7084250477948115,0.4421079158782959,0.5578920841217041,0.49241912364959717,0.11772513389587402
44,14,14,14,0.4426244795322418,0.5573754906654358,14,1,14,1,0.9834511876106262,0.892127513885498,0.7063108682632446,0.11414620383247079,0.34769981508371633,0.6788191795349121,0.3211807906627655,0.7063108682632446,0.6471937522292137
45,20,20,15,0.43956729769706726,0.5604326725006104,20,1,20,1,0.06494780629873276,0.4576909840106964,0.22611293196678162,0.7815610299856505,1.4867207055497444,0.3944794535636902,0.6055205464363098,0.22611293196678162,0.07058347761631012
46,17,17,17,0.47928428649902344,0.5207157135009766,17,1,17,1,0.9986956119537354,0.9219878315925598,0.6633879542350769,0.08122325335150768,0.41039531025375786,0.39409253001213074,0.6059075593948364,0.6633879542350769,0.5621036812663078
47,1,5,1,0.47979387640953064,0.5202061533927917,1,1,1,1,0.39312079548835754,0.5957251191139221,0.27183371782302856,0.5179759278470197,1.3025647311584363,0.12755735218524933,0.8724426627159119,0.27183371782302856,0.12277573347091675
48,21,21,21,0.45785778760910034,0.5421422123908997,21,1,21,1,0.9107421040534973,0.7123714685440063,0.43068090081214905,0.33915577813842723,0.842387832432487,0.3065616190433502,0.6934383511543274,0.43068090081214905,0.31091201305389404
49,7,0,27,0.4617178440093994,0.5382821559906006,0,0,0,0,0.12989844381809235,0.06468512862920761,0.05705541372299194,2.738223955066555,2.86373231282055,0.05155964940786362,0.9484403729438782,0.10012245178222656,0.005285672843456268
50,14,14,14,0.4549858868122101,0.5450140833854675,14,1,14,1,0.7496035099029541,0.7546468377113342,0.6471697688102722,0.2815054037898601,0.43514662506698115,0.96698397397995,0.03301604837179184,0.6471697688102722,0.5500650033354759
51,4,4,4,0.44558772444725037,0.5544122457504272,4,1,4,1,0.9473662972450256,0.5425906777381897,0.18536944687366486,0.6114000596306799,1.6854044351498643,0.2763688564300537,0.7236311435699463,0.18536944687366486,0.08514638990163803
52,2,2,2,0.4464056193828583,0.5535944104194641,2,1,2,1,0.9058144092559814,0.6270155906677246,0.21715106070041656,0.4667838731595944,1.5271620353693651,0.45576465129852295,0.5442354083061218,0.21715106070041656,0.06877294182777405
53,21,21,21,0.4414585828781128,0.5585414171218872,21,1,21,1,0.9999938011169434,0.9953885078430176,0.8781325817108154,0.0046221578895326845,0.1299576925205697,0.44095492362976074,0.5590450763702393,0.8781325817108154,0.8512405008077621
54,24,24,24,0.44153276085853577,0.5584672093391418,24,1,24,1,0.9987572431564331,0.9411340951919556,0.5932207107543945,0.0606696466885864,0.5221887557162371,0.5270439386367798,0.4729560911655426,0.5932207107543945,0.4835421219468117
55,3,21,6,0.4428271949291229,0.5571727752685547,6,0,21,0,0.03521352261304855,0.21769979596138,0.12350943684577942,1.524638247988836,2.091437714126615,0.9795586466789246,0.02044137753546238,0.25140127539634705,0.09842504560947418
56,10,10,10,0.3924446403980255,0.6075553297996521,10,1,10,1,0.999840259552002,0.9743977189064026,0.6104153990745544,0.025935723053051543,0.493615571488438,0.4904066026210785,0.5095934271812439,0.6104153990745544,0.5534866228699684
57,9,17,9,0.39214807748794556,0.6078519225120544,9,1,9,1,0.09992150962352753,0.4678531289100647,0.1843818724155426,0.7596008594337709,1.6907462784645182,0.7374749183654785,0.26252511143684387,0.1843818724155426,0.00724010169506073
58,13,4,13,0.35084590315818787,0.6491540670394897,13,1,4,0,0.007869861088693142,0.6330932974815369,0.30552154779434204,0.45713747831239515,1.1857349699794435,0.544079065322876,0.4559209644794464,0.4682377278804779,0.16271618008613586
59,5,5,5,0.2853882312774658,0.7146117687225342,5,1,5,1,0.9243761897087097,0.869952917098999,0.5497363805770874,0.13931618707496707,0.5983164237020971,0.5141620635986328,0.4858379065990448,0.5497363805770874,0.4518072158098221
60,7,7,7,0.28024670481681824,0.7197532653808594,7,1,7,1,0.9774336218833923,0.9312732815742493,0.5397911667823792,0.07120250925268415,0.6165729424032244,0.37965136766433716,0.6203486323356628,0.5397911667823792,0.3830028623342514
61,7,7,7,0.27750200033187866,0.7224979996681213,7,1,7,1,0.8972553014755249,0.7813899517059326,0.4014165997505188,0.2466809557912605,0.9127554888399044,0.37473976612091064,0.6252602934837341,0.4014165997505188,0.213086798787117
62,6,3,11,0.2729984223842621,0.7270016074180603,11,0,3,0,0.01868894137442112,0.011712013743817806,0.053338054567575455,4.447140148282158,2.931105233192322,0.07725119590759277,0.9227488040924072,0.1714889109134674,0.005391865968704224
63,2,2,2,0.28758129477500916,0.7124186754226685,2,1,2,1,0.9698145985603333,0.7362356185913086,0.33546799421310425,0.3062050775296195,1.0922287243993882,0.38295698165893555,0.6170429587364197,0.33546799421310425,0.10271382331848145
64,14,14,14,0.2910867929458618,0.7089132070541382,14,1,14,1,0.8208299875259399,0.7587386965751648,0.6832124590873718,0.27609783414916317,0.38094940030495356,0.8669688105583191,0.13303126394748688,0.6832124590873718,0.5994498953223228
65,17,8,1,0.2861731946468353,0.7138267755508423,1,0,1,0,0.02231965959072113,0.05816585570573807,0.06069277971982956,2.844456768126651,2.801930538241751,0.18816420435905457,0.811835765838623,0.39694491028785706,0.24752561748027802
66,8,14,16,0.3312740623950958,0.6687259674072266,16,0,16,0,0.08976636826992035,0.09276402741670609,0.13507799804210663,2.3776963499359205,2.0019029041097847,0.2477647215127945,0.7522353529930115,0.16397999227046967,0.025367364287376404
67,24,24,4,0.3393864631652832,0.6606135368347168,24,1,24,1,0.0673479363322258,0.36087360978126526,0.20808753371238708,1.0192274933618022,1.5697964526513903,0.10288603603839874,0.8971139788627625,0.20808753371238708,0.07789364457130432
68,0,0,0,0.37730324268341064,0.6226967573165894,0,1,0,1,0.9997904300689697,0.9873867034912109,0.8397483229637146,0.01269351943073536,0.17465304755786232,0.3966732323169708,0.6033268570899963,0.8397483229637146,0.8055266477167606
69,4,4,4,0.3769068121910095,0.6230931878089905,4,1,4,1,0.999197781085968,0.9551742672920227,0.5382900834083557,0.04586147630883079,0.6193576756388691,0.2166452556848526,0.7833547592163086,0.5382900834083557,0.45076487958431244
70,9,9,9,0.37593916058540344,0.6240608096122742,9,1,9,1,0.7399948239326477,0.7737396955490112,0.44947752356529236,0.25651977261771486,0.799669429512449,0.6626046299934387,0.3373953402042389,0.44947752356529236,0.23067793250083923
71,24,24,24,0.36610835790634155,0.6338916420936584,24,1,24,1,0.8754585981369019,0.7100947499275208,0.4904148578643799,0.3423568672483735,0.7125035973794934,0.5085339546203613,0.4914660155773163,0.4904148578643799,0.2566130608320236
72,6,6,6,0.372741162776947,0.627258837223053,6,1,6,1,0.9240351915359497,0.6712756156921387,0.4976305663585663,0.39857547270708704,0.6978973118742973,0.6148543357849121,0.3851456940174103,0.4976305663585663,0.24875189363956451
73,21,0,24,0.3760530650615692,0.6239469647407532,24,0,24,0,0.07505976408720016,0.14103585481643677,0.09855744242668152,1.9587411314517833,2.31711572893823,0.7252826690673828,0.2747172713279724,0.26525235176086426,0.1346970647573471
74,21,21,21,0.38558778166770935,0.614412248134613,21,1,21,1,0.726520299911499,0.6710323691368103,0.6223052740097046,0.39893790302969595,0.47432451241523094,0.689740002155304,0.31026002764701843,0.6223052740097046,0.5392187759280205
75,10,10,10,0.3934721350669861,0.6065278649330139,10,1,10,1,0.9999937415122986,0.9965387582778931,0.8694030046463013,0.0034672456773333356,0.13994850443353088,0.35987618565559387,0.6401237845420837,0.8694030046463013,0.8259093426167965
76,6,6,21,0.3935098350048065,0.6064901351928711,21,0,21,0,0.2544460594654083,0.17329619824886322,0.06460976600646973,1.7527530198995707,2.739389703048868,0.14675961434841156,0.8532403707504272,0.47128891944885254,0.36438897997140884
77,9,14,9,0.44182518124580383,0.5581747889518738,9,1,9,1,0.202596515417099,0.6090521216392517,0.435114324092865,0.49585142931994497,0.832146468416418,0.010814260691404343,0.9891858100891113,0.435114324092865,0.20254449546337128
78,6,5,6,0.42041537165641785,0.5795845985412598,6,1,6,1,0.12017703056335449,0.19301122426986694,0.17486681044101715,1.6450069349296061,1.7437306780236608,0.35091885924339294,0.6490811705589294,0.17486681044101715,0.09298325330018997
79,13,13,13,0.3799864947795868,0.6200134754180908,13,1,13,1,0.977921724319458,0.8767991662025452,0.5270450115203857,0.13147731374396454,0.6404693232334522,0.4747397005558014,0.5252602696418762,0.5270450115203857,0.3558751195669174
80,2,2,2,0.3825227916240692,0.6174772381782532,2,1,2,1,0.9979848861694336,0.9301267862319946,0.5553768873214722,0.0724343728451128,0.5881083194487468,0.49823033809661865,0.5017696619033813,0.5553768873214722,0.49254126101732254
81,15,11,15,0.3803430497646332,0.6196569204330444,15,1,11,0,0.373234361410141,0.7002434134483337,0.2342805415391922,0.35632727088639327,1.4512359862590773,0.08942273259162903,0.9105772376060486,0.2691826820373535,0.034902140498161316
82,19,19,5,0.36244285106658936,0.6375571489334106,5,0,5,0,0.5136286616325378,0.21561595797538757,0.10077500343322754,1.5342564261029568,2.294864935910662,0.24906958639621735,0.7509304285049438,0.2765662968158722,0.10020624101161957
83,13,13,13,0.37650662660598755,0.6234933733940125,13,1,13,1,0.9695156216621399,0.7958199977874756,0.3832666575908661,0.22838225214259358,0.9590242981411763,0.3123873770236969,0.6876127123832703,0.3832666575908661,0.24025176465511322
84,24,24,24,0.3810345530509949,0.6189654469490051,24,1,24,1,0.9183362722396851,0.784881055355072,0.596222996711731,0.24222309452099502,0.5171405263389273,0.5119852423667908,0.48801469802856445,0.596222996711731,0.3180185556411743
85,0,0,0,0.38565492630004883,0.6143450736999512,0,1,0,1,0.9981675744056702,0.9734671115875244,0.8287220597267151,0.026891238420559512,0.18787045180397277,0.4439743459224701,0.5560256838798523,0.8287220597267151,0.7708264589309692
86,26,26,26,0.38482317328453064,0.615176796913147,26,1,26,1,0.999999463558197,0.9985280632972717,0.7560336589813232,0.0014730210657631477,0.27966938133163166,0.5422990918159485,0.4577009379863739,0.7560336589813232,0.7273057047277689
87,21,21,21,0.384786993265152,0.6152130365371704,21,1,21,1,0.999987781047821,0.996021032333374,0.8637811541557312,0.003986904819918984,0.1464358360636113,0.6482996940612793,0.3517002761363983,0.8637811541557312,0.8237458877265453
88,16,16,16,0.38471052050590515,0.6152895092964172,16,1,16,1,0.5893375873565674,0.3765507936477661,0.16481423377990723,0.976702330754708,1.8029362952127326,0.4925348460674286,0.507465124130249,0.16481423377990723,0.025975599884986877
89,11,2,20,0.3821564316749573,0.6178435683250427,20,0,11,1,0.06865914165973663,0.25685885548591614,0.14347048103809357,1.3592285453966266,1.9416259719946716,0.6657701730728149,0.3342299163341522,0.14347048103809357,0.011124208569526672
90,10,10,10,0.3357049524784088,0.6642950177192688,10,1,10,1,0.9998075366020203,0.9823012948036194,0.7747006416320801,0.017857200167580047,0.2552785931116555,0.3258002996444702,0.674199640750885,0.7747006416320801,0.6645722612738609
91,25,25,25,0.33595728874206543,0.6640427112579346,25,1,25,1,0.9998394250869751,0.9710816144943237,0.6649469137191772,0.02934476222059064,0.40804807050650505,0.5350138545036316,0.4649861454963684,0.6649469137191772,0.6010028272867203
92,21,21,21,0.335409939289093,0.664590060710907,21,1,21,1,0.9245727062225342,0.85805344581604,0.5599662661552429,0.15308889027330275,0.5798787360758788,0.4317156970500946,0.5682843327522278,0.5599662661552429,0.4253486543893814
93,14,14,14,0.32952091097831726,0.6704791188240051,14,1,14,1,0.9989891052246094,0.9297888875007629,0.7971594929695129,0.07279772129119697,0.2267005035632616,0.5456386804580688,0.45436134934425354,0.7971594929695129,0.740395188331604
94,16,16,16,0.3290775716304779,0.6709224581718445,16,1,16,1,0.9884524941444397,0.8954401016235352,0.5669569969177246,0.11043994791107606,0.5674718213092405,0.5880147218704224,0.41198527812957764,0.5669569969177246,0.40896470844745636
95,22,22,25,0.33074304461479187,0.6692569851875305,22,1,22,1,0.3170897662639618,0.45636090636253357,0.431691437959671,0.784471321186755,0.8400442099283191,0.9576714038848877,0.042328592389822006,0.431691437959671,0.20486362278461456
96,15,15,15,0.3487323522567749,0.6512676477432251,15,1,15,1,0.9844599962234497,0.8100404143333435,0.27113303542137146,0.21067113832163303,1.3051456729432604,0.402275949716568,0.5977240204811096,0.27113303542137146,0.1519417092204094
97,14,14,14,0.35230782628059387,0.6476921439170837,14,1,14,1,0.9937877058982849,0.9133978486061096,0.7763968706130981,0.09058373360284351,0.25309145833283647,0.517754852771759,0.48224517703056335,0.7763968706130981,0.7048030719161034
98,9,5,9,0.35348424315452576,0.6465157270431519,9,1,9,1,0.011936246417462826,0.5343467593193054,0.3103503882884979,0.6267102887450603,1.1700533349922835,0.15577057003974915,0.8442294001579285,0.3103503882884979,0.13433043658733368
99,15,15,15,0.30267781019210815,0.6973221898078918,15,1,15,1,0.8962646126747131,0.7917704582214355,0.3042195737361908,0.23348375465321722,1.1900055562691003,0.363669216632843,0.636330783367157,0.3042195737361908,0.12602020800113678
100,15,15,15,0.29796847701072693,0.7020315527915955,15,1,15,1,0.9999839663505554,0.9880548715591431,0.6067761182785034,0.012017044761120721,0.4995953891074027,0.3847266435623169,0.6152733564376831,0.6067761182785034,0.5478133410215378
101,6,6,6,0.29800379276275635,0.7019962072372437,6,1,6,1,0.9252417087554932,0.6658005118370056,0.5488061904907227,0.4067651850866182,0.600009922585388,0.5534157752990723,0.44658422470092773,0.5488061904907227,0.43463650345802307
102,26,26,26,0.3034903407096863,0.6965096592903137,26,1,26,1,0.9999918341636658,0.9909601211547852,0.6490757465362549,0.009080986476184341,0.43220585639775777,0.5564665198326111,0.44353345036506653,0.6490757465362549,0.6231190301477909
103,24,24,24,0.3036133944988251,0.6963866353034973,24,1,24,1,0.7421531677246094,0.492230087518692,0.345068097114563,0.7088090142492269,1.0640134984874647,0.4326150119304657,0.5673850178718567,0.345068097114563,0.21955226361751556
104,9,9,9,0.31758928298950195,0.682410717010498,9,1,9,1,0.99976646900177,0.9748567342758179,0.7403032779693604,0.02546475798520176,0.3006953416496545,0.48279738426208496,0.517202615737915,0.7403032779693604,0.7036831304430962
105,12,6,12,0.3173500597476959,0.6826499700546265,12,1,12,1,0.026240050792694092,0.6693530678749084,0.19256289303302765,0.4014436033964126,1.6473324615600038,0.4882827699184418,0.5117172002792358,0.19256289303302765,0.013261333107948303
106,2,23,2,0.2683352530002594,0.7316647171974182,2,1,2,1,0.0016156508354470134,0.7180895209312439,0.5525774359703064,0.33116103674320285,0.5931616998087434,0.08182987570762634,0.918170154094696,0.5525774359703064,0.40160374343395233
107,1,1,1,0.20377802848815918,0.7962219715118408,1,1,1,1,0.9999464750289917,0.9476648569107056,0.613871693611145,0.05375436569782854,0.48796934073188625,0.5372047424316406,0.462795227766037,0.613871693611145,0.5320606827735901
108,17,14,14,0.20401257276535034,0.7959874272346497,14,0,14,0,0.9322764277458191,0.01599990390241146,0.02741258405148983,4.135172562859676,3.5967530990690117,0.901268482208252,0.09873145818710327,0.7933748960494995,0.7286913469433784
109,1,1,5,0.23066143691539764,0.7693385481834412,5,0,1,1,0.5792600512504578,0.38840925693511963,0.29042232036590576,0.945695709339404,1.2364191382209948,0.876976490020752,0.12302356213331223,0.29042232036590576,0.009375691413879395
110,21,21,21,0.23626597225666046,0.7637340426445007,21,1,21,1,0.9998329281806946,0.9805363416671753,0.8428748846054077,0.01965556960917263,0.17093674883333818,0.48127394914627075,0.5187260508537292,0.8428748846054077,0.7868248969316483
111,4,4,4,0.23646146059036255,0.7635385394096375,4,1,4,1,0.6612544655799866,0.4300917983055115,0.17027680575847626,0.8437566086476654,1.7703298969573753,0.6749691963195801,0.3250308334827423,0.17027680575847626,0.08628881722688675
112,4,4,13,0.24869462847709656,0.751305341720581,13,0,4,1,0.21567119657993317,0.32756307721138,0.26324617862701416,1.116074640280095,1.3346656442101106,0.5900223851203918,0.40997758507728577,0.26324617862701416,0.016667842864990234
113,10,10,24,0.26713070273399353,0.7328693270683289,24,0,24,0,0.06544634699821472,0.2980644404888153,0.32006120681762695,1.2104455726028762,1.1392430301733045,0.8035513758659363,0.19644863903522491,0.3340590000152588,0.013997793197631836
114,0,0,0,0.29908475279808044,0.7009152173995972,0,1,0,1,0.9999606013298035,0.9900692701339722,0.866387665271759,0.009980368468980857,0.1434228201559807,0.5004465579986572,0.4995534420013428,0.866387665271759,0.837894706055522
115,8,26,8,0.29913130402565,0.7008686661720276,8,1,8,1,0.033066559582948685,0.6771870255470276,0.5262000560760498,0.3898077878744601,0.6420738038080108,0.48392453789711,0.5160754919052124,0.5262000560760498,0.38376930356025696
116,21,21,6,0.26353323459625244,0.7364667654037476,6,0,21,1,0.0624924898147583,0.2977362275123596,0.4240575432777405,1.2115473270227135,0.8578861176809747,0.7593554258346558,0.24064455926418304,0.4240575432777405,0.21042704582214355
117,12,17,16,0.2934437096118927,0.7065562605857849,16,0,16,0,0.17757189273834229,0.2661474347114563,0.10811460018157959,1.323704857916467,2.2245635016477525,0.7000607848167419,0.29993918538093567,0.15857118368148804,0.05045658349990845
118,8,9,12,0.2799077332019806,0.7200922966003418,12,0,10,0,0.05823967605829239,0.2210422158241272,0.15763063728809357,1.5094015738781008,1.8475007214152757,0.6900802850723267,0.30991965532302856,0.2121138870716095,0.046523287892341614
119,21,21,21,0.2683047950267792,0.7316951751708984,21,1,21,1,1.0,0.9992396831512451,0.9452342391014099,0.00076060603620215,0.05632251013861504,0.33492979407310486,0.6650702357292175,0.9452342391014099,0.933542201295495
